epoch,lr,train_loss,train_action_mse_norm,val_loss,val_action_mse_norm,val_start_loss,val_start_action_mse_norm,val_roll_loss,val_roll_action_mse_norm,val_evt_tail_loss,val_evt_tail_action_mse_norm,active_closed_loop_chunks,train_state_consistency_m2,train_selected_xi_mean,train_mixture_nll,train_energy_score,train_diversity_penalty,train_smoothness_penalty,train_map_action_mse_norm,train_probability_entropy_penalty,train_candidate_entropy,train_responsibility_entropy,train_effective_candidates,train_probability_responsibility_l1,train_pairwise_trajectory_distance_norm,val_mixture_nll,val_energy_score,val_diversity_penalty,val_smoothness_penalty,val_map_action_mse_norm,val_probability_entropy_penalty,val_candidate_entropy,val_responsibility_entropy,val_effective_candidates,val_probability_responsibility_l1,val_pairwise_trajectory_distance_norm,val_start_mixture_nll,val_start_energy_score,val_start_diversity_penalty,val_start_smoothness_penalty,val_start_map_action_mse_norm,val_start_probability_entropy_penalty,val_start_candidate_entropy,val_start_responsibility_entropy,val_start_effective_candidates,val_start_probability_responsibility_l1,val_start_pairwise_trajectory_distance_norm,val_roll_mixture_nll,val_roll_energy_score,val_roll_diversity_penalty,val_roll_smoothness_penalty,val_roll_map_action_mse_norm,val_roll_probability_entropy_penalty,val_roll_candidate_entropy,val_roll_responsibility_entropy,val_roll_effective_candidates,val_roll_probability_responsibility_l1,val_roll_pairwise_trajectory_distance_norm,val_evt_tail_mixture_nll,val_evt_tail_energy_score,val_evt_tail_diversity_penalty,val_evt_tail_smoothness_penalty,val_evt_tail_map_action_mse_norm,val_evt_tail_probability_entropy_penalty,val_evt_tail_candidate_entropy,val_evt_tail_responsibility_entropy,val_evt_tail_effective_candidates,val_evt_tail_probability_responsibility_l1,val_evt_tail_pairwise_trajectory_distance_norm
11,0.00014363998109220104,0.3734666498422002,0.11296129977046426,0.20722955956167494,0.14017347725883297,nan,nan,nan,nan,nan,nan,2,0.0028679695831270355,0.0,0.16524708071012795,0.14735086328695077,0.017154907161208644,0.02606203696567858,0.1703548089227731,0.0,2.0728107127574362,2.069482203883795,7.932257087692793,0.002933017739569505,0.1521867696165265,0.1791893598171632,0.16747861017675672,0.020984156542347747,0.01644179299423456,0.23053371994197236,0.0,2.072995834384145,2.071567405434052,7.94419391771412,0.002941055985576198,0.13559964975747674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0.00013435661446562,0.37037386247455806,0.11001574389701363,0.20183725072658532,0.13449908610940775,nan,nan,nan,nan,nan,nan,2,0.0027822617675444155,0.0,0.1648416295672029,0.1442052771450968,0.01661552386674448,0.02562689068181272,0.16015538309209898,0.0,2.053594791518611,2.0471001940329248,7.773355764716305,0.0032632949885249107,0.15308556678593985,0.17530251862156723,0.1617882998231114,0.018595011902162478,0.016045582103435166,0.2196714121858663,0.0,2.071085687263233,2.0685454515720796,7.9224024408230305,0.00313195642630416,0.14111083337205957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0.00012475161062768713,0.36922164773421323,0.10542632713456762,0.2069079636534995,0.13660965908480951,nan,nan,nan,nan,nan,nan,2,0.002691089120720403,0.0,0.1651140280684652,0.13814806820874367,0.016626402087166006,0.025658629671843868,0.15229504896325066,1.4171323545632882e-05,2.0347981107461566,2.019986952569086,7.606645333150852,0.00403388932365447,0.16503154899421232,0.18216843170567878,0.1674597524345844,0.0184362771484212,0.01707325952742619,0.2012856999579788,3.8043028993190178e-06,2.069635079361543,2.0666302561857477,7.910699578065522,0.0032408447815900584,0.1458746756390481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0.0001149302040104271,0.39006865507766253,0.10329994223552434,0.20037957976656884,0.13202355967171814,nan,nan,nan,nan,nan,nan,2,0.0026355904804765185,0.0,0.17614579304973463,0.13318724879161503,0.016312847384035486,0.026351503635995827,0.14675525052568322,0.0007783087943729565,1.9743034211101225,1.9383594545629839,7.15531172740179,0.006063492062464824,0.2416377838930544,0.17524893106513845,0.15927899823746774,0.022347779035757125,0.015329127315522495,0.19828413372818213,0.004079739442719476,2.036326311108179,2.0283725497157454,7.707346946630465,0.0035358868070062013,0.1750420283312875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0.00010500000000000003,0.3456846081241503,0.10054995478211234,0.19546018566259246,0.12821730299401232,0.06866078606101697,0.017532797705415267,0.2019272106608306,0.13375152824199416,0.31515243318917474,0.20504113193802345,2,0.0026083505905977926,0.0,0.15445700680590102,0.12781754155954955,0.016079668681000407,0.02623993335799941,0.14168253754041754,0.0026820200178559964,1.8640669695986494,1.8441677003029953,6.539854328059629,0.004417519921714679,0.1891602238183083,0.16931996951499986,0.15285359084968378,0.01788025420120949,0.013303798839792921,0.21796604262826133,0.0,2.0632990809427256,2.0600416719230195,7.866707214439282,0.003315095608942836,0.15490098769202432,0.06274404460057242,0.027385120766703522,0.021090625844706144,0.037170532349164724,0.021075916486071076,0.0,1.8518459738374276,1.817921767143995,6.248355119121269,0.004522164348228344,0.19166230957001243,0.1747922404082363,0.15930290802027025,0.017719833846048794,0.012076452747465438,0.2276320126143777,0.0,2.0738717325684743,2.0721476694240106,7.947624827917751,0.003254742169721101,0.15306292182304576,0.2734849328753194,0.2466050596397792,0.016973820695185417,0.016338446002291177,0.36491995938835065,0.0,2.0663841322263767,2.056975129079071,7.857608446267471,0.004936689073416852,0.1658295355431726
16,9.506979598957294e-05,0.3649869500255808,0.09942041694632164,0.18993294043168923,0.12950432391372013,nan,nan,nan,nan,nan,nan,2,0.002592087188581772,0.0,0.1645715871303961,0.12713558562645155,0.016512916877377763,0.02645384138087452,0.13779451787193653,0.0,1.9816637425617596,1.951320336344906,7.182390560810862,0.005328863883514563,0.2070692157247807,0.1670753320215202,0.15433863944128615,0.020978355306547312,0.012833197186244706,0.18039136666177116,0.0,2.0599310524837247,2.0557359130210675,7.842046420848279,0.0027511517939747114,0.138264282802464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,8.524838937231286e-05,0.9316673066524801,0.31114258479072693,0.19997299682673242,0.1253711293237107,nan,nan,nan,nan,nan,nan,3,0.009443538433785011,0.0,0.42001866667909415,0.3733071705704218,0.015169993288378382,0.03630512012188803,0.38971186782802414,0.0,2.02137112837244,1.987260993032816,7.445567306412905,0.007425791218453459,0.23264708879959373,0.17555401684518734,0.15505129277018453,0.016237512136282144,0.018818370195940706,0.20244656482195167,0.0,2.068879643623638,2.061104277607216,7.884733008036431,0.0037254566323542755,0.16421520488560473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,7.564338553438001e-05,0.9101811695033226,0.29873407442317074,0.19394739341497189,0.12578748010707827,nan,nan,nan,nan,nan,nan,3,0.008927875939784438,0.0,0.4107661981034973,0.36050483197174077,0.016577756954558476,0.04095105137275412,0.37376770176406465,0.0,2.0484550601727225,2.0118209777493026,7.622879639693412,0.00782025422561825,0.23436917219112338,0.17115563966820113,0.1542901895826545,0.02026417181679045,0.020195395674710827,0.18007272130119267,0.0,2.07138032175234,2.06578370697416,7.911246108728659,0.003350636884827989,0.14734700665251996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,6.6360018907799e-05,0.9228309637961833,0.2915627905392135,0.20275776169173257,0.12664754630257885,nan,nan,nan,nan,nan,nan,3,0.008769569293958697,0.0,0.41782200650303836,0.3553714705798282,0.016622757951879497,0.048828230496666916,0.3661958530293106,0.0,2.0662425165352953,2.022865134634935,7.730674786048939,0.008717705893522729,0.25141049758374684,0.18009226527092762,0.15823797028059333,0.01752080154913374,0.023884582148926352,0.18216150459984445,0.0,2.0690676676396382,2.059840915701101,7.877522455012539,0.004150034538141059,0.16327234783062364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,5.750000000000002e-05,0.9076817532764794,0.2860882328648147,0.20178749732808812,0.12318541178820425,0.2757389943759107,0.030283136270543947,0.19829234174235072,0.12783052573525322,0.3221022946884128,0.19093494194756308,3,0.008749940720651606,0.0,0.4111955756584579,0.3462894852673548,0.016737474872834102,0.05388422150394047,0.35695445930021685,0.0,2.0682338095711477,2.0217076491282797,7.73604408302681,0.008997583568616843,0.2758237262728549,0.1791756287428648,0.15617084853675942,0.019078592712905667,0.022863497686677402,0.17959736045747957,0.0,2.070659479550301,2.0600329638878767,7.88632383903058,0.004242220589271204,0.16909534470474932,0.26794807338191473,0.07583582176293086,0.014327670939542743,0.13671101842008498,0.035163017029385714,0.0,2.0641366466778055,1.8984264257160977,7.283428684965815,0.021606564675551273,0.6691231868746266,0.17498664705174924,0.1603619330149214,0.01933015074720481,0.017106382176958607,0.1863148900177434,0.0,2.070985626425217,2.068113291240385,7.9164686000384155,0.003374003375454568,0.14409395259412716,0.28447738371509695,0.244875905776715,0.018293055649586863,0.02773126003691111,0.3215488656302731,0.0,2.0735187555213503,2.0535183130897323,7.855900851312669,0.006520772671780263,0.185572305706281
21,4.916040103221506e-05,0.9250087907919556,0.2826546644913918,0.19330859339815862,0.12123300590226875,nan,nan,nan,nan,nan,nan,3,0.008447059279140875,0.0,0.4202272346604419,0.3441851428157173,0.016866586457810605,0.060891661008605595,0.3527405157524451,0.0,2.069648107769657,2.0131250097815303,7.711800486030132,0.010130663800930164,0.3000448467509181,0.17104238151664986,0.1521252737894104,0.01954532012092902,0.02330357734099207,0.17580125350845324,0.0,2.0722501779450746,2.0648983525294056,7.910692546593042,0.003699884847362799,0.154946015583892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,4.14325923959085e-05,0.8964293767947772,0.27932515813803355,0.20101791514988288,0.12224299540564167,nan,nan,nan,nan,nan,nan,3,0.008438766713847788,0.0,0.4063693918670696,0.33740221716711405,0.0171273304738187,0.05718596939142273,0.3490837640981785,0.0,2.0693284051506944,2.0152087086344297,7.718604250779104,0.00966706119709823,0.2983419697591189,0.1784089550591118,0.15270044128646765,0.020122507670147102,0.023813167531750702,0.1782544799728406,0.0,2.071659665464423,2.0564858093857326,7.878580023702798,0.004561702466395631,0.18137398142065358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,3.440124157964757e-05,0.9728438598899102,0.2762517683384716,0.19812300990072793,0.12151342835124379,nan,nan,nan,nan,nan,nan,3,0.008331250189073155,0.0,0.4452078153955068,0.3332997745797539,0.016263787542835566,0.06304522845059773,0.3439453337410978,0.0,2.0590576073276106,1.9454776274765606,7.437960095265115,0.01558972355304368,0.49316453937515553,0.17524608820284632,0.15159374226795957,0.021184336956674835,0.025038161931229312,0.1793295209943873,0.0,2.066513337015564,2.0518260969130835,7.841966932937687,0.004452513659615388,0.1779244408576779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,2.8143385534380006e-05,0.9336611178905047,0.27447182448319646,0.19777186230662092,0.1211607572026419,nan,nan,nan,nan,nan,nan,3,0.00824657321612779,0.0,0.42586583270412154,0.3301335611790106,0.016938701344245344,0.06647766183487155,0.3404548001276385,0.0,2.0493049140936694,1.9486704555197465,7.417723772588968,0.013939928201259593,0.45446161057856754,0.17542384048625811,0.15111442856868315,0.020941932673726356,0.026778898980104653,0.17427798580336837,0.0,2.0694425221301502,2.053880724758537,7.861729953091413,0.0044590485839396295,0.1808053400485994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,2.272758664047833e-05,1.5323380925778582,0.463365438368282,0.25824690911491055,0.12162176076363516,1.446111435545722,0.04117209096162543,0.19785960313450152,0.12564424423907664,0.3789879686346913,0.19142606874161222,4,0.02284898755741312,0.0,0.7012831361014955,0.5407036051789933,0.01489561273606084,0.08481509807709495,0.5525393146685526,0.0,2.0619903019841366,1.881687833529647,7.231157217603063,0.02343678817167622,0.8651159587615337,0.23500798622016278,0.1535749440424466,0.017141221951969394,0.034239796370387134,0.18789592120246412,0.0,2.0691066257026605,1.9795862686092252,7.619640442065655,0.012077776496028581,0.5793149323038944,1.4382356550747306,0.0654008421921207,0.00017035904470762597,0.2666961018761797,0.04529254239085692,0.0,1.997647509054722,0.17307892757107618,1.440659662281053,0.18189569941109393,9.132922785061533,0.17387830168002635,0.15824839831928467,0.018015547696677604,0.023250171298863257,0.19463983185060324,0.0,2.072679579248588,2.069911636180005,7.92858947975792,0.0035868803408541307,0.15163453966101562,0.34138855930627326,0.24398992218558455,0.016182965212456702,0.04155669952945741,0.32316498980387015,0.0,2.0717361422000797,1.9729083744746594,7.5865713325855015,0.014328168289420516,0.5946197096280376
26,1.821318152395291e-05,1.9184864230184357,0.4602964021346053,0.2582522859900414,0.12114615959214774,nan,nan,nan,nan,nan,nan,4,0.022923200203637556,0.0,0.8952176742397584,0.5297424378966772,0.013455785912587025,0.08643883125793338,0.5469919826608168,0.0,2.0505986908866665,1.5744462181256234,6.2429859699875365,0.0509804917987369,2.4782429667091574,0.23511298725208926,0.1515729792687604,0.017624285383595818,0.03378952781090049,0.18642030909370033,0.0,2.0677197599983024,1.9724965922708004,7.60147792699203,0.01237049427156216,0.613354474269034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,1.4649630951960416e-05,1.9468735277288072,0.4595215154860671,0.26455971538016465,0.12113740851452526,nan,nan,nan,nan,nan,nan,4,0.022807059767148367,0.0,0.9098663588523417,0.5255023244763665,0.013234047615597861,0.08029018629836712,0.5438701741376732,0.0,2.0509635250388305,1.55771399548497,6.199095102565371,0.052400705768729135,2.544572032661202,0.24133410284695944,0.15210052628593634,0.016581876283772362,0.03642668031131314,0.18853059232352753,0.0,2.0691296602096614,1.9725685705016538,7.6001604400225515,0.012669868964301532,0.6008585283273807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,1.207597793028846e-05,2.016733294300956,0.457101879311823,0.27181674013573665,0.12248829707386255,nan,nan,nan,nan,nan,nan,4,0.023063572692996748,0.0,0.9452546517229802,0.5225878197543739,0.012437971358649443,0.08425246476228596,0.5402471879185886,0.0,2.061587223218799,1.5564068987988409,6.195623173744124,0.05441517832947341,2.4642256666358953,0.2486816659805777,0.15344272303075498,0.015596896301899133,0.03837157851491466,0.18877396538066807,0.0,2.0703562731284637,1.9721241427890168,7.598409202391173,0.012947161761076388,0.5983175282314954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,1.0520419940014028e-05,2.079929150648683,0.45609705275505463,0.27779773033512695,0.12356043447471227,nan,nan,nan,nan,nan,nan,4,0.02270202631880355,0.0,0.9770382444526475,0.5227254531099337,0.011840635798023504,0.08563002330625709,0.5393158103443958,0.0,2.0674138484611606,1.5556541456524808,6.194012474317326,0.05588426394717506,2.4686081053841393,0.2550178261419815,0.1548660586380607,0.015041075590644137,0.042487957311967826,0.18550202175761135,0.0,2.071063209261307,1.972015730984124,7.597819725387104,0.013146642721407876,0.5982842775541823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,1e-05,2.1039541029624447,0.455324622674352,0.2808108864136982,0.12406591283282555,1.88201834607682,0.04576074744980914,0.20033512168840156,0.12798117101075263,0.4016173662787426,0.19603947053567367,4,0.022868439076309217,0.0,0.9891965405416414,0.5220979101393912,0.011724349148375897,0.08878624439951953,0.5376959681969005,0.0,2.069108339959633,1.5555454840582454,6.193457706397848,0.05642312698203909,2.497754619798812,0.25805496806209516,0.15563711036582764,0.01476926411946661,0.04206292092668095,0.18563528743630706,0.0,2.0711862862956756,1.9718462901611709,7.596429732484821,0.01324573470640588,0.6052130635184848,1.87445763245154,0.048684225141650474,0.0,0.22069571168927074,0.048669177845283906,0.0,2.062480389694328,0.02477507443611106,1.0716665530940115,0.2080132870860683,9.621547107661,0.17685077032066235,0.16116747573860138,0.015530809724614366,0.03300155538725535,0.19213039581621688,0.0,2.0716215793342725,2.069199855451479,7.922667889153827,0.0035073571132804063,0.15439635911014504,0.36485378887520953,0.24862253802480536,0.013970839084368433,0.05110335098253945,0.3167069513479886,0.0,2.0735664018845834,1.9656562943404363,7.5664044203749325,0.015418502189290813,0.6276452251602944
