x_ego,y_ego,x_tar,y_tar
-37.870518,0.0,0.0,-18.70998
-34.770515,0.0,7.5678635e-08,-17.349579
-31.670515,0.0,1.7838599e-07,-15.989179
-28.570515,0.0,2.8109335e-07,-14.628778
-25.470514,0.0,0.047434676,-13.269547
-22.370514,0.0,0.20250443,-11.918382
-19.270514,0.0,0.47205523,-10.585422
-16.170513,0.0,0.8546916,-9.2803135
-13.070513,0.0,1.3377795,-8.008926
