x_ego,y_ego
-13.070508346557617,-1.2195058028889132e-07
-9.974519907633464,0.00655487148091197
-6.964318926287266,0.05006374024451588
-4.090447510220081,0.15240976936151804
-1.345228655952232,0.2941926991780239
1.2497773672432744,0.4851347666063356
3.7528279363769776,0.7324899307088752
6.232675257158314,1.0317073028278698
8.7002281459242,1.365207354451841
11.136356333245766,1.6723491566250512
13.488362984639513,1.9689783828828316
15.73984374831759,2.2745444800362273
17.94095534386972,2.591940788824369
20.13914328087481,2.8714410896955123
22.308459794599674,3.1432222065196744
24.34987248499622,3.384849827728063
26.246187649598916,3.5741056543908516
28.09777877718599,3.709373275846255
29.884104915207427,3.7618074966052175
31.540171522723618,3.756648574005623
33.124240078616666,3.6975342947838166
34.62300493785906,3.5998544892491773
35.964587468498905,3.4838780446218274
37.21046523817708,3.369226744881453
38.354038306498325,3.258789246592036
39.328219317413975,3.152757521603235
40.19312611481029,3.0502221124062388
41.028469706989114,2.9408838968886415
41.83828381447158,2.817134843792113
42.60702519159314,2.6799684532818917
42.60702519159314,2.6799684532818917
