x_ego,y_ego
-13.791775499979655,1.1097921742475592e-07
-10.695895118713379,0.019501108278830847
-7.6903316248187865,0.12373272577686575
-4.799179408135687,0.32879498183188144
-1.9462964575615749,0.6431176360193843
0.8062455363039649,1.004326427011382
3.3763737823304676,1.3678842298978615
5.764931500506146,1.7429511766664847
8.007008131332581,2.1175282427289432
10.137184769498697,2.468021889804642
12.15570615510396,2.791563909622748
14.115643584831144,3.0933266253503873
16.069253307418006,3.3831206742599407
18.02095548025708,3.62739481519592
19.96926479351457,3.8317167893366393
21.91255753136082,4.003268619290011
23.85269283634748,4.105048458093573
25.82349394464773,4.1712607716919194
27.82211979805899,4.264393298855823
29.81183078988676,4.375088095849447
31.824843930656407,4.485386259192776
33.91412178112325,4.558360951203795
36.07125294314414,4.601786864282094
38.244558495908784,4.608069674002359
40.37270045569546,4.5809752593010105
42.38089836005374,4.538349796541258
44.290937077403775,4.4665019037654305
46.17616630898485,4.351219854978805
48.04817814226658,4.189129292262319
49.903175368747476,3.973123412628062
49.903175368747476,3.973123412628062
