x_tar,y_tar
1.3378678560256958,-8.008946418762207
1.7953118364280314,-6.726442834646086
2.286506463238859,-5.4401295832874075
2.8310286790510597,-4.139012702791827
3.445071622471864,-2.8314571160800783
4.16449080042381,-1.5306223980543268
5.035093227318434,-0.23699159650312618
6.115700460749188,1.0249029338468094
7.446194293277933,2.193637468008665
9.026782943023616,3.1894563966559555
10.846821639287516,3.949491978659497
12.864198157198771,4.434300666914728
15.017328617948678,4.617607034266885
17.254239292716917,4.4820119398172995
19.5274175281551,4.016064587662078
21.794969481257468,3.220124761440322
24.0164183340832,2.095575938625883
26.164832980967677,0.6536783370186388
28.198082256786957,-1.1018789486147986
30.077379428720533,-3.15190181727567
31.756150479362283,-5.475552270106563
33.2045934070264,-8.04362172902686
34.402492011314656,-10.835270585909774
35.32600479002379,-13.823714596166555
35.95430824093171,-16.97754759830474
36.26891510159789,-20.262684882048273
36.255050397878826,-23.641245458882416
35.905023804318304,-27.07845995052282
35.21285295015979,-30.538524949591835
34.17811037041977,-33.98612900729842
34.17811037041977,-33.98612900729842
NaN,NaN
1.337941288948059,-8.008918762207031
1.790211612128255,-6.725303004531744
2.239337615684925,-5.440552128034964
2.647249408456224,-4.150520291109569
2.9731519938375515,-2.851668272131108
3.196536733880975,-1.5290505661291016
3.28022200244816,-0.16947707539651424
3.1631096007977404,1.2135894477959464
2.790136214138352,2.5850139468537834
2.1203930966848947,3.886778354833532
1.1304106962679406,5.0257801314408175
-0.14259242501588698,5.91867544643649
-1.620821201645977,6.5104349820867276
-3.2227315650631407,6.773901118772406
-4.874467320937107,6.690108474077277
-6.501748621307247,6.256653287524175
-8.07530609907883,5.5044430655037
-9.55439335489851,4.441013553050558
-10.88459765582595,3.0883449055464256
-12.007947247607365,1.4748863219720292
-12.87969842561036,-0.357594808106537
-13.472191158891995,-2.369134387647907
-13.750357017786156,-4.507571261261628
-13.699481620703718,-6.719485189321887
-13.314216198052813,-8.962530511830817
-12.590029272684772,-11.181663136516296
-11.533982087307638,-13.319482516652297
-10.16130893901283,-15.33497593191782
-8.489245522101683,-17.190415757049266
-6.541864808348566,-18.84617113160097
-6.541864808348566,-18.84617113160097
NaN,NaN
1.3378933668136597,-8.008992195129395
1.802423023481767,-6.746050837212857
2.3167652074038347,-5.549351969280904
2.8923971446403964,-4.456287299610796
3.515766840456082,-3.5027503526268164
4.160088563073927,-2.702657539352687
4.8123307532190704,-2.0525053484645395
5.4582321344295615,-1.5506599555502714
6.084650099127977,-1.1740646825899712
6.689213627314581,-0.8945351095063881
7.25228887669694,-0.6977707026300944
7.747719390571422,-0.5625062738313955
8.163617324664916,-0.4701015851309114
8.502566120914475,-0.40787766437986284
8.78477861391794,-0.3609989210799382
9.026368986931256,-0.3198433227741547
9.25195822516463,-0.27842220470344287
9.472269293803857,-0.2319429255316034
9.680375899967917,-0.1801828762833684
9.878565359247226,-0.12249085728789696
10.074262465032131,-0.05502704442140832
10.279129905455504,0.02892274668011778
10.503428162081576,0.13421520409196866
10.730126374661044,0.2518531885988029
10.935502910831131,0.3693393278322976
11.120018789585881,0.4829864325098199
11.285039593042361,0.5911119855540349
11.429748890417738,0.6939830796241307
11.541543315570248,0.782172189909219
11.616826551056143,0.8493190492858761
11.616826551056143,0.8493190492858761
NaN,NaN
1.3373024463653564,-8.00889778137207
1.7987819280539354,-6.738260101219042
2.3040169227490854,-5.485926454479692
2.8765837601047846,-4.241010957670591
3.531826033845382,-3.0288634780055324
4.263910138517677,-1.8629822848190234
5.065821924116924,-0.7575312877724503
5.924768752918125,0.27836302813474534
6.8318299657555706,1.2664126875737907
7.777842776663625,2.224038066931796
8.748184039130217,3.162761851731021
9.721699488413234,4.080591518639393
10.673324576008257,5.005993200275087
11.58058381786258,5.97063248858161
12.40281323880505,6.981653601628132
13.112180801721149,8.042794910314234
13.689076639513512,9.18086938732465
14.092450552963316,10.422631134213114
14.250021021413406,11.757450303037214
14.060656823142963,13.132890366080952
13.481234864528176,14.443994051966706
12.545267169245077,15.565455715402427
11.345668218422377,16.43558979473441
9.9428104124902,17.03058469282496
8.403497137690893,17.308122374972694
6.810650949620115,17.237742382582823
5.240877842986611,16.817054894295385
3.7613142659479,16.061680805134245
2.4300279608505453,14.998224617724649
1.310888600690732,13.662532910603137
1.310888600690732,13.662532910603137
NaN,NaN
1.3378260135650635,-8.008917808532715
1.8042473984727043,-6.7295974035786745
2.3253325287691027,-5.4794049008866885
2.9303083887753805,-4.285677291415835
3.6472110124446475,-3.166799434599312
4.481647021449258,-2.150935888034703
5.411732728502061,-1.2621027946250611
6.417582095907371,-0.5072913290850184
7.4754766335142415,0.11734527884927015
8.560437232788733,0.619345157002259
9.661426276586566,1.004903479982906
10.765753840688792,1.274088879060709
11.858265669103206,1.4268123873907386
12.935975265750157,1.4746357706583337
13.995345338623741,1.4318944992172946
15.035079276165577,1.3111736933238085
16.06582841861554,1.1277262794486984
17.07616224205711,0.896746737615252
18.030414774944703,0.6391891469742276
18.91477404412799,0.3875355958778722
19.74165577311689,0.16846891345311293
20.522415222440667,-0.003568598206234924
21.25476769306571,-0.11751976290323449
21.925813878563908,-0.17086287741618147
22.563562877188758,-0.16361471584671594
23.182204107777615,-0.0841763004488709
23.75235405754409,0.06830077733606224
24.26510704015642,0.2821338823362507
24.71395136701562,0.5381871184294469
25.08964859237169,0.8301506234938909
25.08964859237169,0.8301506234938909
NaN,NaN
1.3380032777786255,-8.008903503417969
1.7978769962407621,-6.7442711053224045
2.277525221796157,-5.534529408587229
2.748891908539921,-4.406783834290222
3.189037885705306,-3.3810478394124495
3.5952561143247492,-2.4576101718433954
3.9731112125028267,-1.629961249620277
4.323334525336044,-0.8910286327896297
4.641419693323458,-0.23325324615902177
4.925184556561279,0.3428032643268828
5.170409093956002,0.8369706328845673
5.377570117447269,1.2556680917115817
5.550388780691637,1.6058151468165645
5.687415423835463,1.8899377852659098
5.782681537750814,2.0972263803332063
5.841000085073535,2.2326671169437016
5.86847946573515,2.30151179252849
5.864120839927559,2.2836244426097227
5.843538723862142,2.202025526262451
5.824931208357251,2.1038270449303864
5.814155914197882,2.0045253337930076
5.809252153090978,1.9046546854007813
5.804527929090775,1.8047720144136827
5.797677847077756,1.705012590636598
5.791687916942202,1.6350016309123023
5.790825612345009,1.62493815061368
5.7958523191007,1.6789483895457729
5.80641341564843,1.8261923930721087
5.813544936696982,2.104260617712005
5.792324347940187,2.5297370724694463
5.792324347940187,2.5297370724694463
NaN,NaN
1.3377234935760498,-8.00888442993164
1.803446949237875,-6.735718211943153
2.3142685502529234,-5.48966736701012
2.8538634155581124,-4.278343373876684
3.391459872887057,-3.1182166146766224
3.896866431074576,-2.0333762443168446
4.3447710921127065,-1.0355619677745884
4.73147515148047,-0.12087365146823847
5.067455098812502,0.7065874207524817
5.358441410754512,1.437592528790122
5.6023301668171515,2.065508574970322
5.7978588814317185,2.5827932777479843
5.953859330281145,3.0015573918121814
6.076453798795986,3.3338651553682235
6.167440334210439,3.5820686695838906
6.229672412001423,3.755061723939894
6.269215008070451,3.8667385874868723
6.286487722588707,3.9150765845856768
6.274994107839206,3.8812944839155312
6.2460892377418205,3.7951781527434303
6.2154865264403005,3.699978898771425
6.185737671771958,3.604506528325699
6.155799981590723,3.50909371814811
6.125625468076969,3.415454499774458
6.09594597899343,3.3252602237901807
6.069690973350779,3.246230383419877
6.044882921335464,3.1725383404227556
6.016092595060708,3.0861618332333784
5.985227023228347,2.9910451493442265
5.959273873284144,2.910886669815758
5.959273873284144,2.910886669815758
NaN,NaN
1.3377985954284668,-8.008968353271484
1.7947359803781222,-6.7243471739821885
2.2706727307103742,-5.440041706520704
2.7675286997711344,-4.161241181700597
3.292980729081726,-2.9010146370746757
3.8491255193756237,-1.6831485134227633
4.449837618425302,-0.5255886939849239
5.107338917135779,0.5717601078902872
5.8154274204572864,1.6087168343495728
6.565583889242154,2.552805190157201
7.353100002190047,3.3661507591283226
8.179946829924813,4.019571728173466
9.02207731280785,4.482736544299026
9.830390041757608,4.753550863738136
10.558005334567126,4.84580437316197
11.174932735234215,4.8023695638467725
11.661257979318243,4.699749587470803
12.008223897946761,4.592693636495633
12.235971464671067,4.5058923175273975
12.377168164396315,4.445089966980386
12.462098041514917,4.405785463204124
12.529205833780674,4.373213260318088
12.59664859372051,4.339134973415058
12.659535835169443,4.306116849038231
12.72378693842967,4.271115759917065
12.80263944239815,4.226375617953226
12.909573096131501,4.162447753322694
13.064060353510255,4.063164663074537
13.276182144418984,3.9121455515245502
13.551610359005846,3.687603915536643
13.551610359005846,3.687603915536643
NaN,NaN
1.337926983833313,-8.008916854858398
1.8015051935787647,-6.7313227212474365
2.304868992317717,-5.461756491070647
2.8502861162198943,-4.193988819569026
3.43163849477143,-2.945957835804765
4.046284174801885,-1.7339000514501839
4.705362053604393,-0.5797734609315119
5.435091096912057,0.5169583410191143
6.267650724838158,1.5423570794706154
7.223087681967458,2.4570658323631784
8.320553196260104,3.244392695299344
9.562889766965698,3.8684279984642913
10.92445478443866,4.2878604511994505
12.363266940991915,4.442277632498716
13.823685894681319,4.294753034831471
15.271121858278676,3.8359243244155676
16.671323766217387,3.0639928104043515
17.948991372586306,1.9845570410686906
19.032783079615882,0.6230438341438227
19.90212614974079,-0.9745207093327275
20.50435327239628,-2.7679509144219505
20.78227087243979,-4.679843332773121
20.709806842449506,-6.630459244603564
20.28517689378492,-8.553622500800703
19.519115229735114,-10.38966949113627
18.43229580005166,-12.08713280983416
17.0529938488081,-13.595190542652382
15.416289986212995,-14.870479534810052
13.557231609546376,-15.88744659392971
11.51502616502833,-16.616917410513192
11.51502616502833,-16.616917410513192
NaN,NaN
1.3375688791275024,-8.008907318115234
1.8114770898910233,-6.734853619107215
2.36233654598228,-5.471736094647099
2.9922870594798674,-4.220140265616447
3.6842486966646772,-3.0078480855939715
4.417656983056496,-1.8383200877926142
5.158892880764558,-0.707233448861293
5.875374579265228,0.3906348177556471
6.570645402306729,1.4728847612360718
7.259125313475257,2.563158593734463
7.947117761716257,3.667872425729989
8.614478626206985,4.771069576813032
9.23694613247744,5.855068176285947
9.79781221808886,6.881076242626441
10.290870135950742,7.803399928714269
10.71534475498773,8.60077624912229
11.062259660289591,9.261330607379652
11.338243808681343,9.792623125314451
11.559049498485487,10.211663735243757
11.7343286945748,10.535032522320463
11.868717340335142,10.773798505663759
11.959720393463645,10.929638639350399
11.999101889389499,10.994823066010591
11.983108834151475,10.970601947264345
11.934466588247899,10.896810806135441
11.882043265123267,10.818081923952727
11.843164824300965,10.758878848492246
11.821685503856493,10.72506428462536
11.81280611041449,10.71080167842275
11.816969403011303,10.71817866903976
11.816969403011303,10.71817866903976
NaN,NaN
1.338005781173706,-8.008959770202637
1.8062789858835813,-6.726079736226963
2.3244336058221107,-5.45516303491154
2.8926979099871497,-4.204022217603855
3.5099185738180156,-2.970785217957864
4.19246816100396,-1.7365153717407558
4.966262298991731,-0.48497481146244525
5.849028894354616,0.7673580006314171
6.834011139155953,1.981027088604564
7.90335817260861,3.120832398040106
9.055662276050935,4.176922027934174
10.269330033133361,5.160650282281327
11.526692113863884,6.06180982650927
12.804205547355464,6.862286494122044
14.089906247609226,7.533381625115757
15.404843048048559,8.077729601267047
16.768983569420648,8.496674139007638
18.1801362219854,8.742974224814175
19.596620190650437,8.756429727364637
20.959846122447725,8.499840104864335
22.207205882991133,7.946933410680746
23.22175826645085,7.073166705835897
23.887990897615566,5.922629526569371
24.181654346089584,4.639350978682215
24.10982399064059,3.3491405046521896
23.697423805255433,2.1490088313026066
22.986013004411145,1.1143636306900195
22.025453331129473,0.30740541098022656
20.90453565368004,-0.20852980146362032
19.747195513346824,-0.41043792091053116
19.747195513346824,-0.41043792091053116
NaN,NaN
1.3380470275878906,-8.008933067321777
1.8091439765329755,-6.727029205652397
2.341921151487168,-5.451779872743135
2.9325704209908148,-4.192072210848148
3.567878772349624,-2.949283684678938
4.219983313412559,-1.7128273410618906
4.867984574163705,-0.4959958643941347
5.5141670239318294,0.6783230261283253
6.160516409737962,1.8113354426851784
6.796387828884161,2.9113615823226144
7.404789606980122,3.9969517473709573
7.962239037700303,5.095073776140998
8.435341318647847,6.219222211439359
8.777123819100009,7.375110046872442
8.9140425441241,8.560351569335912
8.75082961021402,9.74613555862621
8.209229898073213,10.846565333346332
7.330788083465989,11.75684236850682
6.203800930518829,12.412845794223362
4.889772919112998,12.756516027469504
3.4848695864993076,12.759947287033958
2.0919840499402906,12.409163624227393
0.8161845846616,11.711012694929801
