epoch,lr,train_loss,train_action_mse_norm,val_loss,val_action_mse_norm,val_start_loss,val_start_action_mse_norm,val_roll_loss,val_roll_action_mse_norm,val_evt_tail_loss,val_evt_tail_action_mse_norm,active_closed_loop_chunks,train_state_consistency_m2,train_selected_xi_mean,train_mixture_nll,train_energy_score,train_diversity_penalty,train_smoothness_penalty,train_candidate_entropy,train_responsibility_entropy,train_effective_candidates,train_probability_responsibility_l1,train_pairwise_trajectory_distance_norm,val_mixture_nll,val_energy_score,val_diversity_penalty,val_smoothness_penalty,val_candidate_entropy,val_responsibility_entropy,val_effective_candidates,val_probability_responsibility_l1,val_pairwise_trajectory_distance_norm,val_start_mixture_nll,val_start_energy_score,val_start_diversity_penalty,val_start_smoothness_penalty,val_start_candidate_entropy,val_start_responsibility_entropy,val_start_effective_candidates,val_start_probability_responsibility_l1,val_start_pairwise_trajectory_distance_norm,val_roll_mixture_nll,val_roll_energy_score,val_roll_diversity_penalty,val_roll_smoothness_penalty,val_roll_candidate_entropy,val_roll_responsibility_entropy,val_roll_effective_candidates,val_roll_probability_responsibility_l1,val_roll_pairwise_trajectory_distance_norm,val_evt_tail_mixture_nll,val_evt_tail_energy_score,val_evt_tail_diversity_penalty,val_evt_tail_smoothness_penalty,val_evt_tail_candidate_entropy,val_evt_tail_responsibility_entropy,val_evt_tail_effective_candidates,val_evt_tail_probability_responsibility_l1,val_evt_tail_pairwise_trajectory_distance_norm
1,4.999537377156956e-05,1.4058877050095033,0.3658885019974138,1.7896425718657245,0.6373696338297179,0.2091382517463745,0.1525412935033345,1.869968563229666,0.6616110508862896,1.9297105811033604,0.777399327210978,1,0.0,3.8334026902344878,0.6967199588584176,0.3768821187744116,1.9674609779794153e-06,0.24550374424614393,1.9992883553195098,1.8079817692431726,6.229469746448083,0.032928713226730584,1.1513909659421842,1.7818893479003186,0.5866295860750927,2.475764596296859e-06,0.18868886000657614,2.0438542149467405,1.184285928960246,3.410299780169259,0.12882897159841533,1.816754621489343,0.2063215267655766,0.185127603688168,5.0006078822120694e-05,0.09644518257162137,1.9348301145359734,1.9258077262820381,6.862322137351363,0.0035324473373932737,0.23913777711117054,1.8619562097761453,0.6076391638087772,6.132479182343688e-08,0.19359643318272604,2.049305430795065,1.1472098453571475,3.2376986863810044,0.13509379616646855,1.8956354689889259,1.9205925779160176,0.7215969537148594,4.128292197613717e-06,0.19019418532746143,2.0433837776131947,1.2315269752365792,3.551366070571897,0.125536084750705,1.8586303286887882
2,4.998149686977735e-05,0.44447849261794803,0.16049646072984655,1.8362776988606726,0.7041887366834327,nan,nan,nan,nan,nan,nan,1,0.0,3.689604490824155,0.21943254877906085,0.20027659406145792,0.00020383490717664084,0.07998549317717094,1.923105841202576,1.9175930236179046,6.806382304930148,0.0036694470671966473,0.2112255942248587,1.8276270633768426,0.7052950226250405,0.0001090661566995309,0.15955042723014795,2.0352353842846846,1.1953340701658028,3.4535015305977286,0.12631565115943358,1.7665775843862161,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4.9958374644433185e-05,0.3916106873067948,0.14632170710678666,1.9668870094409978,0.8116087580929007,nan,nan,nan,nan,nan,nan,1,0.0,3.7537696006308767,0.19335283341477585,0.1813546102484601,0.0010071693350477869,0.061881980908177675,1.8998854809894603,1.8961897239246146,6.662391336381984,0.0027500513961058377,0.16904612341436648,1.9567971987719182,0.8555528101307145,0.0002581280507717082,0.152912258673917,2.0294589698911003,1.185050609321625,3.4197222661065383,0.12659793196228605,1.7328434146669933,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4.9926016009595074e-05,0.36255784559324605,0.13771255437300572,2.045050265930014,0.8941998467539518,nan,nan,nan,nan,nan,nan,1,0.0,3.8021656946768068,0.1789920305425854,0.1695818327381225,0.002193653721173817,0.05472000118984215,1.877018666653279,1.873977627293008,6.516400166172067,0.002353202681221439,0.15189368819573607,2.034014817035549,0.950097154236605,0.0004270610792405644,0.1525940201654191,2.0235912382972243,1.1999483495161363,3.469308327343043,0.12522779238551748,1.7060765228868782,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,4.988443344013272e-05,0.3524612891232112,0.13463298593070339,2.1375330318454084,0.9729744537358611,0.1426974371010856,0.11275339871922578,2.2395135694684214,1.015985483465864,2.3411910035184538,1.1508601399020932,1,0.0,3.8738124549268034,0.1739971328445892,0.16617872563933134,0.0037085354856613855,0.04975534953218469,1.8484280491658833,1.8457597690487215,6.335630364053804,0.0021534238262344357,0.140496218759972,2.1255666141318432,1.042912652965337,0.000575004500029933,0.15257912667299664,2.0180634126159256,1.1928321316199189,3.4415023050179347,0.12591825537450754,1.6959691250863946,0.14064938026946713,0.1360649801175359,0.011911057348992915,0.04491861185297614,1.8341071946703358,1.8321272986938533,6.249969004222607,0.0013338946863813038,0.11241661061555351,2.227032095309593,1.0899520248242527,1.6161149711176735e-07,0.15819565144342262,2.027261212565494,1.1608673637941298,3.301078901389597,0.13214747380813044,1.7751467596613528,2.32781737019837,1.1845184341812627,0.000557555261469596,0.15172335333771678,2.0174069835408748,1.2436684881109348,3.6251349555830394,0.12226704721583032,1.721797629048234
6,4.983364296691823e-05,0.32301594506748216,0.12341829302817195,2.3165498774816218,1.102266793178138,nan,nan,nan,nan,nan,nan,1,0.0,3.948248232312256,0.15941522525227783,0.1525718992581594,0.005057380288282343,0.04658807022440573,1.815448012794279,1.8128753250667764,6.131669417531477,0.0019175867117591356,0.13360807291565904,2.3029192102392413,1.2056326155984451,0.0006734391884605851,0.15608795380714785,2.0120041408867455,1.1774373906380033,3.3847105282164787,0.12793722019492396,1.6821032608902342,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,4.977366417064584e-05,0.2996498025755141,0.1137721291131493,2.3608274465469674,1.1525284850696438,nan,nan,nan,nan,nan,nan,1,0.0,4.073258192696292,0.14784704441955857,0.141707744335418,0.00618478014179446,0.043708325047125275,1.7679059942031061,1.7653164408325428,5.848634732691736,0.0017667055071753416,0.12919370018142812,2.3467131591931527,1.2475340712862562,0.0007543473487519016,0.1623861372940873,2.0051246746051876,1.1934736030025235,3.4348626448669104,0.12742900211574107,1.671340808996864,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,4.9704520174283297e-05,0.27477053667893714,0.10302803851500797,2.6797563773026605,1.3990996559238875,nan,nan,nan,nan,nan,nan,1,0.0,4.260945787201234,0.13553058122000167,0.1298814214347197,0.0069108307342884475,0.0417657037218869,1.6997045375347437,1.6969464999312205,5.465850333486568,0.0016390857332798728,0.12768557162934838,2.6628188204207643,1.5264206493857686,0.0007532410390949578,0.1658287114568206,1.9945740736387108,1.1520378550280286,3.281880269238276,0.1332164781669204,1.6512694311692357,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,4.962623763415739e-05,1.0896330422972407,0.4024389190445865,0.2479206975690281,0.18263946599942044,nan,nan,nan,nan,nan,nan,2,0.002447370260888397,4.114726013595721,0.5392562646517135,0.4753454515675461,0.0019048958079548512,0.0646330211001696,1.7509875283761793,1.723518299211861,5.6605015843419295,0.009298798415290408,0.2689742791402319,0.2449325074716333,0.230481205109329,0.0013523173574952081,0.06563325272391368,1.8259507423220336,1.8188581404402224,6.175329635527542,0.0034232093266389424,0.18604836597789123,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,4.953884672967752e-05,0.8769269764946361,0.3515848917617055,0.23643999532164903,0.17517452298780575,0.09715306471653098,0.06705246883238405,0.243590614718696,0.18058062188165377,0.3788591912261463,0.27375511273713854,2,0.0024604602815990837,4.2037576476165395,0.4335719133824448,0.4192062046303615,0.002525490952997336,0.05259829315774246,1.7077669886887987,1.7019644178942293,5.531372831424703,0.004126792916603634,0.1759538221311545,0.23358279891982853,0.22093660395930534,0.002020105656917504,0.06074279858720406,1.8041606929923555,1.7980038499011033,6.049094256457379,0.003332666404393341,0.17230185053205563,0.09569013088022396,0.09075067005612,0.009421741933438674,0.0366994409943572,1.5699790352843261,1.5664425024653637,4.800432351992209,0.0012679906896493065,0.13380950593203153,0.24066102858755412,0.22762375571211532,0.0016412979999134562,0.06205223729171952,1.8158697723004913,1.80958191956923,6.111527365366881,0.003435900224296789,0.17422648520566889,0.3747161390961134,0.35529764027685384,0.0019503782796463792,0.05510596247930404,1.804022133444697,1.7945957720974266,6.0274461303884355,0.004677782453500927,0.1832120307159671
