epoch,lr,train_loss,train_action_mse_norm,val_loss,val_action_mse_norm,val_start_loss,val_start_action_mse_norm,val_roll_loss,val_roll_action_mse_norm,val_evt_tail_loss,val_evt_tail_action_mse_norm,active_closed_loop_chunks,train_state_consistency_m2,train_teacher_action_mse_norm,train_selected_xi_mean,train_mixture_nll,train_energy_score,train_diversity_penalty,train_smoothness_penalty,train_map_action_mse_norm,train_probability_entropy_penalty,train_candidate_entropy,train_responsibility_entropy,train_effective_candidates,train_probability_responsibility_l1,train_pairwise_trajectory_distance_norm,train_physics_action_mse_norm,val_mixture_nll,val_energy_score,val_diversity_penalty,val_smoothness_penalty,val_map_action_mse_norm,val_probability_entropy_penalty,val_candidate_entropy,val_responsibility_entropy,val_effective_candidates,val_probability_responsibility_l1,val_pairwise_trajectory_distance_norm,val_physics_action_mse_norm,val_start_mixture_nll,val_start_energy_score,val_start_diversity_penalty,val_start_smoothness_penalty,val_start_map_action_mse_norm,val_start_probability_entropy_penalty,val_start_candidate_entropy,val_start_responsibility_entropy,val_start_effective_candidates,val_start_probability_responsibility_l1,val_start_pairwise_trajectory_distance_norm,val_start_physics_action_mse_norm,val_roll_mixture_nll,val_roll_energy_score,val_roll_diversity_penalty,val_roll_smoothness_penalty,val_roll_map_action_mse_norm,val_roll_probability_entropy_penalty,val_roll_candidate_entropy,val_roll_responsibility_entropy,val_roll_effective_candidates,val_roll_probability_responsibility_l1,val_roll_pairwise_trajectory_distance_norm,val_roll_physics_action_mse_norm,val_evt_tail_mixture_nll,val_evt_tail_energy_score,val_evt_tail_diversity_penalty,val_evt_tail_smoothness_penalty,val_evt_tail_map_action_mse_norm,val_evt_tail_probability_entropy_penalty,val_evt_tail_candidate_entropy,val_evt_tail_responsibility_entropy,val_evt_tail_effective_candidates,val_evt_tail_probability_responsibility_l1,val_evt_tail_pairwise_trajectory_distance_norm,val_evt_tail_physics_action_mse_norm
11,4.9442381151700925e-05,1.0604541645914658,0.2861919729378394,0.3288962065539618,0.17154444197473495,nan,nan,nan,nan,nan,nan,2,0.002541281598538259,0.0,6.974704054704982,0.3554795701830024,0.3464424585276064,0.0031718121909397566,0.03729205817506904,0.3550318126748424,0.0,1.3764505797051092,1.3712433076950405,3.9783919723470684,0.0029196686871469477,0.18221271258967778,0.3409948961985955,0.2197356798209286,0.21221686451112845,0.0036341842254389773,0.03683920762087188,0.21321942673032207,0.0,1.44155859275973,1.4343190192896609,4.213561803745535,0.0021846638893775654,0.17423590936692115,0.21297651296897438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,4.933687808954422e-05,0.9698438397761536,0.25849368792292526,0.34483579574556655,0.18525322282497372,nan,nan,nan,nan,nan,nan,2,0.002569769512723666,0.0,6.974730616999877,0.32376258749624226,0.3160675148941109,0.0033928136413285685,0.03560673424683381,0.3231235690232901,0.0,1.316170146386077,1.311349817245789,3.7481764165156295,0.0025341955416297228,0.17628162147824802,0.31443194487000664,0.2347944307032452,0.22868052618821255,0.005128015271204201,0.03231451547643048,0.22985375389497728,0.0,1.357071599079891,1.3512984168075826,3.8806672703801386,0.0020465007800750208,0.16530704071582955,0.21435002967264488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,4.922237821664622e-05,0.8807386398966134,0.23410666429374707,0.3218859458862463,0.16978979455031817,nan,nan,nan,nan,nan,nan,2,0.0025783860203709807,0.0,6.974730616552352,0.294131049377818,0.28778240801953614,0.003852551312457619,0.03359981110092088,0.29371455286232545,8.795978529015362e-06,1.2264910719021318,1.2224167250816835,3.431787411388051,0.002242719552615792,0.17080353454793576,0.2851476080848713,0.21388992876743604,0.2090013540599478,0.006977499845042405,0.029501670081851002,0.21024303081477994,6.630132853491605e-06,1.2593106576287645,1.2538168074071776,3.5242824623047073,0.0017202464397312752,0.15933682213575648,0.210523957922304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,4.9098925674887514e-05,0.8306478203875018,0.220097097864961,0.3211109043816249,0.17229964523548982,nan,nan,nan,nan,nan,nan,2,0.0025925196139059293,0.0,6.974730617527618,0.27747771637403823,0.2719685392371296,0.004317196808522301,0.03244784150706048,0.27707672726834315,0.0004194996841554229,1.1630957316203085,1.159371975523861,3.2222597557760198,0.0020125719262666913,0.16657447282477186,0.2686370599189967,0.21511304186798316,0.21082897788312588,0.007974478299909224,0.02923113201973336,0.21224206208617544,0.00012520118534979082,1.2210047572223415,1.2164744416963138,3.3963247649639166,0.0015857988031982267,0.15456503245222122,0.20639206773727084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,4.896656805757299e-05,0.783547212176628,0.20792768348873264,0.30751103154692955,0.16297558074166069,0.06771585144838224,0.0310753556573349,0.31972639422119586,0.16957059719391773,0.5202449253652957,0.2572956291540392,2,0.0025861211571459723,0.0,6.974730616999877,0.2614376710899211,0.2564637134552042,0.004996191834162104,0.0310680777225412,0.2608263318310977,0.0012763500750830339,1.1347568717621423,1.1313066633541182,3.131243018250837,0.0018342313153067893,0.16276992549598532,0.2538533353431796,0.20309566625791944,0.1991433448310547,0.008879208885453245,0.025781201697491835,0.20184866247383956,0.00017604027727614297,1.186424050120219,1.1823778422951323,3.2831513659290006,0.0015206830224269929,0.15176257621045075,0.20343727760778565,0.04384219215890187,0.0411576050220131,0.010274313202178323,0.031202996393410815,0.042341947873706924,0.0035538219570723398,1.0475196429943352,1.0446262662145718,2.8679406412835693,0.0005808355690399773,0.14286890327930452,0.04513052389614825,0.2112397323616344,0.20721743074294524,0.008798144577181727,0.025578564710851858,0.2100438008593911,0.0,1.1933692331576637,1.1892653849859758,3.3039118240694405,0.0015676761270853315,0.1522072559679006,0.2114375919016023,0.3448497630176639,0.33576395703577994,0.009037006571899642,0.020797041868768205,0.34573232115318303,5.1227162536827885e-05,1.1858866859418749,1.180957167153049,3.260677522591525,0.0019631020321749628,0.16082627771612792,0.3427533644439505
16,4.8825356391083665e-05,0.7377382244799954,0.19478184367447812,0.30421962581929707,0.16190838532588067,0.06198466038992626,0.027712103823645962,0.31659085340318266,0.1686182149519858,0.5153493716157335,0.25510670802281443,2,0.002593983202261234,0.0,6.974730616552352,0.24582960508928642,0.24128914559072084,0.005779213460867427,0.02959578970191179,0.24529801417374789,0.001489596064523894,1.1149233063705524,1.1117654550768243,3.0677338986503058,0.0017209968447623265,0.15869416688554022,0.2395050144393565,0.20039980255052,0.19695858239720412,0.010589792157180946,0.02350865276218723,0.19917606109906613,0.00010459949959212603,1.1625280828412783,1.1586414834356507,3.2062967537374214,0.0013746824199702458,0.14715876064630512,0.2021671390099504,0.03977259491259724,0.03711555092521297,0.010812983268849155,0.03168648690636102,0.038256749485163825,0.0021100965028644516,1.051734929690818,1.0488650764794212,2.879119203214541,0.0005542557505425934,0.14221142074800727,0.04188238997047077,0.2086311803388931,0.2051447470303871,0.010567678432827582,0.02316659719445917,0.2074555215889118,0.0,1.1680675216827598,1.1641301152938592,3.222655004052439,0.0014157013151024707,0.14740611340041684,0.21029635276490427,0.3410605368185791,0.33280229250135535,0.010193806667903947,0.018627930026318663,0.3417734735677644,2.4847238888956554e-05,1.1611103124540327,1.1564845526549408,3.1811593853472084,0.0018185398102526402,0.15639897879122522,0.34052867533157
17,4.8675345115205054e-05,1.5111371048366955,0.41973698128846954,0.29087355591701114,0.15434183225365708,0.07008706425885142,0.03253074071929707,0.301259645133057,0.16043238496637274,0.4727226193346337,0.2462605333357402,3,0.0088936125286574,0.0,6.9729893578171955,0.5033603570043577,0.4981754170977841,0.006089180299583722,0.028104891709177026,0.5038946671128641,0.00019183353513110588,1.1455231763960587,1.142429942722391,3.158154331022794,0.0024417883917124987,0.15912597452629604,0.49149546347548667,0.19231422278970633,0.1890436151409486,0.011852156616447522,0.020542772396782934,0.19171703171412663,4.263066818349752e-07,1.1724972815681924,1.1694768060005838,3.2390626336075616,0.0013431410410251312,0.14246514028667343,0.1917417056727302,0.04694738885527737,0.0434634675525701,0.007685400809609965,0.03840693095299897,0.0461884107174673,8.82262423346033e-06,1.0795112301611896,1.0772926856113798,2.9589064412323296,0.0007564061318812003,0.15184708730364113,0.043873048440482496,0.19919409273191901,0.19594898611375003,0.012043710322906033,0.0197777740568959,0.1985885744055614,0.0,1.1771465812818132,1.17408601631069,3.2530704416327536,0.0013724778068666965,0.14199604299159257,0.19861219806889277,0.31381459469427186,0.30535622548412167,0.010385916590982163,0.016152885636504202,0.3165468992221923,0.0,1.168138387442973,1.1641255178617549,3.2049450974141314,0.001896302161759446,0.15155749089631088,0.3103473024533097
18,4.85165920621396e-05,1.4240848476845818,0.39501890704962866,0.2937903561248026,0.15730642513742188,nan,nan,nan,nan,nan,nan,3,0.00900175056609503,0.0,6.8442224745898494,0.47315111183118946,0.46828314883868355,0.007212042480228375,0.02727857257288493,0.4738132640598429,0.00024555953617811423,1.1215866077486982,1.1187168886241385,3.0828669220949276,0.002369303400486727,0.15522304567641018,0.46534001115792434,0.19482348426694562,0.19171139635826087,0.013528733618356301,0.01961461872549738,0.1953328286615845,0.00012174311315327449,1.12561183548062,1.12264166959923,3.0922481557611796,0.0013757801407132235,0.14171062545824378,0.19234947866442226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,4.834915843421126e-05,1.3973316834369434,0.3880350517715559,0.3158841132614464,0.16995815936587216,nan,nan,nan,nan,nan,nan,3,0.008939030742527682,0.0,6.572457059795533,0.4647503525941447,0.4602698789893798,0.008191826547441623,0.02650664288598079,0.46558280597175933,0.0008174743449448963,1.0931463540764041,1.0905060302765481,2.9968805597583827,0.0022722816152939565,0.1529084795254976,0.45545575706887187,0.21520567524160056,0.21221841118427165,0.015190959223857154,0.0190213739020605,0.21574253578458458,0.0002832375859991868,1.1007361194752334,1.098488381715257,3.018886796321076,0.001428287575758028,0.14116270417778223,0.1952016551977353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,4.817310878027086e-05,1.362449715599846,0.3776398792997598,0.29052960121756527,0.15202381371963553,0.06473938090057013,0.03157433587059153,0.3011644064634884,0.1580462882361336,0.49496792595329225,0.2492888331297507,3,0.008905013305572545,0.0,6.48013911584121,0.4530406127117511,0.4485954718710087,0.008707824064187441,0.026262569602621064,0.45393036283462207,0.0009407355551782828,1.076347225350495,1.0737909748997891,2.9464278285535874,0.002285290950185823,0.1526567783997752,0.4441819138463503,0.1939510555835162,0.19001493775870779,0.009971552013641753,0.017568375248477715,0.19182269508654806,0.00013046385943174242,1.0845675008610538,1.0822404305751199,2.9702513869416878,0.0018820979475649311,0.14051295451536344,0.18800304912571142,0.04514354198763914,0.04201346215649535,0.010763811394942396,0.03915482471970588,0.0438035508217932,0.00264475544865637,1.033748270778818,1.031285630257523,2.8257175061402178,0.0007298547680982466,0.1475655834464103,0.03638614089613967,0.20100446087421775,0.19705787422505996,0.009932393080093579,0.016594151375324454,0.19885063244415055,0.0,1.087108460284,1.0847881672363107,2.9774780715550726,0.00193970959250052,0.14016033174100315,0.19505361215948835,0.331375495463271,0.3195877458732465,0.010319173135990985,0.014160449179287327,0.3337256881126893,2.8190391455302553e-05,1.0784110938742972,1.0745808681366753,2.9302295613950866,0.0024579733577762574,0.15098600152576078,0.31947687502568306
21,4.798851097081124e-05,1.3229252754315723,0.36644801062099525,0.28372186460431165,0.149144158059059,nan,nan,nan,nan,nan,nan,3,0.008767922054368828,0.0,6.421129988345624,0.4392778952177274,0.43510718912826385,0.009745222966405476,0.02508840835639186,0.43993715642531733,0.0010096955271546527,1.0621543402530085,1.0597197184811313,2.904645395406855,0.0021615716554727,0.1486697015388541,0.4323970747721457,0.18841846592843958,0.1847929684219562,0.012037735888506887,0.01662944886303595,0.18746306771790286,0.000208080274792261,1.0683677297504683,1.0658526617086306,2.922094146539644,0.0017304843743584319,0.14059661300377094,0.18536625158420042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,4.779543617180193e-05,1.3110274423314245,0.3621094830055605,0.2820641347940916,0.14947395162131016,nan,nan,nan,nan,nan,nan,3,0.008722015841011361,0.0,6.355078977557464,0.4358211101052988,0.431682324316708,0.010233354931135122,0.024922186583301673,0.4367085841034048,0.0010158632978338716,1.0513637158115459,1.0489827161698946,2.873171250016284,0.002168723089270859,0.14868851056443488,0.4274447563463616,0.187230234267365,0.18417332268271433,0.015180489031856096,0.01581536714939043,0.1860569973091634,0.00012936207420968993,1.052645165507512,1.050554155023314,2.8777626762730804,0.0015002193591980542,0.13800549486154845,0.18414480270269518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,4.759395881725329e-05,1.2975080523278713,0.35855639320994515,0.28400354036115,0.15072895820145,nan,nan,nan,nan,nan,nan,3,0.008678543469777193,0.0,6.2386898782251725,0.43097315603497444,0.4269863058492091,0.010926226965124079,0.02414047197975893,0.43168857079117856,0.0008553152440634183,1.0419832204426238,1.039639784398241,2.8460318637892925,0.0021275385096756606,0.14656964696136118,0.4236766493679962,0.19086559581475873,0.18684981252216232,0.010108858342730963,0.015512741004316306,0.18639967983165542,0.0001701100384732857,1.0361958821774389,1.0341245836890165,2.830972856737871,0.002028745043455666,0.14698007569985902,0.18121094793852993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,4.7384156580520806e-05,1.2978815546207219,0.359064522332744,0.28924523213966274,0.15475678568745263,nan,nan,nan,nan,nan,nan,3,0.008668841485915986,0.0,6.385613549899049,0.43194095658728027,0.427779756333305,0.010839158463410591,0.023774207107728762,0.43299680536461194,0.0009712778625406762,1.0326998940799146,1.0302959883895835,2.8194132753379977,0.002238392237293483,0.14711791704560245,0.4221120199832879,0.19439677889150891,0.1909602310920746,0.013754145106268085,0.014938829117951457,0.19257162331147065,0.0003819063493733447,1.0293606365340746,1.0273153973538036,2.811672351971602,0.0018252026511405917,0.13600755606607373,0.18418823509353507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,4.7166110344360496e-05,1.8986207410527853,0.5434363203144206,0.29054403331386425,0.1528622723444091,0.06107974248880235,0.028322625522336168,0.30127002078809245,0.15908925446953692,0.5002098377188956,0.24976414383323806,4,0.02122944725373046,0.0,6.288884659574606,0.6288470279484061,0.6245156308872415,0.011230415540330257,0.021351075926836584,0.6300801150770912,0.0007859609788431102,1.0311991623840084,1.0288172740202846,2.8147151896451237,0.0025569033417917196,0.14387534645480876,0.6226089759134239,0.19416582137485805,0.19040794742670708,0.014483936857114682,0.01517841189844438,0.19181370085968938,0.00020465099141861852,1.0307656852106521,1.0288991658165003,2.815484730090537,0.0017789454313238144,0.13727804544835648,0.18718811704847932,0.04192222364214458,0.03888569582269888,0.011724630637968445,0.04324129440107841,0.042522763466272415,0.001778729704350944,1.031668390948391,1.0299711173130004,2.818831945753719,0.0007258706476627667,0.14801605680706437,0.03542888610305882,0.20130563491263317,0.19754801189620608,0.014624181229168523,0.013855245566499502,0.19880510538785606,0.0001218400591780568,1.0307205523143665,1.0288455683280409,2.8153173678529804,0.0018315991217423176,0.13674114513523064,0.19423341349152842,0.3338208735876676,0.32120061875967443,0.014318669247536792,0.012925509450502437,0.3371857031483116,0.000197170858066659,1.024353061094848,1.0209731492288265,2.777202062444916,0.002494593205177223,0.14901427204549578,0.3246556624883783
26,4.693990416974711e-05,1.8688588021742887,0.5356911663276885,0.2858485542132519,0.14888537313953157,nan,nan,nan,nan,nan,nan,4,0.020935502369439193,0.0,6.311484554041644,0.6188364483436992,0.6144199737241792,0.011475450057173806,0.02118194734490044,0.6200664680262059,0.0006662053189161243,1.029729359152656,1.0272806159008805,2.8100311208993336,0.0025314502394499037,0.14353838746276207,0.613112572710961,0.19264403852431428,0.18754440760560434,0.007940283795898498,0.014294443323133756,0.1904190758908149,0.0004567837870998244,1.0274135808977791,1.025219402984558,2.80483253132526,0.0023597423306995022,0.14020767941175138,0.18155995502803146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,4.670562526346698e-05,1.8686500445352496,0.53547498886585,0.27966093455798885,0.14676674352627675,nan,nan,nan,nan,nan,nan,4,0.020804173111385275,0.0,6.24751423294022,0.6195007198807448,0.6149617148599531,0.011293975320163747,0.021060360891762026,0.620945473464693,0.0007502202913523008,1.0281517775754119,1.0256221798184575,2.805020188645234,0.002618194628122077,0.14462160674015462,0.6116079263794877,0.18679684736036192,0.18340484982653696,0.01675997607021015,0.013967972013424187,0.18600634304278316,0.0002448641347977821,1.0290035407143268,1.0267763343038647,2.8087093253862845,0.001575005488529261,0.1379610439787865,0.18009492662392768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,4.646336394449819e-05,1.8639534796798782,0.5341342512916645,0.29228011214805155,0.15373547336440446,nan,nan,nan,nan,nan,nan,4,0.020507539783141522,0.0,6.279087681156161,0.6180313314585194,0.6131049671492105,0.011582279785674028,0.02049467686639626,0.6199483305827224,0.0007117050410827807,1.0280845997457926,1.025396810785582,2.8040250996518337,0.0027694433109446853,0.1420171689318482,0.6099306170039841,0.1960921222842865,0.1922250510301998,0.01627346988473588,0.013674004074436922,0.19304588020463004,0.0002437722504679232,1.0278099706872774,1.0256450062908464,2.8051631608475454,0.001763514137074447,0.1323840205383527,0.1866209006658732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
