epoch,lr,train_loss,train_action_mse_norm,val_loss,val_action_mse_norm,val_start_loss,val_start_action_mse_norm,val_roll_loss,val_roll_action_mse_norm,val_evt_tail_loss,val_evt_tail_action_mse_norm,active_closed_loop_chunks,train_state_consistency_m2,train_teacher_action_mse_norm,train_selected_xi_mean,train_mixture_nll,train_energy_score,train_diversity_penalty,train_smoothness_penalty,train_probability_entropy_penalty,train_candidate_entropy,train_responsibility_entropy,train_effective_candidates,train_probability_responsibility_l1,train_pairwise_trajectory_distance_norm,val_mixture_nll,val_energy_score,val_diversity_penalty,val_smoothness_penalty,val_probability_entropy_penalty,val_candidate_entropy,val_responsibility_entropy,val_effective_candidates,val_probability_responsibility_l1,val_pairwise_trajectory_distance_norm,val_start_mixture_nll,val_start_energy_score,val_start_diversity_penalty,val_start_smoothness_penalty,val_start_probability_entropy_penalty,val_start_candidate_entropy,val_start_responsibility_entropy,val_start_effective_candidates,val_start_probability_responsibility_l1,val_start_pairwise_trajectory_distance_norm,val_roll_mixture_nll,val_roll_energy_score,val_roll_diversity_penalty,val_roll_smoothness_penalty,val_roll_probability_entropy_penalty,val_roll_candidate_entropy,val_roll_responsibility_entropy,val_roll_effective_candidates,val_roll_probability_responsibility_l1,val_roll_pairwise_trajectory_distance_norm,val_evt_tail_mixture_nll,val_evt_tail_energy_score,val_evt_tail_diversity_penalty,val_evt_tail_smoothness_penalty,val_evt_tail_probability_entropy_penalty,val_evt_tail_candidate_entropy,val_evt_tail_responsibility_entropy,val_evt_tail_effective_candidates,val_evt_tail_probability_responsibility_l1,val_evt_tail_pairwise_trajectory_distance_norm
11,1.9173288564425736e-05,1.3978681034162508,0.5789943606060628,0.18345408671595598,0.11033664296725822,nan,nan,nan,nan,nan,nan,5,0.04115930304493478,0.18544275945922006,4.946934396447175,0.6777307219930585,0.6474389854533635,0.020022225846727408,0.02346267459821849,0.0032175161374628407,1.5646928691186817,1.5502464207917854,4.736175836676241,0.007631208022097004,0.1622703740775475,0.17885215086325507,0.1494109308621607,0.018622997744259826,0.020801548121808035,0.002127236024204042,1.5705554302272844,1.5551174328056472,4.758039150578705,0.005777265762092509,0.17592363255232948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1.9019058717695313e-05,1.3982444827664038,0.577541799151931,0.1825610491452723,0.1098317707643556,nan,nan,nan,nan,nan,nan,5,0.041010990137310015,0.1912651714033009,5.00414554235344,0.6777868555991343,0.6465934081565757,0.019120940066483565,0.023662364895035416,0.0030175264333059844,1.5659316676898942,1.551206870013094,4.740785549734083,0.007746281725363836,0.16370825991482427,0.1781347922441661,0.1483242408872929,0.017744347793615462,0.0203986772986498,0.001547517650241121,1.5742713031065558,1.5596427067475498,4.77858824089239,0.005755127715468934,0.17332929468195094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1.8852464063655178e-05,1.3956934616373249,0.5746661082370456,0.18703544733388042,0.11291783387572606,nan,nan,nan,nan,nan,nan,5,0.04120339717473449,0.1923761358112486,5.016714713973758,0.676539192361259,0.6450598286841238,0.018690190528365524,0.02353883041578429,0.002780920147803079,1.5653803102571764,1.5506625515225136,4.737958828886138,0.007804397192153572,0.1652065352388187,0.1826307699260979,0.152396341023226,0.017320777397807366,0.02090353103777093,0.001471248562488899,1.5724213660438398,1.5547186386337184,4.7562553533587595,0.006027549417340547,0.17673009781879484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,1.8673761479186834e-05,1.3929731510513288,0.5745007444074839,0.18273416336838902,0.11020379466638468,nan,nan,nan,nan,nan,nan,5,0.041047656168425185,0.19390371851302127,5.027900916801799,0.6751025484910351,0.6434567145591015,0.01889624223109102,0.023461616062091024,0.0026568137135233767,1.5650311495475184,1.550108327526622,4.735118267745001,0.007801316575903143,0.16533456414904463,0.17870914042839095,0.14746687929850788,0.015287221513432332,0.02008191479403395,0.001129032402897695,1.5740554916677834,1.5582338199541592,4.771325321939009,0.005990334155310444,0.17799824746766346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1.8483226510722914e-05,1.3930704004134877,0.5750541059068609,0.1832832724057786,0.11298539563152028,0.036625823550368905,0.019819618132920817,0.1899884137984414,0.11764367747599233,0.3518738663422943,0.20137078744089873,5,0.040947880533665534,0.19992239476656673,5.0196666532651095,0.6748167013287757,0.6435640676930366,0.019231662645062732,0.023373779011001957,0.0024171957505090065,1.5654239350562236,1.550821801576744,4.7382267451650035,0.007678770683851595,0.16392620845057926,0.17877820290992957,0.15052198733336103,0.01817889730442139,0.02000572487591905,0.0014591463690407332,1.5679185022571143,1.5507592638388865,4.73612322098009,0.00565878329481134,0.1730237281295982,0.032138228908110245,0.0244898607597739,0.023228584693236225,0.043996412815810286,0.006368879243211762,1.5661650366182036,1.5632590993100677,4.789115580553052,0.0008915252146613577,0.16427702834716718,0.18548839695666844,0.15622171767378318,0.017929674343594826,0.01881907025295443,0.0012031560352457314,1.5680061717310743,1.5501342702193233,4.733473596286635,0.00589714668411241,0.1734610642195735,0.3463084726170865,0.2991903723668939,0.014848549996193597,0.02586215375860318,0.0017517033778559757,1.5575779877263272,1.5260528442997192,4.6314339604142445,0.008572410115627286,0.20352625315428774
16,1.8281152949374533e-05,1.3875891859816616,0.5718903022188697,0.18325705881444895,0.11261309150818379,nan,nan,nan,nan,nan,nan,5,0.04092485982226664,0.20226796335891056,5.011885733485499,0.6720885201083663,0.6406708898679033,0.018547367876255386,0.023319783391323595,0.0024885053630101356,1.5629454978969368,1.5483211081075883,4.726154711575315,0.007758386225029694,0.16573050939420794,0.17863954142188568,0.15049040305987665,0.01905697461244925,0.020124936781563584,0.0010563579960023305,1.5701540420430722,1.5527075302536115,4.745457948320768,0.005592529963879836,0.17341966315688412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,1.806785237792671e-05,1.389297631703624,0.5725149762508766,0.18855899595867423,0.11634789382265975,nan,nan,nan,nan,nan,nan,5,0.04091026205277434,0.20452263550535107,5.010495668371924,0.6728402556730934,0.6401002912692013,0.018573851948927148,0.023277708618783977,0.0023411253494714807,1.562864364831092,1.5475871226586244,4.723029020178957,0.007909308072265578,0.16709949325863122,0.18386099002959772,0.15543126099450483,0.018972940008732866,0.019712254573197863,0.0020125890068399457,1.5610152105750639,1.5409972040627684,4.692241077450545,0.005782129799568944,0.17331389052672996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,1.7843653690400287e-05,1.3916565276079498,0.5720946511570805,0.1854250323815496,0.11304630187625332,nan,nan,nan,nan,nan,nan,5,0.040514483129274144,0.20536207078356414,5.048833598733232,0.6740413373931801,0.6418902357223716,0.018231868128764945,0.023118054156705443,0.0021645795366488038,1.5633340651881555,1.5482358649214336,4.725958588949911,0.007837666668923264,0.16627862834676999,0.18108804839543785,0.1518931548292749,0.017021987571295354,0.019603747824377276,0.0013743347961140177,1.5658363738993781,1.5478583297680517,4.722818841047846,0.005801309177153545,0.17541905682294529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,1.760890258492118e-05,1.38755061083695,0.5700831321077978,0.1830344388904645,0.11072602393283443,nan,nan,nan,nan,nan,nan,5,0.04069849362866067,0.20773515680577476,5.051695198938155,0.67187314459638,0.6390987555597943,0.018342432640522273,0.023237328726952694,0.0021150699123114263,1.5632371829563687,1.5480045430309384,4.7251185133276,0.007845917446171614,0.16730023624499762,0.17880948964192836,0.14862282952907843,0.016591061577789147,0.02052090761753647,0.0008970562718079289,1.576975636624372,1.5595959025725816,4.777183110740914,0.005811615363273998,0.17890044426903576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,1.7363961030678935e-05,1.3834984167756825,0.5700228180034639,0.18354007010045062,0.11199128850134897,0.036362185920649395,0.01990169457716494,0.1902580033344799,0.11659577105158088,0.3640091732378024,0.20414895216602505,5,0.04065719744157903,0.20786321583378017,5.046655482943898,0.6699268523522439,0.6378538368207247,0.017919373760880226,0.023456134421666844,0.0019066239677964754,1.5660978516225408,1.5511999718057434,4.739948394613235,0.007740680278667906,0.16626515076490966,0.17922159516807612,0.15021016775487747,0.017138106639509532,0.019720302168610183,0.0009690747039556206,1.568962373638671,1.5509874867153979,4.736988326534052,0.005704463861267332,0.1761493362024644,0.03224802442531955,0.02449691774505953,0.02092008701392803,0.04421674792449116,0.005780235489370015,1.564079606589805,1.561186326618546,4.7791262078053265,0.0008829784458798081,0.16492159162723014,0.18593518728179434,0.15586086346900282,0.01695468621678948,0.01850529472300248,0.000719027057443314,1.5692065117379395,1.5504775444159866,4.734881438936562,0.005945538009957013,0.1767107243345184,0.3585554192094833,0.3092152198524445,0.013666981709133573,0.025864956054234656,0.0010585149071417688,1.5628959265840499,1.5305228054291944,4.651746870407766,0.00882450132099519,0.20928534098562276
21,1.7109206709796485e-05,1.3812082461033743,0.5681221030916591,0.18665432118296457,0.1138955978923344,nan,nan,nan,nan,nan,nan,5,0.04050669715643086,0.20862935880580713,5.044718232543306,0.6687477540004821,0.6362986629260747,0.018033157146475444,0.023006156264341597,0.00203093329447323,1.5602126808523595,1.5450337319948984,4.710760801576442,0.0077966131748337195,0.1673824764449671,0.18224406135306562,0.15292158612714282,0.017351570340647438,0.019733470996108837,0.0016194843903514354,1.5590097059217785,1.5400913900974695,4.686156272214179,0.005752087494982496,0.17484459614591802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,1.6845032434971662e-05,1.3805117017250097,0.5685493064494758,0.184149255401819,0.11199284589366057,nan,nan,nan,nan,nan,nan,5,0.040852318118965815,0.20995794475330842,5.061124730981786,0.6683163353749872,0.6362504143751974,0.018077742187113246,0.023028233521803523,0.0018910577443719163,1.5613023982142142,1.5464157818382132,4.716829770422581,0.007704840681822045,0.1665878512885721,0.17992158019465493,0.15012139576909514,0.016493547009097158,0.02053322669641647,0.000941934053130861,1.5674491267407755,1.548110659708743,4.722847220223459,0.005834619850904738,0.1796043729554381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,1.6571845543788514e-05,1.380796766770977,0.5671288350794481,0.18845160619063198,0.11346673505345443,nan,nan,nan,nan,nan,nan,5,0.04053879588184761,0.2133291339715787,5.04250648716775,0.6683747446970927,0.6357912392696826,0.017670280468306446,0.02303808942659087,0.0018283002335110097,1.560616085626495,1.545671051704074,4.713552705315506,0.007791958749855006,0.16768329031872659,0.18428530138569024,0.15271170048266006,0.015975786331643017,0.02003049551455994,0.0008502946779077874,1.5697308676559925,1.5485971849321505,4.726307309215906,0.006164175711985529,0.1843372940407891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,1.6290067270632266e-05,1.3775784268869842,0.5666518991645555,0.18697106579411343,0.11542794169159627,nan,nan,nan,nan,nan,nan,5,0.04036167531321747,0.2111855061153519,5.030774911340408,0.6668460514307472,0.6345888445897766,0.01804129570889412,0.022718338996789277,0.0017307355553749877,1.5602029076189816,1.545193660574097,4.711289435743554,0.007706745152988623,0.16627791877981613,0.18263468654603704,0.15413052428246185,0.01702485478667356,0.019230789075766322,0.0009807561407499834,1.5650296955879188,1.543870189045357,4.70405132475015,0.005769847937073794,0.1785139494864446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,1.6000132097176428e-05,1.377772624300252,0.5649554093169699,0.18566026203947925,0.11396203680502759,0.03595538417085978,0.019679530145366404,0.19256478830663049,0.11867613275446919,0.35927946312044046,0.20369556878491488,5,0.040627985420090516,0.21597585183578302,5.019987158915793,0.6667214720642005,0.6340422294809313,0.01792206070630407,0.022609264559987543,0.0015964045531010622,1.5600753440457793,1.5449664461979271,4.710255206932137,0.007773301280195277,0.16781195543345112,0.18133610506451778,0.1524067602557777,0.017028783931264075,0.019514241071607936,0.0010125671627954495,1.5626318522845575,1.541345335647103,4.691524319156588,0.005806556360697703,0.17876136178631383,0.03178826182374325,0.02424709034420101,0.0218930674414936,0.04321137685964898,0.00417154511903156,1.5654434485258806,1.5624715875281332,4.7845150737332105,0.0008542453200409631,0.16270314190691734,0.18823844149613128,0.15825053659020386,0.016788160087152487,0.018338281721064848,0.0008446945662671646,1.5624912752618554,1.5402890168853094,4.686874735004486,0.0060541727069069,0.179564278072463,0.35385750969431073,0.3046041394549983,0.013773264556345005,0.02573109252415592,0.0010522718506421314,1.5590512980112772,1.5225472924109416,4.614843721682005,0.008905174486339628,0.2124870430756912
26,1.570248708244355e-05,1.3743673529507823,0.564580056562793,0.18553702615994555,0.11099045094521928,nan,nan,nan,nan,nan,nan,5,0.04043009147927939,0.21663231350527754,5.060327879301281,0.6650600289408268,0.6325384949871116,0.01759095021569127,0.022589334806516464,0.0016120470003633538,1.5596653375470413,1.5444992032612646,4.707897056670344,0.007734472939082227,0.16850804276375514,0.18156498258096776,0.14924880860269293,0.01484013020822926,0.019686242449690135,0.0011334692651430377,1.561658069992278,1.540947393585822,4.689062235363391,0.0061859370754046815,0.18663028947038648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,1.5397591173472607e-05,1.3742274847012739,0.5624340024872649,0.18380942830196242,0.11137694714843743,nan,nan,nan,nan,nan,nan,5,0.04030595196313431,0.21717445307015523,5.064710615921287,0.664977192569467,0.6311898689490488,0.01757027883602684,0.022740034019455305,0.001753779921397762,1.557693807450944,1.5419204595260094,4.696278468539748,0.007879648330780956,0.17021777050408576,0.17969449032802529,0.14923374803674913,0.015918808206653673,0.019338301561791258,0.0008279235925734591,1.564914908253402,1.5457030418241098,4.7107171887219925,0.005825639881539798,0.18168625901101923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,1.5085914497655932e-05,1.3740853481383581,0.5630966191158059,0.18636893318503303,0.11143305563592162,nan,nan,nan,nan,nan,nan,5,0.04022617182393621,0.2166181998706441,5.087621287586561,0.6649754645197624,0.63144963982307,0.017389734684860925,0.02246044868389762,0.0015487154022067017,1.5590663119510284,1.54373293807763,4.704257277230352,0.007788097724739806,0.16913556343196548,0.18261825831541273,0.1493674682563527,0.013515111491707752,0.019751688822869044,0.0006443182086065098,1.569471213491428,1.547813409501018,4.721360393333381,0.0063530051046014925,0.18818386677245041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,1.4767937637836864e-05,1.3728189253181589,0.5629738367710102,0.18714971136430975,0.11581555422804493,nan,nan,nan,nan,nan,nan,5,0.04030691705072258,0.21956071529100768,5.090080937013295,0.6641949244334948,0.6305230609275658,0.01742431446664505,0.022467200806800775,0.0015520678363171656,1.5598454467222846,1.544253642923425,4.706876817401481,0.0077851654156908525,0.1700002596636033,0.18267110211832926,0.15424314318857751,0.01798776205724546,0.018933637374486667,0.0009735345407640947,1.5629729569356035,1.5414504870211132,4.691624281381515,0.00566470797010302,0.1773346191826448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,1.4444150891285819e-05,1.370403177767131,0.561342374330893,0.18705356821189115,0.11545249934942084,0.03662641348567495,0.020210361050735273,0.19394222961082094,0.120214610426193,0.36895842370009735,0.20858365927470912,5,0.040302279073882785,0.22100011788634963,5.077639246633316,0.6629863881863645,0.6294964296918599,0.017056554494674997,0.022485309994876163,0.0014356438317334947,1.5604606862086878,1.5449786447165046,4.71012639480937,0.00782850325975065,0.17035669031723852,0.18262568246103744,0.15373006329023967,0.01769301332560165,0.01917251726209574,0.0008981540427401325,1.563810182849887,1.5416989596953155,4.692676153536531,0.0057626890544147874,0.1803600466323286,0.03277267284955057,0.02494977334465294,0.019654518678395724,0.04403480082053226,0.004314335852767327,1.5585160239985014,1.5558110712379483,4.752727202998015,0.0008617580158630576,0.16309809457858485,0.18949170497652662,0.15954930885993923,0.017599007404278066,0.01793377498357168,0.0007168448309279392,1.5640748938742297,1.5409933503590565,4.689673583970952,0.006007735722736249,0.181223144551731,0.3633276546684002,0.31410310497268157,0.014643162039421159,0.025262794617486848,0.0008125540756110925,1.5616215931016102,1.5238874014667978,4.621107730088929,0.008856004910400735,0.21261800297163078
31,1.4115053513697447e-05,1.3671355085882173,0.5609474716952128,0.18361352796321953,0.1116373523464492,nan,nan,nan,nan,nan,nan,5,0.040074940690581894,0.21863008886302593,5.080488474099711,0.6614842982594381,0.6285455162972934,0.01712174448063907,0.022311142682066708,0.0014275577147053952,1.5593136719002438,1.5439594148482338,4.70506995542251,0.007697817714485262,0.16942736271274347,0.1795526903927825,0.14922569164158653,0.015474738042768093,0.01882914358228946,0.001181562461987056,1.5592256262802238,1.5377440962910969,4.673639542306975,0.00590621897065961,0.18392897463086555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,1.3781152949374537e-05,1.3726486304129009,0.5606628564301813,0.18580691996098947,0.11218597171362449,nan,nan,nan,nan,nan,nan,5,0.0402619318994829,0.22141115147911916,5.078919559553842,0.6641425022515882,0.6300954200566793,0.016674806082190664,0.022385166393670945,0.0014426449639961425,1.559538923159285,1.5437225432646422,4.704217032272148,0.007840272558142278,0.17205661820652168,0.1817776280774747,0.1499791729678008,0.015402132476520534,0.01935919258039086,0.0005117738492651846,1.5716430059655622,1.5483352464214404,4.724321128359668,0.006151795447802978,0.18846424427789527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,1.3442964048785679e-05,1.3669103376703455,0.5598651695305084,0.18120649779265707,0.1106858564722343,nan,nan,nan,nan,nan,nan,5,0.03996676579539968,0.22120496360649988,5.130455297455383,0.661283730065752,0.628220551348091,0.01686355261556936,0.02248858873239717,0.001524494580990429,1.5583832062528926,1.5429103529457604,4.699853252093974,0.0076901877606145854,0.170625955262215,0.17704090329831343,0.14753963306103074,0.016317805094658144,0.019134410719952567,0.0010236651288597208,1.5615156485616524,1.5408687304593127,4.687074454281865,0.00571134127437531,0.18271613782667126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,1.310100827470316e-05,1.3673118285935522,0.5591915955108069,0.18420487448835,0.11176508421806869,nan,nan,nan,nan,nan,nan,5,0.04017329393939521,0.22205990070890036,5.120494506197886,0.6614833756046785,0.6271642531605616,0.0166200539523753,0.022456358446392485,0.0014333235183735917,1.559476828955741,1.5435847865324865,4.703435326085282,0.007859780043094918,0.17219110255156195,0.18011241875430778,0.14905461985161997,0.01585612953420613,0.01920509221063529,0.0006287765717624736,1.5666574628994387,1.5436102950813029,4.700890325406444,0.006011680505250949,0.18791535005341053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
