train/loss,train/reconstruction,train/kl,train/destination,epoch,step,val/loss,val/reconstruction,val/kl,val/destination
1.249021291732788,0.03116527944803238,1.2005555629730225,0.017300525680184364,5,8999,,,,
,,,,5,9101,1.2881683111190796,0.02295946143567562,1.2003122568130493,0.06489647179841995
1.2948492765426636,0.01933116279542446,1.200065016746521,0.07545299082994461,6,9199,,,,
1.334662914276123,0.026820149272680283,1.2020645141601562,0.10577822476625443,6,9399,,,,
1.3681291341781616,0.028136827051639557,1.200960636138916,0.13903167843818665,6,9599,,,,
1.2802910804748535,0.026152679696679115,1.2014269828796387,0.05271132290363312,6,9799,,,,
1.3158667087554932,0.030979424715042114,1.2000770568847656,0.084810271859169,6,9999,,,,
1.2864583730697632,0.02944650687277317,1.2032743692398071,0.05373748764395714,6,10199,,,,
1.246415376663208,0.022032765671610832,1.2022967338562012,0.022085903212428093,6,10399,,,,
1.32806396484375,0.025759058073163033,1.2004565000534058,0.10184833407402039,6,10599,,,,
,,,,6,10618,1.2967429161071777,0.03929788991808891,1.2000764608383179,0.05736858770251274
1.2542113065719604,0.019286515191197395,1.2005444765090942,0.03438030555844307,7,10799,,,,
1.2489044666290283,0.02606148086488247,1.2028311491012573,0.020011775195598602,7,10999,,,,
1.2912794351577759,0.025798508897423744,1.2010107040405273,0.06447014957666397,7,11199,,,,
1.2875878810882568,0.020461510866880417,1.2001895904541016,0.06693677604198456,7,11399,,,,
1.2807282209396362,0.021610230207443237,1.2008427381515503,0.05827520415186882,7,11599,,,,
1.3820141553878784,0.02626829780638218,1.2000974416732788,0.15564844012260437,7,11799,,,,
1.2325079441070557,0.024528875946998596,1.2002333402633667,0.007745769806206226,7,11999,,,,
,,,,7,12135,1.283543586730957,0.02794458344578743,1.2000304460525513,0.055568479001522064
1.3214385509490967,0.022170400246977806,1.2007050514221191,0.09856308996677399,8,12199,,,,
1.239230990409851,0.029021436348557472,1.2001237869262695,0.010085763409733772,8,12399,,,,
1.2709072828292847,0.028310904279351234,1.2004451751708984,0.04215126484632492,8,12599,,,,
1.3362507820129395,0.02797263115644455,1.200238823890686,0.10803933441638947,8,12799,,,,
1.3124431371688843,0.020356517285108566,1.2006787061691284,0.0914078801870346,8,12999,,,,
1.2363461256027222,0.022355152294039726,1.2007991075515747,0.013191874139010906,8,13199,,,,
1.234889030456543,0.02650642767548561,1.200143575668335,0.008239077404141426,8,13399,,,,
1.3017035722732544,0.026614660397171974,1.2005398273468018,0.07454904913902283,8,13599,,,,
,,,,8,13652,1.2824722528457642,0.026510989293456078,1.200081706047058,0.0558796264231205
1.3196038007736206,0.02291218936443329,1.2006020545959473,0.09608957916498184,9,13799,,,,
1.2466509342193604,0.021434634923934937,1.2005934715270996,0.02462279610335827,9,13999,,,,
1.3497843742370605,0.023027008399367332,1.2005913257598877,0.1261659413576126,9,14199,,,,
1.2884443998336792,0.02506355755031109,1.2002102136611938,0.06317063421010971,9,14399,,,,
1.2714629173278809,0.022233061492443085,1.2003505229949951,0.048879362642765045,9,14599,,,,
1.3382408618927002,0.01962120831012726,1.2010986804962158,0.11752092838287354,9,14799,,,,
1.3041572570800781,0.026761166751384735,1.2018603086471558,0.07553577423095703,9,14999,,,,
,,,,9,15169,1.2872288227081299,0.030789867043495178,1.2000000476837158,0.0564388632774353
1.2438098192214966,0.020374758169054985,1.2006821632385254,0.022752882912755013,10,15199,,,,
1.2306550741195679,0.02075987309217453,1.2007285356521606,0.009166736155748367,10,15399,,,,
1.2540786266326904,0.023367945104837418,1.2000000476837158,0.030710628256201744,10,15599,,,,
1.255204677581787,0.029842479154467583,1.2003830671310425,0.02497910149395466,10,15799,,,,
1.242985486984253,0.023565979674458504,1.2003846168518066,0.019034860655665398,10,15999,,,,
1.2694127559661865,0.028842637315392494,1.2005616426467896,0.040008481591939926,10,16199,,,,
1.231532335281372,0.02192242443561554,1.2007412910461426,0.008868588134646416,10,16399,,,,
1.285120964050293,0.02251313626766205,1.200337290763855,0.06227051839232445,10,16599,,,,
,,,,10,16686,1.2915600538253784,0.032458458095788956,1.2000732421875,0.059028469026088715
1.295516848564148,0.02663303166627884,1.2005361318588257,0.06834769248962402,11,16799,,,,
1.2298178672790527,0.01907283626496792,1.2004504203796387,0.010294560343027115,11,16999,,,,
1.2804893255233765,0.03075217828154564,1.2008850574493408,0.048852089792490005,11,17199,,,,
1.249013066291809,0.02154497057199478,1.2004467248916626,0.027021383866667747,11,17399,,,,
1.297358512878418,0.023738518357276917,1.2006423473358154,0.07297766208648682,11,17599,,,,
1.240776777267456,0.024711865931749344,1.2007187604904175,0.015346166677772999,11,17799,,,,
1.2593443393707275,0.022891467437148094,1.2001286745071411,0.036324188113212585,11,17999,,,,
1.2746182680130005,0.02510986663401127,1.200838327407837,0.04867010563611984,11,18199,,,,
,,,,11,18203,1.2903187274932861,0.03322432190179825,1.200009822845459,0.05708456411957741
1.3006627559661865,0.021169498562812805,1.2004789113998413,0.079014353454113,12,18399,,,,
1.2792507410049438,0.02188039757311344,1.2000161409378052,0.05735420435667038,12,18599,,,,
1.2654407024383545,0.02317248471081257,1.2004765272140503,0.041791632771492004,12,18799,,,,
1.2910727262496948,0.025423623621463776,1.2000707387924194,0.06557837128639221,12,18999,,,,
1.2613909244537354,0.01711859554052353,1.2016031742095947,0.042669229209423065,12,19199,,,,
1.292654037475586,0.017187034711241722,1.2000000476837158,0.07546700537204742,12,19399,,,,
1.2566766738891602,0.019012566655874252,1.2007426023483276,0.036921486258506775,12,19599,,,,
,,,,12,19720,1.2910487651824951,0.03453493118286133,1.2000000476837158,0.05651376396417618
