level,num_samples,subset_threshold,score_mean,score_p90,score_p95,score_max,risk_mean,risk_max,failure_fraction,collision_fraction,numerical_valid_fraction,proposal_acceptance_rate,chain_moved_fraction
0,512,2.407107947357962,2.015466512571831,2.407107947357962,3.6176817045003564,7.362923020690658,0.06735212355852127,1.1426740884780884,0.03125,0.021484375,1.0,0.3268229166666667,0.62890625
1,512,6.290988252506431,4.11267681769633,6.290988252506431,6.707181069407107,7.6089012332186465,0.6247216463088989,1.163395643234253,0.34765625,0.251953125,1.0,,
