epoch,lr,train_loss,train_action_mse_norm,val_loss,val_action_mse_norm,val_start_loss,val_start_action_mse_norm,val_roll_loss,val_roll_action_mse_norm,val_evt_tail_loss,val_evt_tail_action_mse_norm,active_closed_loop_chunks,train_state_consistency_m2,train_teacher_action_mse_norm,train_selected_xi_mean,train_mixture_nll,train_energy_score,train_diversity_penalty,train_smoothness_penalty,train_map_action_mse_norm,train_probability_entropy_penalty,train_candidate_entropy,train_responsibility_entropy,train_effective_candidates,train_probability_responsibility_l1,train_pairwise_trajectory_distance_norm,train_physics_action_mse_norm,val_mixture_nll,val_energy_score,val_diversity_penalty,val_smoothness_penalty,val_map_action_mse_norm,val_probability_entropy_penalty,val_candidate_entropy,val_responsibility_entropy,val_effective_candidates,val_probability_responsibility_l1,val_pairwise_trajectory_distance_norm,val_physics_action_mse_norm,val_start_mixture_nll,val_start_energy_score,val_start_diversity_penalty,val_start_smoothness_penalty,val_start_map_action_mse_norm,val_start_probability_entropy_penalty,val_start_candidate_entropy,val_start_responsibility_entropy,val_start_effective_candidates,val_start_probability_responsibility_l1,val_start_pairwise_trajectory_distance_norm,val_start_physics_action_mse_norm,val_roll_mixture_nll,val_roll_energy_score,val_roll_diversity_penalty,val_roll_smoothness_penalty,val_roll_map_action_mse_norm,val_roll_probability_entropy_penalty,val_roll_candidate_entropy,val_roll_responsibility_entropy,val_roll_effective_candidates,val_roll_probability_responsibility_l1,val_roll_pairwise_trajectory_distance_norm,val_roll_physics_action_mse_norm,val_evt_tail_mixture_nll,val_evt_tail_energy_score,val_evt_tail_diversity_penalty,val_evt_tail_smoothness_penalty,val_evt_tail_map_action_mse_norm,val_evt_tail_probability_entropy_penalty,val_evt_tail_candidate_entropy,val_evt_tail_responsibility_entropy,val_evt_tail_effective_candidates,val_evt_tail_probability_responsibility_l1,val_evt_tail_pairwise_trajectory_distance_norm,val_evt_tail_physics_action_mse_norm
1,4.999537377156956e-05,3.5207028215318616,0.7679465860707598,21.377154408185003,10.900035678423476,0.36911111010747083,0.16151261504047826,22.415183857890344,11.436961777232444,20.82012872719247,10.480328806697543,1,0.0,0.0,6.277290315149201,1.2487230324754572,0.7795506552350319,2.3191167265998922e-07,0.3808626833595209,1.990980634117587,0.0,2.021698523065725,1.7108994387662475,5.755325377807039,0.049420599803531626,1.5139615663333288,1.0000484947334491,13.318481301009697,11.698789261016092,4.4269099282829594e-07,1.1677502816759173,15.223194909758723,0.0,2.0400942748198614,0.3634157607013013,1.7136392723825316,0.18138176385739996,2.114892041921378,15.860015448042807,0.25668166251538876,0.1977902483629208,6.67217641845834e-06,0.1681176529102655,0.21670290392344843,0.0,1.954913867465015,1.9076066248314743,6.739656043087219,0.008181367237895844,0.48123392703320467,0.21754006913448065,13.965611185300082,12.268202578679446,1.213145515250127e-07,1.2182783948587992,15.964462199683911,0.0,2.044353292305705,0.2862061192793916,1.46233826545375,0.19004178307893432,2.196574962849302,16.629415716314583,12.775549780085967,11.121706269727545,5.022098826197043e-07,1.1906477668408506,14.130327432177218,0.0,2.039176518240347,0.41827794554044556,1.745615495312833,0.18010204686370448,2.1684563220310444,15.842911255580884
