epoch,teacher_forcing,train_loss,train_recon_loss,train_roll_loss,train_prior_roll_loss,train_endpoint_roll_loss,train_prior_endpoint_roll_loss,train_start_loss,train_prior_control_loss,train_late_prior_control_loss,train_anchor_loss,train_latent_loss,train_switch_rate,train_boundary_target_rate,train_rollout_response_steps,val_loss,val_recon_loss,val_roll_loss,val_prior_roll_loss,val_endpoint_roll_loss,val_prior_endpoint_roll_loss,val_first_step_recon,val_prior_first_step_recon,val_start_loss,val_anchor_loss,val_latent_loss,val_latent_kl,val_duration_nll,val_censor_nll,val_posterior_boundary_nll,val_prototype_reconstruction,val_state_bootstrap_nll,val_switch_rate,val_boundary_target_rate,val_prior_control_loss,val_late_prior_control_loss,val_plan_control_loss,val_causal_prior_rollout_ADE_m,val_causal_prior_rollout_FDE_m
1,0.0,1.2240364743251089,0.17707044606351233,0.21390661062717034,0.21333476694328193,0.28788759292758337,0.28710047226496216,0.11889550313437916,0.06561578399610378,0.08086034321223015,0.09697989254582373,3.321164898802173,0.12033847600457892,0.03911525773523652,15.172140430351076,1.9250249238241286,0.3795660844555608,0.47296215948604403,0.4730271539360127,0.6502289913949513,0.650479932941457,0.026878219265392217,0.05722966407814985,0.11688966721927048,0.09455011903293549,3.085008011923896,0.15604269804147186,0.24351673443166036,0.01862590514103729,1.3393613879012052,0.026282319266881262,0.4611399995271491,0.11602570333335765,0.037916582141800846,0.10998580596907429,0.1335036348965433,0.0,0.22025183246145222,0.8306821802111888
