x_ego,y_ego
85.6637618001302,0.20003964106241862
88.97938751220703,0.3781057671705882
92.07831297575062,0.6364764621519231
95.05029003724675,0.9446618860684572
97.97063417333648,1.2605737002985342
100.88148476299793,1.5896388383073263
103.74798522118465,1.918578817031502
106.51927600469972,2.2126874353888852
109.1591040996604,2.4819841824354913
111.70495415654018,2.7824315692928403
114.227864554902,3.1134769307229213
116.65684824382673,3.435208415715967
118.91371721755584,3.6714965343533543
121.04687532584622,3.8104507122079863
123.11402922906353,3.924257743408665
125.11898530430291,4.020627915730438
127.05239466533423,4.068772500972602
128.94541901096244,4.094227180337152
130.8303806880333,4.062165006742526
132.7056712828247,3.980155919260118
134.56676187869888,3.8110420897367825
136.40853361259593,3.5444334693656043
138.2313161483821,3.2113689303807225
140.01744627617845,2.8040980471459
141.74781714413962,2.3487808331157
143.44787912939316,1.8974385245925665
145.15716641521436,1.4251126468410689
146.88606318540496,0.9428320329687346
148.60891810739136,0.44185086291041537
150.32570260885743,-0.05132042638132775
150.32570260885743,-0.05132042638132775
