BrakeDataHarsh,BrakeDataMedium,BrakeDataGentle,BrakeModelHarsh,BrakeModelMedium,BrakeModelGentle,SteerDataHarsh,SteerDataMedium,SteerDataGentle,SteerModelHarsh,SteerModelMedium,SteerModelGentle
3.376132930513595,3.202416918429003,3.2628398791540785,2.116788255425154,2.3146580001879133,2.3497132083158565,3.391238670694864,2.4395770392749245,2.43202416918429,2.050713916999433,2.2740499133635304,2.3014241506068185
3.7235649546827796,3.806646525679758,3.4441087613293053,3.5047269979471394,2.6878941679782793,2.952608696249874,3.919939577039275,3.3308157099697886,2.7492447129909365,3.462248252326661,2.635693712936556,2.90123249317006
3.9274924471299095,4.244712990936556,3.700906344410876,3.5338686211430415,2.716966777568923,3.033452753363229,4.229607250755287,3.685800604229607,3.217522658610272,3.490360767199056,2.7074226608106295,2.95290089521375
4.169184290030212,4.66012084592145,4.0105740181268885,3.9033467229361807,2.9235677305728456,3.154531753532734,4.433534743202417,4.070996978851964,3.7613293051359515,3.5472635705735907,2.9155911644317882,3.022057184328489
4.622356495468278,5.022658610271903,4.403323262839879,4.529063431666126,4.297594341394134,3.358937647066791,4.788519637462236,4.7960725075528705,4.977341389728097,3.908845879994016,3.5591312558283725,3.3014441128386083
