BrakeDataHarsh,BrakeDataMedium,BrakeDataGentle,BrakeModelHarsh,BrakeModelMedium,BrakeModelGentle,SteerDataHarsh,SteerDataMedium,SteerDataGentle,SteerModelHarsh,SteerModelMedium,SteerModelGentle
3.376132930513595,3.202416918429003,3.2628398791540785,3.932444685404704,3.9131927925174517,3.753358454709379,3.391238670694864,2.4395770392749245,2.43202416918429,3.9385493895720103,3.994020860772576,3.8799686617622733
3.7235649546827796,3.806646525679758,3.4441087613293053,4.132025942286698,4.117331419575519,3.954932489882259,3.919939577039275,3.3308157099697886,2.7492447129909365,4.070156574630565,4.079525543889608,3.981668582668826
3.9274924471299095,4.244712990936556,3.700906344410876,4.1379469016809525,4.121444108048342,3.958270967032761,4.229607250755287,3.685800604229607,3.217522658610272,4.106321452122854,4.148597897759046,4.125639230791377
4.169184290030212,4.66012084592145,4.0105740181268885,4.139259578684966,4.12345689781867,3.9602768096222465,4.433534743202417,4.070996978851964,3.7613293051359515,4.246493540305085,4.338438460914455,4.3168206544357375
4.622356495468278,5.022658610271903,4.403323262839879,5.134635340440612,4.322870466212274,4.7091304354220345,4.788519637462236,4.7960725075528705,4.977341389728097,4.632415899848467,5.1437175571213025,4.6914041668893605
