epoch,lr,train_loss,train_action_mse_norm,val_loss,val_action_mse_norm,val_start_loss,val_start_action_mse_norm,val_roll_loss,val_roll_action_mse_norm,val_evt_tail_loss,val_evt_tail_action_mse_norm,active_closed_loop_chunks,train_state_consistency_m2,train_teacher_action_mse_norm,train_selected_xi_mean,train_mixture_nll,train_energy_score,train_diversity_penalty,train_smoothness_penalty,train_map_action_mse_norm,train_probability_entropy_penalty,train_candidate_entropy,train_responsibility_entropy,train_effective_candidates,train_probability_responsibility_l1,train_pairwise_trajectory_distance_norm,val_mixture_nll,val_energy_score,val_diversity_penalty,val_smoothness_penalty,val_map_action_mse_norm,val_probability_entropy_penalty,val_candidate_entropy,val_responsibility_entropy,val_effective_candidates,val_probability_responsibility_l1,val_pairwise_trajectory_distance_norm,val_start_mixture_nll,val_start_energy_score,val_start_diversity_penalty,val_start_smoothness_penalty,val_start_map_action_mse_norm,val_start_probability_entropy_penalty,val_start_candidate_entropy,val_start_responsibility_entropy,val_start_effective_candidates,val_start_probability_responsibility_l1,val_start_pairwise_trajectory_distance_norm,val_roll_mixture_nll,val_roll_energy_score,val_roll_diversity_penalty,val_roll_smoothness_penalty,val_roll_map_action_mse_norm,val_roll_probability_entropy_penalty,val_roll_candidate_entropy,val_roll_responsibility_entropy,val_roll_effective_candidates,val_roll_probability_responsibility_l1,val_roll_pairwise_trajectory_distance_norm,val_evt_tail_mixture_nll,val_evt_tail_energy_score,val_evt_tail_diversity_penalty,val_evt_tail_smoothness_penalty,val_evt_tail_map_action_mse_norm,val_evt_tail_probability_entropy_penalty,val_evt_tail_candidate_entropy,val_evt_tail_responsibility_entropy,val_evt_tail_effective_candidates,val_evt_tail_probability_responsibility_l1,val_evt_tail_pairwise_trajectory_distance_norm
11,1.9629377613813734e-05,1.1376872385839991,0.29439818587234595,0.31837420627266066,0.16618810327573308,nan,nan,nan,nan,nan,nan,2,0.00249325610961981,0.0,4.0,0.3754112205715159,0.3668605548214051,7.055137014636312e-11,0.07855227380318376,0.37708390599121744,0.9126115161350482,0.08975831690191495,0.07816697087952898,1.1390727506094651,0.0006852284977641668,0.7083899484572777,0.21108596235452878,0.20739118444067797,2.469373732072631e-08,0.07622606285565832,0.20890414077252514,0.9107632610640685,0.09640123648037924,0.08000868848636791,1.1444608648600436,0.0006238502650618408,0.9708093109827048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1.955950864665638e-05,1.0552141825929968,0.27239344547453576,0.3154734602429029,0.16228489519247216,nan,nan,nan,nan,nan,nan,2,0.0025239852899334677,0.0,4.0,0.34821607236055563,0.3409752388094025,7.210935382447633e-11,0.0768628003932127,0.34954188603041964,0.9252344816219926,0.07755682934670786,0.0675859376352753,1.1274057803633561,0.0005682441373060936,0.75632472802934,0.2090488541794087,0.20587423339139044,2.0143099109888654e-08,0.07215156849344864,0.2072886929211354,0.9229824515996778,0.08456228535748198,0.07067213824269249,1.1342480356020603,0.0005184605859475444,1.0244234163996546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1.9483773419829604e-05,0.9917912925966231,0.25354733915710875,0.3092826324302793,0.1595989712498974,nan,nan,nan,nan,nan,nan,2,0.0025434518452135528,0.0,4.0,0.32714305522163367,0.3206502054582511,0.0,0.07565001125060708,0.3286889672018654,0.934729064468639,0.06834698963296215,0.059696121380694495,1.1186717275712204,0.0004776690359148367,0.7927475812699168,0.2048178206123954,0.20213504507680172,1.580659228107457e-08,0.0687947400657406,0.2035110274264732,0.935162113761962,0.07267152349359493,0.061506415021265186,1.1241771434633305,0.0004055218801286257,1.0389871265389736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,1.9402223838474813e-05,0.9213840428084364,0.23574233059917188,0.30483149395304066,0.15750207520759993,nan,nan,nan,nan,nan,nan,2,0.002558288896615524,0.0,4.0,0.3038872183158205,0.2980659496104691,0.0,0.07348430148079199,0.30528320318895164,0.9430246491976946,0.06030374138413497,0.053099347583955306,1.1112159950311014,0.000392385328953431,0.8160384464379808,0.20181410313334114,0.1993694603538618,1.2783138355747707e-08,0.06634688579712497,0.200720452836141,0.9432146943293156,0.06479843494595593,0.05496619355865346,1.1167539537283746,0.000351338954113485,1.0832973006835027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1.9314915792601578e-05,0.8757185904027324,0.2242616043107613,0.30912429764841126,0.15880845172370744,0.08022786331791187,0.043810523352411264,0.31975835317115414,0.16455834874490408,0.49641663812764375,0.23810104120679768,2,0.002567665470263652,0.0,4.0,0.2889854169835613,0.28417859135330964,0.0,0.07185721611273514,0.2897283564953361,0.9489751526383824,0.054543308751262475,0.04810166993180216,1.105492842403976,0.00034104826908200125,0.8503836038761909,0.20459210166375852,0.20224751602013413,1.0702093962490361e-08,0.06492937291933039,0.20372085415346167,0.9489968312480984,0.059110139705747244,0.05049711345058407,1.1115358266008761,0.0003056964576655436,1.1044890353968035,0.05284482091634423,0.05197038422815796,0.0,0.06588053473051081,0.05240906660424407,0.9596784488603556,0.04711440771330812,0.04320899516720378,1.1031791942950189,0.0001425429173153427,0.5653632712966289,0.2116371546668114,0.20916915624747734,1.1811042735880608e-08,0.06527473266692024,0.21075351824377467,0.9481006187100609,0.05970992627696107,0.05086151943611657,1.1119536607918397,0.00031385413193837144,1.1314453200853727,0.3279526236695774,0.3156023933581012,0.0,0.05199333581252932,0.329576114886374,0.966691172546559,0.03239645515831833,0.024403658257257405,1.0251781566076836,0.0004696998944428807,1.1149614698302743
16,1.9221909118783405e-05,0.8366525999389443,0.21240009161937265,0.30049042687227034,0.1553077965317665,nan,nan,nan,nan,nan,nan,2,0.0025729960575513037,0.0,4.0,0.27594645716950583,0.27117832978666406,0.0,0.07058409873995178,0.2770238865058089,0.9538789018705608,0.04973570954185177,0.044255652848206345,1.1009722462784883,0.00029324561543339254,0.8610441465235444,0.19882478391851213,0.19674574014414967,8.956309393125717e-09,0.06336849193899848,0.19812899907484066,0.9543065924254168,0.05387053901793944,0.04650408981006601,1.1068457656246922,0.00025717487792367293,1.101296157424756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,1.9123267559148746e-05,1.5930058820168511,0.40730227347839615,0.29261969293844514,0.15197755955595532,nan,nan,nan,nan,nan,nan,3,0.008607386232319122,0.0,4.0,0.5246146973093693,0.5129374599699126,4.383819008337561e-10,0.07049189592320662,0.5290953229589371,0.9520681587443524,0.05151285143396293,0.0453968880146579,1.1020386534888165,0.0005253573471478538,1.0132898960667611,0.1936912750431628,0.1909941662471938,8.612813447826087e-09,0.06341555470804172,0.19276864151998904,0.9495651829466082,0.05853784865493075,0.048602556503368484,1.1090216276504679,0.00034757475868639866,1.2216982828037457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,1.901905871769531e-05,1.5394424962094788,0.39348768840726484,0.2953731304797175,0.1526753669165762,nan,nan,nan,nan,nan,nan,3,0.00885077256563186,0.0,4.0,0.5068374856560123,0.4942407408994732,8.046399330937291e-10,0.07047513862384334,0.5113754399382633,0.9481649274320179,0.05524633202988139,0.04703488216844014,1.1037464471346035,0.0006199080202029567,1.0887734280707217,0.1956284993903457,0.19221037715478684,7.890751474292348e-09,0.06235296310151417,0.19439799437081565,0.9446072076464722,0.06336168439036925,0.050307011181135695,1.1107185756146947,0.00046175483374149846,1.3007542549949853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,1.8909354013957686e-05,1.5128742399434858,0.38587625003661713,0.29255228208348233,0.15142625725526299,nan,nan,nan,nan,nan,nan,3,0.008805193561130633,0.0,4.0,0.49772195837867406,0.48311287818348037,2.2176936155239632e-10,0.06957942300428711,0.5032946654589308,0.9453250299741899,0.057973367775423966,0.04785919364161763,1.1045314583677013,0.0007364900548639909,1.1573963582641846,0.19379003799001238,0.1898867389741672,6.261717782324809e-09,0.06176387965464723,0.19249147652150272,0.9421304779063733,0.06574049033064851,0.05077359600868609,1.1111149880028555,0.0005316693858506202,1.347769341741562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,1.8794228634059947e-05,1.489712212814492,0.38203913148666696,0.28868172032297446,0.15096573720477632,0.08704351563059846,0.04841801717282082,0.2980636149822518,0.1560931192412186,0.48144409162734775,0.227981396895178,3,0.008892447362201267,0.0,4.0,0.4899847554340202,0.4742335302239749,1.9103202222730313e-10,0.06877179592520624,0.4957702392058579,0.9436817905831364,0.059479424326040045,0.047865025223578085,1.104472560672021,0.0008230275119187148,1.199825458564693,0.1912588777089993,0.18701561612819842,4.0234856545022845e-09,0.06127433279467102,0.1898798844860797,0.9411611381991228,0.06661048148740725,0.04995080757808288,1.1099734256758034,0.0005902955827582468,1.4004284460869298,0.057410377594988383,0.05635633211057765,0.0,0.06991115516139172,0.05674092615568053,0.960352598989116,0.046330036050357626,0.040714499292518504,1.0995567040866858,0.00018913278959320324,0.7907568598504245,0.19749664380841067,0.19307080715012537,4.442419999614519e-09,0.06121231258331903,0.1960482786642397,0.9398385532902674,0.0676245040335324,0.050412622787346754,1.1104942634559225,0.0006103537242243283,1.430912020207932,0.3131812368900789,0.28703912141648597,0.0,0.04967200174261007,0.32979148814976944,0.9585297409878619,0.04029871729018877,0.023551957664625145,1.0240122278788641,0.0009408331669725283,1.4144841666839703
21,1.8673761479186827e-05,1.458381989407786,0.3752267454435156,0.2891103331544429,0.15265305432507445,nan,nan,nan,nan,nan,nan,3,0.00887730118729929,0.0,4.0,0.4796314843052877,0.46369304860785415,1.3300721318911565e-13,0.06828031891970333,0.4853724879253289,0.9446422435192133,0.05844520302437698,0.04613171757674241,1.1022663097762495,0.0008516146954259075,1.2610484960856176,0.19156354817530657,0.18723067054130368,2.507060261410279e-09,0.059737611366721476,0.19015420344984868,0.9427199487057463,0.06499042710682687,0.047579866938088154,1.1069989402392086,0.0006130795739836229,1.4704372257109108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,1.8548035111508813e-05,1.4288760187163732,0.367993052393098,0.2855100071972724,0.15335710169807784,nan,nan,nan,nan,nan,nan,3,0.008851483910505773,0.0,4.0,0.46982938635406585,0.45376617107308986,8.389546363417998e-14,0.06727404483016594,0.4756984194882005,0.9464176788498786,0.05671951377454511,0.04421172632079808,1.0997958899950213,0.0008564321526708595,1.296888598691281,0.18920486663863373,0.18474700922926687,1.8955033331781678e-09,0.05908848531215564,0.1877335709461382,0.9429761114790822,0.06470352226402826,0.04622027908400016,1.1051479432033193,0.0006478963256138165,1.5024777332152062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,1.8417135697598137e-05,1.4085007299749346,0.3634869976356145,0.30120924591713794,0.16295704824787152,nan,nan,nan,nan,nan,nan,3,0.008814694939646726,0.0,4.0,0.46281237742317444,0.4464686234801221,4.375867463540861e-12,0.06603240416142085,0.46954081046427487,0.9481209382917095,0.054893214205106136,0.0422393564520186,1.097169742202313,0.0008567394923817567,1.3157633972986178,0.19960839592457297,0.19496383782287408,1.4585228503730234e-09,0.0575091019039191,0.19815224120304256,0.9444381947277734,0.06314411791604284,0.04405309672450584,1.102238577572744,0.0006712931220788163,1.5406799534165223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,1.8281152949374523e-05,1.400467866149525,0.3607699535631092,0.2933175088319934,0.15233029963748665,nan,nan,nan,nan,nan,nan,3,0.008824309074413466,0.0,4.0,0.4602923992151038,0.44417109474205035,9.757806518482165e-14,0.0656424142328531,0.4665982808920103,0.9488748196769503,0.054088790774520605,0.04103673009077321,1.09541417664464,0.0008753138425695513,1.3452542404902479,0.19427741239644808,0.1897250309749709,1.2361659079338201e-09,0.05734837706716246,0.1931387237878625,0.9467511286651026,0.06079948860577815,0.0427698324760194,1.1002453703018815,0.0006337651871007026,1.546330986758432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,1.8140180062621113e-05,2.0098632639674343,0.5255158877029288,0.2882110791610998,0.1514879493246311,0.07993328848399131,0.044510216062340624,0.29788570741791826,0.15683684102695838,0.48380756475071035,0.2262510257073571,4,0.021846999009512594,0.0,4.0,0.6588395147351769,0.6344367241562423,8.731260103055992e-10,0.06479901647421142,0.6705530779674126,0.9434642413025317,0.05920971413526952,0.043019623284253385,1.097410778162205,0.0012428028388159886,1.4382482163200592,0.19124024928343472,0.18569375858511483,1.3265626292566152e-09,0.05735151027638679,0.18908075463653612,0.9372163759735087,0.07010049583541587,0.045272208771942185,1.102910793109264,0.0008925006019568736,1.6215091014540324,0.05269650123894671,0.05165785149332036,0.0,0.0722655763385015,0.051995106371008966,0.9648087835218121,0.041674893112366204,0.03568258656686605,1.0922013319296215,0.0001944923015858905,0.9264606298805147,0.19770314324990337,0.19191090211096423,1.4087232464211819e-09,0.05696376236745152,0.1953876340693999,0.9354714724489976,0.07152177595917641,0.0457516899748116,1.1034462645690009,0.000927401014829324,1.6562615392381324,0.3105549291687344,0.2819339770852122,0.0,0.04640866585698613,0.3399384105836654,0.9541932993047685,0.044359017684444765,0.01887732806117513,1.019206607449811,0.0013019730367160767,1.6383062026909214
26,1.7994313653112737e-05,1.9882781316854004,0.518740675952319,0.2915280525295958,0.1534063090110765,nan,nan,nan,nan,nan,nan,4,0.022185586100675926,0.0,4.0,0.6516361326488767,0.6270309010139103,7.55026023928985e-10,0.06436063753440464,0.663413077802099,0.9421314826259105,0.06038533374258828,0.04248212482464728,1.0964597752113203,0.0013178818444670977,1.4680983808714587,0.1934365613782667,0.18777025981924853,1.090002772355211e-09,0.05688807781461819,0.19128981640098108,0.93855802448745,0.0686761687688827,0.04357111902306915,1.1004970242971948,0.0009060457988198422,1.6144375924743253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
