epoch,teacher_forcing,train_loss,train_recon_loss,train_roll_loss,train_prior_roll_loss,train_endpoint_roll_loss,train_prior_endpoint_roll_loss,train_prior_control_loss,train_late_prior_control_loss,train_anchor_loss,train_latent_loss,train_switch_rate,train_boundary_target_rate,train_rollout_response_steps,val_loss,val_recon_loss,val_roll_loss,val_prior_roll_loss,val_endpoint_roll_loss,val_prior_endpoint_roll_loss,val_first_step_recon,val_anchor_loss,val_latent_loss,val_latent_kl,val_duration_nll,val_censor_nll,val_posterior_boundary_nll,val_prototype_reconstruction,val_state_bootstrap_nll,val_switch_rate,val_boundary_target_rate,val_prior_control_loss,val_late_prior_control_loss,val_plan_control_loss,val_causal_prior_rollout_ADE_m,val_causal_prior_rollout_FDE_m
1,0.0,0.9717528968880698,0.19618331210630802,0.23782215998555498,0.23628575134165966,0.32041577454804027,0.31809754227525383,0.07215282100538638,0.08759909239623986,0.1243434749450851,3.542363952807365,0.11938535513214994,0.03911525773523652,15.172140430351076,1.548918949233161,0.37200197025581644,0.46394499474101597,0.45831092072542384,0.6368615674594093,0.6287811912556804,0.027082327359094823,0.0886862714769979,3.3194957296684304,0.16255661821554576,0.23881676800982662,0.01789065376022663,1.388155600381276,0.028338260170092028,0.5049709042228719,0.1102834502382884,0.037916582141800846,0.10805735043274663,0.13169193255995948,0.0,0.21360815044429232,0.8044693009691609
