epoch,teacher_forcing,train_loss,train_recon_loss,train_roll_loss,train_prior_roll_loss,train_endpoint_roll_loss,train_prior_endpoint_roll_loss,train_prior_control_loss,train_late_prior_control_loss,train_latent_loss,train_switch_rate,train_boundary_target_rate,train_rollout_response_steps,val_loss,val_recon_loss,val_roll_loss,val_prior_roll_loss,val_endpoint_roll_loss,val_prior_endpoint_roll_loss,val_first_step_recon,val_latent_loss,val_latent_kl,val_duration_nll,val_censor_nll,val_posterior_boundary_nll,val_prototype_reconstruction,val_state_bootstrap_nll,val_switch_rate,val_boundary_target_rate,val_prior_control_loss,val_late_prior_control_loss,val_plan_control_loss,val_causal_prior_rollout_ADE_m,val_causal_prior_rollout_FDE_m
13,0.7727272727272727,0.7839169120246714,0.07402525967495008,0.028664149648763917,0.3886718775399707,0.035773112963546405,0.5376985467293046,0.11346775503321127,0.13431569595228543,5.851112500104037,0.09475828355008906,0.038657671746543866,14.827272727272728,3.000291556119919,0.767985018591086,0.9893921216328939,0.9481071879466375,1.3663294166326523,1.3064789672692616,0.026220785376305383,5.896144847075145,0.12217968453963597,0.29696743562817574,0.025111958074072998,1.60224948823452,0.31689506272474927,0.9468856652577718,0.09984622461100419,0.038011956649521984,0.16539622036119303,0.1909053660929203,0.0,0.4616560805719778,1.6775926345231154
14,0.7272727272727273,0.8098791406913237,0.07672936621714722,0.030237857607955283,0.41758774915202096,0.037528307431123474,0.5775626395913688,0.11674597825516354,0.13779717995361848,5.7064831907098945,0.09411961470137943,0.03861789894713597,15.436363636363636,2.9108061492443085,0.7393256574869156,0.9460243880748749,0.9320371647675832,1.3034621477127075,1.2832651833693187,0.026170902497445542,5.868379175662994,0.11960664081076781,0.2879089092214902,0.020675387078275282,1.644493117928505,0.29153886809945107,0.9475052207708359,0.09598090965300798,0.038011956649521984,0.1645354392627875,0.18996608133117357,0.0,0.4514343866776324,1.6353278785113283
15,0.6818181818181819,0.7516309188170867,0.07367534207349474,0.0313573219390078,0.3595156088471413,0.03876762620427392,0.496702634610913,0.10787000398744237,0.1278252743861892,5.741652774810791,0.09064577221870422,0.03868584401736205,14.127272727272727,2.9404836197694144,0.7568143482009569,0.9734581559896469,0.9279077450434366,1.3430558343728383,1.2771798223257065,0.02621974245024224,5.646067718664805,0.12266729678958654,0.27678389971454936,0.015627246582880616,1.6976129884521167,0.2947111055254936,0.9023749778668085,0.08970862223456304,0.038011956649521984,0.16323766795297465,0.18814472729961076,0.0,0.4651147125063601,1.6912567254668198
16,0.6363636363636364,0.7370083402503621,0.075018152797764,0.0332223225554282,0.35682200101966205,0.04098530658944086,0.49329331720417197,0.1079677458175204,0.12793870730833573,5.438917255401611,0.09513143558393825,0.038657671357081695,14.054545454545455,2.902073939641317,0.740398496389389,0.946703332165877,0.9316035682956377,1.30388139684995,1.2820433775583904,0.0261785004598399,5.667370696862538,0.13171525609989962,0.3034007375439008,0.022089441306889057,1.5797974889477093,0.2795380651950836,0.9071355486909548,0.10558573404947917,0.038011956649521984,0.16513479935626188,0.19063517699639002,0.0,0.4530565959778292,1.6391207667106693
17,0.5909090909090908,0.81055568754673,0.08069573860954155,0.03539389097555117,0.4285881294445558,0.04338222044435414,0.5923996583304622,0.11723599698055874,0.13819073953411795,5.317558370937,0.09642839607867328,0.038714016355912796,15.809090909090909,2.9242467184861503,0.7481703261534373,0.9602255051334699,0.9292952915032705,1.3232855051755905,1.2784104496240616,0.026201685424894094,5.731112202008565,0.1425628767659267,0.28380699331561726,0.01685591631879409,1.6557389001051586,0.26815433738132316,0.9211594810088476,0.0961828554670016,0.038011956649521984,0.16322151385247707,0.18804310448467731,0.0,0.44965520584787216,1.6208691582705013
18,0.5454545454545454,0.7301897997205907,0.07844832790168849,0.037359706380150536,0.35299209214069627,0.045737401971762834,0.4885101046751846,0.10914840688082304,0.12928845340555364,5.227793387933211,0.09852125678550114,0.03869247263805433,14.218181818181819,2.8673518697420755,0.7349112456043562,0.9398322875301043,0.9228344957033793,1.2936261147260666,1.2689022918542225,0.02617816107037167,5.395476778348287,0.132513546384871,0.267009021093448,0.014854427931519846,1.7015810658534367,0.26899447043736774,0.8573420122265816,0.08834698051214218,0.038011956649521984,0.16336005864044031,0.18824297127624354,0.0,0.45057889307415405,1.6251428688047558
19,0.5,0.713995823264122,0.07827112657779997,0.03981337604874914,0.34201646663925866,0.04864505949345502,0.4722814447500489,0.10520352457057346,0.12464944120835174,5.077896976470948,0.0956383925947276,0.038682529567317527,13.545454545454545,2.8610208531220755,0.7316856806476911,0.9361957460641861,0.9296490475535393,1.2890639056762059,1.2798948834339778,0.026165325582648318,5.269806941350301,0.1314033834884564,0.26471548341214657,0.017956481664441526,1.6763573537270229,0.2734742021809022,0.8326336170236269,0.09021801811953385,0.038011956649521984,0.16277681477367878,0.1877257196853558,0.0,0.4510907233264676,1.6312646433055416
20,0.4545454545454546,0.728293759172613,0.08242977891455996,0.04342701401222836,0.34614156298339366,0.05295773720876737,0.47869608896699817,0.10922944464466788,0.12943006984212183,5.125907943465493,0.10109624076973309,0.038647728421809996,14.227272727272727,2.822046140829722,0.7241767893234888,0.9246197988589605,0.9173080623149872,1.271883601943652,1.2613183160622914,0.02615913135620455,5.118829806645711,0.1357946526259184,0.25046102826793987,0.011106870350583145,1.7587145467599232,0.2544077355414629,0.8054761737585068,0.0830575730651617,0.038011956649521984,0.16232777635256448,0.1870699313779672,0.0,0.4471855822799004,1.612472118526196
21,0.40909090909090906,0.7903825949538837,0.0883066257292574,0.04833845116875388,0.41366314495151696,0.0588816335932775,0.5715875699438832,0.11564060568132184,0.13644314205104655,4.801487365635959,0.10030771006237377,0.038624527771025895,15.49090909090909,2.8796967267990112,0.742615188161532,0.9534764935572942,0.932172546784083,1.3144910335540771,1.2834622710943222,0.026197502079109352,5.028648992379506,0.1474804033835729,0.2699354290962219,0.019422315255117912,1.6622665623823802,0.2625091839581728,0.7827470029393832,0.0957378971700867,0.038011956649521984,0.16234837037821612,0.18704711459577084,0.0,0.4603407058076387,1.6680808815366248
22,0.36363636363636365,0.7490961082957007,0.08855854757130147,0.05335211323743517,0.3697132470932874,0.06556716293773868,0.5104743913493374,0.10922523361038078,0.12920705635439267,4.74944386698983,0.10163212879137559,0.038657671454447234,14.354545454545455,2.8083852728207908,0.72429741670688,0.9260959972937902,0.9131191795070966,1.274020031094551,1.2551332761843998,0.02618039360580345,4.897453476985295,0.141122303592662,0.2713411518683036,0.015299940714612603,1.6233529696861904,0.2434616101284822,0.7640780483682951,0.10151918046176434,0.038011956649521984,0.1611239475508531,0.18559123513599238,0.0,0.44297850071427314,1.5948930049211687
23,0.31818181818181823,0.8033797518773512,0.09697325531054626,0.06243199878795581,0.4130623698911884,0.07708631716668606,0.5706497244536877,0.11579786318946969,0.1365829773247242,4.618242504379966,0.10391754182902249,0.0386609858663922,15.518181818181818,2.7932430704434714,0.7238181754946709,0.9233418305714926,0.9157465398311615,1.270123655597369,1.25887734691302,0.02617905552809437,4.606730530659358,0.14895004717012247,0.252222981924812,0.01754605203556518,1.691639671723048,0.23752055689692497,0.7055162017544111,0.09194231095413367,0.038011956649521984,0.1631906945258379,0.18826748679081598,0.0,0.44773652088652455,1.6133454047543363
24,0.2727272727272727,0.8196974025531248,0.10470260253006762,0.0740708596327088,0.4187756442210891,0.09221929342231967,0.5790472930805249,0.11727785820310765,0.13826733387329362,4.442965778437528,0.10279258198358796,0.03863944239406423,15.681818181818182,2.7820190489292145,0.7200252860784531,0.9209370439251264,0.9099734450380007,1.2669414033492405,1.2506402879953384,0.026176220504567027,4.621665984392166,0.14900739211589098,0.26921581911544007,0.015695189707912505,1.6273523767789204,0.22953149117529392,0.7102756053209305,0.09899383845428626,0.038011956649521984,0.1602428127080202,0.18437855069835982,0.0,0.44396937759708477,1.5957698949441688
25,0.2272727272727273,0.7653317841616544,0.10690924894403328,0.08358333110809327,0.358344731208953,0.10534720014442098,0.4955182231962681,0.10945007001811807,0.12948663922196085,4.329889431866732,0.10686182454228402,0.0386344707316973,14.290909090909091,2.8218003809452057,0.7309951956073443,0.9376672307650248,0.9212987745801607,1.29134900867939,1.2672543227672577,0.026185807306319475,4.636783450841904,0.14721278753131628,0.2579487127562364,0.015154315701996287,1.6683257619539897,0.218140942354997,0.7162490412592888,0.09572663623839617,0.038011956649521984,0.1599830569078525,0.18405552705128989,0.0,0.444870255831757,1.601888230856979
26,0.18181818181818177,0.8964043695818295,0.1298474881798029,0.11385299861431122,0.4352748381820592,0.1453696025366133,0.6018290543420748,0.11858401369642127,0.13947822194207798,4.348580804738131,0.10437264049595052,0.038631156535649844,16.1,2.7749955554803214,0.7228745222091675,0.9249105279644331,0.9196082949638367,1.2722961207230885,1.2646889438231785,0.026172975078225136,4.152044991652171,0.1518194954842329,0.27781624036530655,0.01849407935515046,1.554359423617522,0.21358859601120153,0.620347344626983,0.1092228926718235,0.038011956649521984,0.1598419484992822,0.18396600584189096,0.0,0.44683928872412,1.6089377940401342
27,0.13636363636363635,0.8546967763792385,0.14107508998025547,0.1361090403388847,0.3772533380172469,0.17780086906118828,0.522556961056861,0.11253171346404335,0.13301605236801234,4.005186063593084,0.10814966681328687,0.03863778519020839,14.709090909090909,2.793988913297653,0.7278251300255457,0.9322561224301656,0.9231810842951139,1.2838331560293834,1.270712782939275,0.026175466754163306,4.214530934890111,0.14419292472302914,0.27002734256287414,0.021008392601894837,1.6157093942165375,0.21477697417140007,0.6321195835868517,0.10621306921044986,0.038011956649521984,0.16156267623106638,0.18619051513572535,0.0,0.44486162308196026,1.6034661042363487
28,0.09090909090909094,0.9066678236831318,0.1654500924050808,0.17580937380817804,0.3677649694410237,0.23290036313913084,0.507808855311437,0.10846249671144918,0.12818497774953191,3.9528676639903675,0.10801930637522177,0.038654357186433945,14.472727272727273,2.7751258114973703,0.7230240975817045,0.9255237529675165,0.911988765001297,1.2729709943135579,1.253493383526802,0.02618320317318042,4.2917837997277575,0.16083621606230736,0.27112276914219063,0.016912424510034423,1.5723710929354031,0.20328505150973797,0.6493069119751453,0.10807011307527621,0.038011956649521984,0.1591795887798071,0.18305919567743936,0.0,0.44435427582384196,1.5967369404731053
29,0.045454545454545414,1.1119187718087977,0.23456765020435508,0.2752118568867445,0.41293555274605753,0.3727125752378594,0.5701391402293335,0.11430688412352041,0.13467758772048083,3.784074232795022,0.10695043307813731,0.038664300367236136,15.409090909090908,2.8248330652713776,0.7329770723978678,0.9382668932278951,0.933657243847847,1.2922617693742116,1.2855408042669296,0.026172488074128825,4.398636778195699,0.16220434910307327,0.2814378421753645,0.01876671123318374,1.5106224541862805,0.21005521093805632,0.6697034065922102,0.11391254359235366,0.038011956649521984,0.16310736909508705,0.18823975076278052,0.0,0.451300138704784,1.6319618172372055
30,0.0,1.2319597114216199,0.2994580665095286,0.37357830716805024,0.37139717509800735,0.5164478174664757,0.5133454648608511,0.11047016883438283,0.1304263502698053,3.750523166223006,0.11164298924532803,0.038656014254824685,14.636363636363637,2.7932587365309396,0.7335914969444275,0.9409761230150858,0.9220512683192889,1.2962655276060104,1.2689231783151627,0.026215288244808715,3.932797114054362,0.15403155020127693,0.2950511574745178,0.021693277832431097,1.472893811762333,0.20173909701406956,0.5784117095172405,0.12046571355313063,0.038011956649521984,0.16074171289801598,0.1851383497317632,0.0,0.4492872653850682,1.6203224816593644
