BrakeDataRS,BrakeDataRNS,BrakeModelRS,BrakeModelRNS,SteerDataRS,SteerDataRNS,SteerModelRS,SteerModelRNS
2.4,-0.45,-0.9897286445206395,-1.575964466754768,2.03,-0.83,-0.4082051277159792,-0.6345175129089298
2.7800000000000002,0.4425,-0.5489185905299169,-0.7966337961866212,2.76,0.4675,-0.3454827117698548,-0.5918559532008892
3.11,0.73,-0.5222440587829723,-0.7708495421709181,3.1,0.7849999999999999,-0.29574197534103963,-0.5492003629058643
3.39,0.9425,-0.3231292556640397,-0.7443135401916421,3.38,1.0675000000000001,-0.12921070697548107,-0.39345346457192076
3.43,1.25,0.41489218763299696,0.44588078065198317,3.71,2.13,0.27108923304971494,0.5432967975726791
