BrakeDataRS,BrakeDataRNS,BrakeModelRS,BrakeModelRNS,SteerDataRS,SteerDataRNS,SteerModelRS,SteerModelRNS
2.4,-0.45,1.8396287609673572,-0.0017158117608075509,2.03,-0.83,1.7916291522792651,-0.034943798534134186
2.7800000000000002,0.4425,1.8727777073333531,0.012718338279167463,2.76,0.4675,1.8643066667257393,-0.0005291211056931422
3.11,0.73,1.8801311989469918,0.03323488262478023,3.1,0.7849999999999999,1.9239103659493515,0.04829043279404961
3.39,0.9425,1.8837281213581396,0.22250544876677003,3.38,1.0675000000000001,1.9836812019405978,0.13156664802583853
3.43,1.25,2.472556547310513,0.24493666174088427,3.71,2.13,2.4381532748698453,0.6962111581666667
