BrakeDataRS,BrakeDataRNS,BrakeModelRS,BrakeModelRNS,SteerDataRS,SteerDataRNS,SteerModelRS,SteerModelRNS
2.4,-0.45,2.8332131035441663,0.8059367116467482,2.03,-0.83,2.796758904857923,0.7499931955090133
2.7800000000000002,0.4425,3.06270093606048,1.035110421389816,2.76,0.4675,2.9893983187388122,0.9097388893997869
3.11,0.73,3.07470258731043,1.0414661455794108,3.1,0.7849999999999999,3.01991089850998,0.983598366708808
3.39,0.9425,3.078886567571792,1.0457862977127568,3.38,1.0675000000000001,3.0398958074593123,1.0169688303255238
3.43,1.25,3.0840395346377627,1.2377113328811669,3.71,2.13,3.193039069281526,1.2059817774346184
