BrakeDataRS,BrakeDataRNS,BrakeModelRS,BrakeModelRNS,SteerDataRS,SteerDataRNS,SteerModelRS,SteerModelRNS
2.4,-0.45,2.268981019636013,0.6032428434248849,2.03,-0.83,2.2593991336318413,0.5548610338977132
2.7800000000000002,0.4425,2.471897650091108,0.6447343512976219,2.76,0.4675,2.4398417070680427,0.6490587009900464
3.11,0.73,2.480649826114592,0.8326738614863043,3.1,0.7849999999999999,2.4817577290778976,0.7638680842512637
3.39,0.9425,2.6555448035972447,0.844043527421209,3.38,1.0675000000000001,2.583485449263745,0.7976483542450215
3.43,1.25,3.0704328524207534,1.0424558490676301,3.71,2.13,2.9362620299625948,0.9728303347244509
