controller,factual_ade_m,factual_fde_m,factual_p95_m,event_energy_score,event_count,futures_per_event
frozen_hiqr,0.12645825743675232,0.23777391016483307,0.4010624498128891,131.06537948090386,265,32
idm_only,0.17246899008750916,0.36080971360206604,0.4949659496545795,67.72321575863072,265,32
a2_transfer,0.7814916372299194,1.9161107540130615,0.7126960039138802,80.67302040385117,265,32
calibrated_residual,0.13259832561016083,0.2490454614162445,0.4182319164276126,72.37630708195069,265,32
calibrated_supervised,0.13367165625095367,0.25295940041542053,0.4264981180429459,72.49503414576998,265,32
