epoch,stage,teacher_forcing,train_loss,train_recon_loss,train_roll_loss,train_prior_roll_loss,train_endpoint_roll_loss,train_prior_endpoint_roll_loss,train_prior_control_loss,train_late_prior_control_loss,train_start_prior_roll_loss,train_start_prior_endpoint_loss,train_start_prior_control_loss,train_plan_loss,train_plan_state_loss,train_joint_plan_loss,train_overlap_loss,train_local_residual_loss,train_plan_smoothness_loss,train_plan_mode_mixture_loss,train_plan_mode_diversity_loss,train_plan_mode_calibration_loss,train_anchor_loss,train_latent_loss,train_switch_rate,train_boundary_target_rate,train_rollout_response_steps,val_loss,val_recon_loss,val_roll_loss,val_prior_roll_loss,val_endpoint_roll_loss,val_prior_endpoint_roll_loss,val_first_step_recon,val_anchor_loss,val_latent_loss,val_latent_kl,val_duration_nll,val_censor_nll,val_posterior_boundary_nll,val_prototype_reconstruction,val_state_bootstrap_nll,val_switch_rate,val_boundary_target_rate,val_prior_control_loss,val_late_prior_control_loss,val_start_prior_roll_loss,val_start_prior_endpoint_loss,val_start_prior_control_loss,val_plan_loss,val_plan_state_loss,val_joint_plan_loss,val_overlap_loss,val_local_residual_loss,val_plan_smoothness_loss,val_roll_mode_ADE_m,val_roll_mode_FDE_m,val_roll_mode_1s_ADE_m,val_roll_mode_1s_FDE_m,val_roll_mode_1s_gap_MAE_m,selection_eligible
11,joint,0.95,1.7627963679563148,0.09838983175236128,0.026234234587235603,0.2944028731245687,0.03334698213279112,0.41352601432044267,0.15262071724183698,0.1473300066752315,0.05353335073873789,0.062149105448010014,0.2490110655366902,0.08694064463588956,0.08662247316044833,0.0,0.003358416541164165,0.0042865330159309765,0.004502191513909674,0.0,0.0,0.0,0.5059531642923538,3.2911339211166917,0.9032744079456999,0.03911716381292516,19.80634201585504,3.073812415360143,0.3991389829645712,0.46842367529238343,0.48656329559901407,0.6579670682155266,0.6851476541271916,0.03551342942451358,0.6161060576085691,3.179910806121019,0.2076053114006759,0.17965527667255,0.08134854303071738,2.7559602702105486,0.1923174650738479,0.3659988272757757,0.9011024980948715,0.037916582141800846,0.16189907664659792,0.16485947788392424,0.05266875840684093,0.06086746153850404,0.24696030897438212,0.16957319318932831,0.615177576188688,0.0,0.006882937408234707,0.0038079827834196665,0.003399279338145067,0.21861383817920088,0.8973446599852496,0.030450082041493392,0.04164441813146361,0.026587326574088643,1.0
12,joint,0.9,1.76170180216516,0.09943814538545814,0.027264708741689323,0.2995449638548956,0.034360081775879674,0.4205573526709968,0.15325640352909048,0.14817882114905329,0.05341878627444853,0.06230397710190624,0.24930469458870008,0.08725133043790863,0.08750958407417969,0.0,0.0034811253206422582,0.0043561990480418585,0.004581649440191981,0.0,0.0,0.0,0.4986059890125508,3.2546314383147124,0.8990784901724801,0.03911208109413342,19.986409966024915,3.033900983749874,0.3963119439662449,0.4636104499536847,0.4704585613081695,0.6505176932723434,0.6612886862149314,0.035387979495146916,0.6068556135293668,3.120450914221466,0.20422995847368997,0.17735754694572833,0.07544073870494253,2.8153682234426025,0.17904300514667754,0.35610752146710795,0.9030783901769648,0.037916582141800846,0.16202277497008996,0.164829098279514,0.05244370599193548,0.06083796995263251,0.24756645076173953,0.17005088026561435,0.6084125953376609,0.0,0.006792935049999013,0.003906313713058514,0.004046564369841858,0.2135663053155433,0.8741186754479723,0.030503152301595483,0.041760017901004746,0.02664001857956431,1.0
13,joint,0.85,1.7539181076116768,0.10045876020685868,0.028435973982123126,0.2987696436125182,0.03554056387812338,0.4192546814308836,0.15347546729705341,0.14833832978527245,0.05327151088826654,0.062468409719681824,0.2496558758910083,0.08801764029574961,0.08880464325944808,0.0,0.0035910057950773334,0.004458470970639033,0.004538419187366372,0.0,0.0,0.0,0.49085054999704675,3.2039007568143365,0.8921315331151234,0.03911081036196289,20.020385050962627,3.0182474088416527,0.3956611028739384,0.46214713085265385,0.4707322172702305,0.6481841257009556,0.6613271816697701,0.03523577829556806,0.5999193547894714,2.93630494011773,0.20225312367633538,0.1950496330305382,0.05558611863544063,2.8181556923679576,0.1672600711937304,0.3223234143048998,0.88912850082236,0.037916582141800846,0.16204123403975573,0.16474493833445997,0.05253191101093772,0.0615661529203256,0.24776897433573608,0.1695283891820403,0.6065110343473928,0.0,0.006782239197048718,0.004036071970221148,0.0038932434433489723,0.21420156633511925,0.8754657084849735,0.030577414239436006,0.04196432233248525,0.02670739369668301,1.0
14,joint,0.8,1.7403947359303251,0.101376389989699,0.02971253177469611,0.2921981753640105,0.036809370638897575,0.4097734164712383,0.15317987347715709,0.1476747027069904,0.05314869060268623,0.06254296010678649,0.24986086017953174,0.0892215953593481,0.09047748728962204,0.0,0.003691966624852451,0.004492692474543728,0.0046468128166493716,0.0,0.0,0.0,0.48546812768565706,3.108254605484441,0.8901026149028289,0.03910509232402118,19.881087202718007,3.016174175121166,0.39934366026883406,0.46760772870331213,0.4729889352170248,0.6561699266786929,0.6647027557489102,0.03525903702728332,0.5848068345791448,2.8645894376058427,0.2023792054760393,0.18874158383046508,0.05917709752444237,2.825861620524573,0.15423527509762497,0.31071817307245164,0.8910642512260921,0.037916582141800846,0.16212047636508942,0.1646637047724749,0.05257478640193031,0.061934625503247374,0.24795525099234605,0.16953329986365384,0.613467172024742,0.0,0.006732640689406446,0.003720812537712316,0.0036000732674938505,0.21499159450110586,0.8794107799747087,0.030613098345098944,0.04205900721062933,0.02674351824900308,1.0
15,joint,0.75,1.7304377854207904,0.10241936202058706,0.031134251813116322,0.28703223049033133,0.0382597865041088,0.4019605880381702,0.15298022031952813,0.14717463538101277,0.05309554946736463,0.06279473146792851,0.2501614828038189,0.09036771428274541,0.09213775068960266,0.0,0.0038581907462818064,0.004645480966039364,0.004652448995766627,0.0,0.0,0.0,0.47819071356734494,3.0676396300811595,0.8884291557061442,0.03910318626004397,19.788221970554925,3.009972507991488,0.3961132701742586,0.46234732424771346,0.46978449395724703,0.6480391290452745,0.6596765956550679,0.035013722324812854,0.574490055836067,3.2639999187812605,0.2022014957256418,0.19525173882012645,0.05412913715989186,2.8242224335039734,0.14484071565998924,0.392304244810942,0.8821681189158607,0.037916582141800846,0.1617517983787274,0.16409370011438137,0.052452396975938606,0.06188481228140296,0.24830683230092285,0.16905380982570548,0.6062619436985601,0.0,0.006845774257151538,0.004188845174327966,0.0036209959970422523,0.21442859071491424,0.8746113543132195,0.030652529616884767,0.04213539094449782,0.02678701526061503,1.0
16,joint,0.7,1.7298986055842882,0.1036766536727902,0.032675212576124706,0.29119407143422726,0.039864289590145964,0.4077513298591428,0.15336496986254694,0.1478315715763469,0.05307246595283597,0.06299159362372159,0.25035877240608667,0.09098140658264386,0.093625264927863,0.0,0.0038772923057099396,0.004847140314051141,0.004591573048741604,0.0,0.0,0.0,0.4715182682665936,3.017437217459673,0.8878895335262251,0.039089208833202466,19.996602491506227,2.989389805566697,0.3963943068627958,0.46346743396981055,0.4805377382765371,0.6498920747212001,0.6758139202834437,0.035023060484380315,0.5665000058986522,2.772861287707374,0.2001869118718243,0.18947296088965482,0.05736961692729324,2.800858042227528,0.12732961265340684,0.2996575330931043,0.879004576218822,0.037916582141800846,0.1612095954241576,0.163264152549562,0.052269736432997635,0.06183821061458537,0.24856639901796976,0.16868058288538898,0.6075914732362858,0.0,0.006617892511366378,0.004301780733777575,0.003896523451816941,0.2172804531066013,0.8861401952906579,0.030674012037553152,0.04216133691610449,0.026818817017528987,1.0
17,joint,0.65,1.7284868470944743,0.10503901881276549,0.034541190187378217,0.29104485270796115,0.041851026032411094,0.40747884430607206,0.1533639561701334,0.14775705000012268,0.053029694017508025,0.06316889167287612,0.25064587709520303,0.09216606802605556,0.09581573071255689,0.0,0.0039749362807623865,0.004922704659887544,0.004597666644884668,0.0,0.0,0.0,0.4661553584098276,2.993815423678164,0.8874593934683406,0.03910572768957908,20.012457531143827,2.9598204723741643,0.3946673923699313,0.4602811216677307,0.4661441746527556,0.6448503628609672,0.6546318650876404,0.03468745835519657,0.5560137415058398,2.7356051187666637,0.2086883803839406,0.19154483576615652,0.05060267235551562,2.819520458342537,0.11919774268827742,0.2921382725711853,0.874052000739587,0.037916582141800846,0.16162961839683473,0.1637478085264327,0.05239381660860051,0.06273883216516682,0.2486400913309168,0.16868122521216278,0.6034367999071797,0.0,0.006814520988396551,0.0043709983977750335,0.00393287424446532,0.21320427591088184,0.8709888801413188,0.030713783295649284,0.04229491989669308,0.02685202876533531,1.0
18,joint,0.6,1.7220158040996045,0.10654896047147727,0.03661854447858115,0.2894476998432846,0.044114402587085724,0.4049713040869746,0.15332668504993077,0.14759879204046955,0.05287563291168429,0.06301571684863128,0.2508030475063475,0.09354748206459923,0.09820479538506857,0.0,0.004054923446127556,0.005055910852840033,0.004584787896014792,0.0,0.0,0.0,0.4603791797485114,2.933207683628035,0.8875156335220467,0.03912478780726209,20.014722536806342,2.9271843181085333,0.3912972134572488,0.4550218392932226,0.46218771656985,0.6368217679558608,0.6486029470408404,0.034627272082226615,0.5429917772610983,2.7564395104766524,0.19921875118263185,0.18249039028687453,0.06005841431518396,2.867238230175442,0.10972020211358549,0.29762843952923224,0.8818677931866318,0.037916582141800846,0.1615918865279546,0.1635777213901439,0.05211472075688776,0.0619414947808735,0.2489282881456708,0.16800249080178598,0.595870245386053,0.0,0.006625213933783391,0.004542511815165795,0.0038391578247741103,0.2120184682822835,0.8628617360076778,0.03071063877928943,0.042218820635335615,0.026869523852100702,1.0
19,joint,0.55,1.722700700349473,0.10833734015713732,0.03919062587102434,0.2905634105171785,0.04699137706060642,0.40657436964128457,0.15336861919573722,0.14765056191457357,0.05278073035239633,0.06305332810513566,0.2510077542248831,0.0950721497410151,0.10135992914269491,0.0,0.004102225897154462,0.005222345263584351,0.004660067470197904,0.0,0.0,0.0,0.45526768552352453,2.903945984143768,0.8887072774588994,0.0391279645401263,20.065685164212912,2.9382959837635987,0.3954216047884926,0.462332512020434,0.4733352894505496,0.6477243398863172,0.6647757112033783,0.03443331700114031,0.5306141136815308,2.7322773592812672,0.19792591902629408,0.1777539807494986,0.06783308479047957,2.9548812076528237,0.10039258354082309,0.28993029632265604,0.9017655966143129,0.037916582141800846,0.16047226310407042,0.1620073650406782,0.05188188885175993,0.06150761167839091,0.24892207049818896,0.1674134885034864,0.6056628898968772,0.0,0.006653205267395134,0.004785131401919498,0.004001263036299004,0.21577845424241945,0.8763932582236675,0.03070576283422729,0.0421617417920352,0.026886359777149458,1.0
20,joint,0.5,1.72008740456431,0.11024857266032952,0.04212433547372186,0.2861957983414422,0.05034517826320496,0.4002816605878443,0.15300893834196158,0.14686459686822287,0.05269185763320729,0.06299853367501045,0.25116232180986914,0.0971548901881394,0.10526920851670198,0.0,0.004192047654350509,0.00538027064457097,0.004714060743262365,0.0,0.0,0.0,0.4517713221188715,2.874053478240967,0.8899476538968113,0.039098103559182563,19.936579841449603,2.925934840762426,0.39706730621832387,0.4646326380747336,0.4697296278817313,0.6513108153822561,0.659456815984514,0.034311329827658714,0.5257833628427415,2.621021901488935,0.2025232371829805,0.18436969887642635,0.05582983872641331,2.950049806524206,0.08773403472843624,0.2706105274655832,0.9025957609610583,0.037916582141800846,0.16092732635440019,0.16264598497322627,0.05157361609279794,0.06080254614747391,0.24883273669651576,0.1688945328905469,0.6086463335329894,0.0,0.006853406935949963,0.004164232225674722,0.003743670298101962,0.21531515069857987,0.8740185271015223,0.03067498568941477,0.042006930174112354,0.02688966441071119,1.0
21,joint,0.44999999999999996,1.7310657819832167,0.11279462455926909,0.046004474694637046,0.2922671055537253,0.05499487476990825,0.40896314387615784,0.15314396950896167,0.147278971683196,0.05256591851602594,0.06282962737172539,0.25127990341335027,0.09890649646588118,0.11012086467996729,0.0,0.004245039760657203,0.005539322783484937,0.00477318286327255,0.0,0.0,0.0,0.449952337608197,2.8465547650748713,0.8913628439401041,0.0391146223812806,20.118912797281993,2.9285488658481174,0.39851373260614104,0.4672614405394862,0.47121912445971575,0.6547257335728438,0.6611388417148085,0.034228458340284686,0.5161022119736546,2.6785013789222356,0.18890881049569952,0.17797304453357818,0.0569146597590396,2.9718055397114425,0.08084643647941962,0.28618140928644353,0.8991310738381886,0.037916582141800846,0.16001334360667638,0.16131607801825912,0.051702445579899683,0.06129456707645976,0.2493271002220729,0.1668003388340511,0.6116355206600572,0.0,0.006755628549153843,0.004990245944884403,0.003967274090018931,0.21537275125872735,0.8710696296556133,0.030702027172667363,0.042087679860844815,0.026913843239396367,1.0
22,joint,0.4,1.7247969184834446,0.11562609940024761,0.05060884537489606,0.28122364949869544,0.06060334567997356,0.39330840915745274,0.15244713800274773,0.14595604824621572,0.05237746761852321,0.06243410058496762,0.25143032285594724,0.10192064320750847,0.11646551870881229,0.0,0.0043650950312546935,0.005818796878847233,0.0048377993118465116,0.0,0.0,0.0,0.44852752343984587,2.790927276470923,0.8930720619410107,0.03910509233878733,19.822197055492637,2.9002090686212774,0.39600978578839985,0.46340991375307555,0.46185161480827935,0.6488506891740062,0.6478467589963681,0.034041016535074624,0.506720530766028,2.5379307106058433,0.182193864905645,0.17172087397840288,0.059061550530333996,3.01173707290932,0.07150291472121521,0.2601034500926891,0.8943353399397835,0.037916582141800846,0.15992618434958988,0.16110695259911673,0.052033787681942896,0.06257098731855867,0.24963088428217267,0.1668628301254656,0.6059945257252486,0.0,0.006648424539774183,0.004917801372588627,0.003920507388159869,0.21200482211228525,0.8602882029697012,0.03075538057017243,0.042292293926192374,0.026931816262932347,1.0
23,joint,0.35,1.7386694705094783,0.11950864410818905,0.056742822032080094,0.28338285232656807,0.06824365980492848,0.3963016324411837,0.15236965530590996,0.1458602878913739,0.052339215228167424,0.062484230660534934,0.25156711485755806,0.10461082340704356,0.12439614225554439,0.0,0.004447679749942076,0.006078269901144342,0.005002952295240534,0.0,0.0,0.0,0.447735076852455,2.747804070113064,0.8938006152518069,0.039102551015779495,19.892412231030576,2.993960013465276,0.413899466947273,0.49143631969179424,0.5016023556076029,0.690559703836996,0.7052738590845986,0.03389221131210289,0.4980609144167925,2.7351612161706993,0.18807742401720987,0.17753081102535206,0.059455626757529675,2.98582858004898,0.06643880217794389,0.29944028204711026,0.8987524783800519,0.037916582141800846,0.15938117390587217,0.16034458317453898,0.05125395417528809,0.06050164266316979,0.24940389449949618,0.16656099646179764,0.6429290632722239,0.0,0.006693415232889709,0.005042023924746053,0.0041679907873489715,0.22590140008543427,0.9133513540142297,0.03068121695863846,0.04196206633546623,0.02692713073683937,1.0
24,joint,0.30000000000000004,1.7638645215320694,0.12477782852989901,0.06503604061791877,0.2895140071333062,0.07892024460947931,0.40483505139602,0.15255062628879149,0.14617245568390747,0.05224747060126248,0.06229390466368482,0.25178334709269545,0.1078069654893497,0.1350414174801901,0.0,0.004524495002802035,0.006367943907791531,0.005155055621261302,0.0,0.0,0.0,0.44857097650843325,2.74160746161827,0.8958902831525792,0.03913177651725498,20.083805209513024,2.86225548244658,0.3919392802097179,0.4573097460799747,0.4585761694365708,0.6398428492445164,0.6431797982523682,0.03376582913376667,0.4949805873727042,2.5811880675573198,0.18390924321911323,0.1690388926595607,0.06141328091225611,3.0311139840928334,0.05722295634803318,0.27036503895565317,0.9019254515410731,0.037916582141800846,0.1597657646767046,0.16087091103117301,0.05128328533715041,0.06065788407805105,0.24944097521128478,0.1663222899512639,0.5977686719288902,0.0,0.007138130779836386,0.005482689529243443,0.004356752354257479,0.21187958452128003,0.8576979238781146,0.030686674036561366,0.04196694998291706,0.02693485228821489,1.0
