feature,real_count,generated_count,ks,wasserstein,real_mean,generated_mean
left_rear_other_ax_mps2,217,217,0.16589861751152074,0.10881170821440522,-0.051797229796648026,0.03192182630300522
left_rear_other_ay_left_mps2,217,217,0.15668202764976957,0.024261830048421005,-0.017695853486657143,-0.004845677874982357
right_front_rel_x_m,1993,1993,0.0672353236327145,2.270387047628381,38.112510681152344,40.32793426513672
right_front_rel_y_left_m,1993,1993,0.05669844455594581,0.053975928834617534,-3.972318172454834,-3.9629323482513428
right_front_rel_vx_mps,1993,1993,0.030607124937280482,0.22041619301862864,-4.275760173797607,-4.131009101867676
right_front_rel_vy_left_mps,1993,1993,0.025589563472152535,0.02194716191649199,-0.021465126425027847,-0.011493115685880184
right_front_other_ax_mps2,1993,1993,0.043652784746613146,0.018727605876676844,-0.018700450658798218,-0.016899889335036278
right_front_other_ay_left_mps2,1993,1993,0.0958354239839438,0.006389840904971879,0.0036879079416394234,-0.0015692772576585412
right_rear_rel_x_m,824,824,0.11286407766990292,5.09295713714351,-40.76206970214844,-41.43183517456055
right_rear_rel_y_left_m,824,824,0.06432038834951456,0.051967909324516386,-3.9416444301605225,-3.940349578857422
right_rear_rel_vx_mps,824,824,0.08616504854368932,0.38274024263503564,-3.0685315132141113,-3.1172757148742676
right_rear_rel_vy_left_mps,824,824,0.08980582524271845,0.042675191292412665,-0.013519417494535446,-0.016197051852941513
right_rear_other_ax_mps2,824,824,0.11893203883495146,0.06225948604456719,-0.05550971254706383,-0.04012691229581833
right_rear_other_ay_left_mps2,824,824,0.12864077669902912,0.013828551964110983,0.012912620790302753,0.002054876182228327
same_front_delta_vx_1s_mps,2138,2138,0.04162768942937325,0.029507813544837648,-0.048166509717702866,-0.05254139006137848
same_front_delta_vy_left_1s_mps,2138,2138,0.04911131898971001,0.0071064095490157315,0.0025678202509880066,0.002333045704290271
same_front_mean_ax_1s_mps2,2138,2138,0.03788587464920486,0.03325009513126634,-0.04864934831857681,-0.05235528573393822
same_front_min_ax_1s_mps2,2138,2138,0.04677268475210477,0.0413811231398793,-0.11141721904277802,-0.11177641898393631
same_front_final_ax_1s_mps2,2138,2138,0.04583723105706267,0.03667084033835341,-0.06053320690989494,-0.06721564382314682
same_front_mean_ay_left_1s_mps2,2138,2138,0.027595884003741813,0.004015282422234862,-0.0004466795944608748,-0.0007733447127975523
same_rear_delta_vx_1s_mps,854,854,0.09250585480093677,0.120429709800181,-0.22312647104263306,-0.17773789167404175
same_rear_delta_vy_left_1s_mps,854,854,0.0936768149882904,0.017925419545878576,-0.007540983147919178,-0.004650770220905542
same_rear_mean_ax_1s_mps2,854,854,0.07259953161592506,0.10835142592579564,-0.222874253988266,-0.17675279080867767
same_rear_min_ax_1s_mps2,854,854,0.07377049180327869,0.10755669770749239,-0.3042154908180237,-0.26046574115753174
same_rear_final_ax_1s_mps2,854,854,0.10889929742388758,0.12197126858198112,-0.22204916179180145,-0.16838319599628448
same_rear_mean_ay_left_1s_mps2,854,854,0.06206088992974239,0.012904396157858154,-0.0066159251146018505,-0.002763947006314993
left_front_delta_vx_1s_mps,500,500,0.166,0.11783596940897406,-0.013300000689923763,-0.004142311867326498
left_front_delta_vy_left_1s_mps,500,500,0.18,0.03335822049877607,-0.001539999502710998,0.005194071214646101
left_front_mean_ax_1s_mps2,500,500,0.142,0.10850790329021404,-0.014184615574777126,0.013317040167748928
left_front_min_ax_1s_mps2,500,500,0.146,0.11109970316477119,-0.07674000412225723,-0.041149575263261795
left_front_final_ax_1s_mps2,500,500,0.144,0.10362200418114662,-0.024639999493956566,0.014961850829422474
left_front_mean_ay_left_1s_mps2,500,500,0.098,0.013691674303496257,-0.0024215388111770153,0.002048729918897152
left_rear_delta_vx_1s_mps,217,217,0.16129032258064516,0.11656794078596588,-0.06041474640369415,0.023034825921058655
left_rear_delta_vy_left_1s_mps,217,217,0.18433179723502305,0.02970856541879303,-0.01695852540433407,-0.007087177596986294
left_rear_mean_ax_1s_mps2,217,217,0.17511520737327188,0.1099575172856553,-0.060418300330638885,0.020493874326348305
left_rear_min_ax_1s_mps2,217,217,0.15207373271889402,0.11074447794066321,-0.11645160615444183,-0.03609256073832512
left_rear_final_ax_1s_mps2,217,217,0.17511520737327188,0.1211899270513846,-0.06617511808872223,0.0190266203135252
left_rear_mean_ay_left_1s_mps2,217,217,0.1382488479262673,0.022300148190188,-0.014470046386122704,-0.006887264549732208
right_front_delta_vx_1s_mps,1993,1993,0.04415454089312594,0.020738192186753955,-0.025634722784161568,-0.021559419110417366
right_front_delta_vy_left_1s_mps,1993,1993,0.07024586051179127,0.0083075632048912,0.004525840748101473,-0.002426552353426814
right_front_mean_ax_1s_mps2,1993,1993,0.04264927245358756,0.02065320930163501,-0.02590084634721279,-0.022406168282032013
right_front_min_ax_1s_mps2,1993,1993,0.043652784746613146,0.02242980255021976,-0.07076267153024673,-0.06433117389678955
right_front_final_ax_1s_mps2,1993,1993,0.05268439538384345,0.021463122547824252,-0.03309081494808197,-0.030601732432842255
right_front_mean_ay_left_1s_mps2,1993,1993,0.04917210235825389,0.006135828815579091,0.0036145737394690514,-0.002035762183368206
right_rear_delta_vx_1s_mps,824,824,0.12014563106796117,0.0779504287056625,-0.053713589906692505,-0.03441837057471275
right_rear_delta_vy_left_1s_mps,824,824,0.12135922330097088,0.022839627076659222,0.013604369014501572,0.00605678278952837
right_rear_mean_ax_1s_mps2,824,824,0.1407766990291262,0.07881529382151695,-0.053527817130088806,-0.028217671439051628
right_rear_min_ax_1s_mps2,824,824,0.11165048543689321,0.07262926539055806,-0.09722087532281876,-0.07403918355703354
right_rear_final_ax_1s_mps2,824,824,0.10679611650485436,0.06866041447026927,-0.05127427354454994,-0.034139636904001236
right_rear_mean_ay_left_1s_mps2,824,824,0.0970873786407767,0.0163577629877164,0.011565066874027252,0.005790573079138994
