epoch,rollout_seconds,selection_metric,stage,stage_epoch,train_action,train_behavior_kl,train_behavior_reconstruction,train_diversity_floor,train_initial_plan_position,train_interaction,train_loss,train_overlap,train_physical,train_plan_action,train_plan_position,train_position,train_refinable_fraction,train_roll_loss,train_start_fraction,train_start_loss,train_start_summary,train_velocity,val_action,val_behavior_kl,val_behavior_reconstruction,val_diversity_floor,val_initial_plan_position,val_interaction,val_loss,val_overlap,val_physical,val_plan_action,val_plan_position,val_position,val_refinable_fraction,val_roll_action,val_roll_behavior_kl,val_roll_behavior_reconstruction,val_roll_diversity_floor,val_roll_initial_plan_position,val_roll_interaction,val_roll_loss,val_roll_overlap,val_roll_physical,val_roll_plan_action,val_roll_plan_position,val_roll_position,val_roll_refinable_fraction,val_roll_start_summary,val_roll_velocity,val_start_action,val_start_behavior_kl,val_start_behavior_reconstruction,val_start_diversity_floor,val_start_initial_plan_position,val_start_interaction,val_start_loss,val_start_overlap,val_start_physical,val_start_plan_action,val_start_plan_position,val_start_position,val_start_refinable_fraction,val_start_start_summary,val_start_summary,val_start_velocity,val_velocity
11,3.0,0.12388456355528829,closed_loop,3,0.02863777996679434,0.03655433323876829,0.018254096402977368,0.0,0.06489724302213376,0.05618761920749179,0.07359652089535836,0.0028649549791826758,1.186603654694837e-05,0.037682966929729854,0.04769231586977396,0.033405654383989444,0.5253054031955051,0.07355436326630457,0.5000090384847954,0.0736386781604288,0.006265866650884042,0.035681311107583234,0.02479493638707532,0.0,0.0,0.0,0.06601110300315279,0.04891135935331621,0.06474976142543176,0.001309360981279511,8.217558138041914e-06,0.03393198247437203,0.04380335700180796,0.03089493280276656,0.5248945698378578,0.024891090268890064,0.0,0.0,0.0,0.06599715773371004,0.04901074306181972,0.06441192283102917,0.0013252210868929055,8.231744926336302e-06,0.03393092708632586,0.043900239103961555,0.03081502475672298,0.5248945698378578,0.0,0.03294587758414093,0.024698782616132307,0.0,0.0,0.0,0.06602504828737842,0.0488119756152469,0.06508760044853838,0.001293500875204151,8.203371362830535e-06,0.033933037810678045,0.043706474855305655,0.030974840900550287,0.5248945698378578,0.00886089701782025,0.004430448508910125,0.031919830863083164,0.03243285416817618
12,3.0,0.13341761462305177,closed_loop,4,0.027883967498638616,0.03267541631087724,0.017508293355648154,0.0,0.06514194477017188,0.05548685901151842,0.07263549593235338,0.0026891446228676373,1.1608100419216004e-05,0.03680580026591189,0.0472004907672549,0.03323167330643183,0.5253114292909254,0.07255465104960747,0.5000090384847954,0.07271634077711843,0.006148809165920913,0.03497239841289103,0.027825589446971815,0.0,0.0,0.0,0.06130165229773238,0.052448329974025015,0.06653752288825455,0.0010643181153610053,8.322870691414671e-06,0.03744651573813624,0.04456809764757516,0.030591485733609824,0.5248945698378578,0.027893077079502362,0.0,0.0,0.0,0.06134944169649056,0.05259867838864762,0.06655377412717493,0.0010704872087993111,8.342933009471957e-06,0.03747945542018565,0.045024273310980155,0.030801612565973923,0.5248945698378578,0.0,0.03500156838535553,0.027758101910530103,0.0,0.0,0.0,0.06125386309115186,0.05229798207680384,0.06652127125019593,0.0010581490198438544,8.302808549752438e-06,0.03741357598217234,0.044111922043301756,0.030381358893854276,0.5248945698378578,0.009778156935695618,0.004889078467847809,0.03383726635504337,0.03441941732954648
13,3.0,0.12802984797802955,closed_loop,5,0.027262620578821475,0.02936295453560307,0.017272244982212505,0.0,0.06439447317180638,0.0548134530999697,0.07150669388960455,0.002611486609952371,1.1332399320984168e-05,0.03609610297665722,0.04649072148684434,0.032860832695573085,0.5253054038538402,0.07089472950745561,0.5000090384847954,0.0721186581673061,0.005987821447527702,0.03420854624465247,0.025420702328639373,0.0,0.0,0.0,0.061206301999470546,0.05336377743099417,0.06613086709486586,0.001271132314171169,8.223416992833003e-06,0.03449196943510619,0.04444093940158685,0.031277694547223664,0.5248945698378578,0.025656640913987918,0.0,0.0,0.0,0.06113595521402738,0.05311623493593837,0.0656870836835532,0.001273499828548954,8.247616792668995e-06,0.034695116049122246,0.044520531721886185,0.031167520350584434,0.5248945698378578,0.0,0.03314818044207872,0.025184763750682276,0.0,0.0,0.0,0.06127664853360445,0.0536113197486552,0.06657465066879041,0.0012687647970215906,8.19921730397702e-06,0.034288823035442166,0.044361347081287514,0.03138786887690898,0.5248945698378578,0.010565241806149955,0.005282620903074978,0.03205442189845064,0.03260130104091433
14,3.0,0.12576101443798945,closed_loop,6,0.02674843590412235,0.025854555856730844,0.018327746368602817,0.0,0.0644242908163099,0.05415583654807702,0.0706460511781902,0.0025500091312638308,1.2158268031581926e-05,0.03550720786297585,0.045878453406496586,0.03256370900744792,0.5253339393623015,0.07031382735543264,0.5000090384847954,0.07097827507374442,0.00577828504846209,0.0335599604880116,0.025917488150298595,0.0,0.0,0.0,0.06330580942864929,0.053066135546754274,0.06572985453974634,0.0012413158708821153,8.334331090238612e-06,0.0335683476933766,0.043767426340352925,0.030838219737190576,0.5248945698378578,0.02595614126720835,0.0,0.0,0.0,0.06347660770610211,0.05316699572676231,0.06553069751946226,0.0012542885194148218,8.349507999308491e-06,0.033530230611740125,0.04406731306678719,0.030992408061311358,0.5248945698378578,0.0,0.03388596581117738,0.025878834966865796,0.0,0.0,0.0,0.06313501103293329,0.0529652756476213,0.0659290108948,0.001228343222349409,8.319154155453852e-06,0.03360646470849003,0.043467539820879225,0.030684031331763853,0.5248945698378578,0.01127899597798075,0.005639497988990375,0.03293945805894004,0.033412711923971536
15,3.0,0.11369931009529871,closed_loop,7,0.026459611877925636,0.027686452139374707,0.01639353043020734,0.0,0.063931346541,0.05418501819658806,0.07015907976811177,0.002476764636841415,1.1888155056183054e-05,0.03512841417670199,0.04561987621496062,0.03244545597333015,0.5253071974371081,0.06962518367723276,0.5000090384847954,0.07069297556147397,0.005769712769544305,0.03324087619775164,0.023151467665142957,0.0,0.0,0.0,0.05651906444617207,0.0481215582953559,0.06297523689471067,0.0012449510589552422,8.274440566826762e-06,0.03185555501471436,0.042409764809740916,0.03076732173443787,0.5248945698378578,0.023187394549567548,0.0,0.0,0.0,0.056165697319167,0.04773304726751078,0.0627120320226938,0.0012562728000967394,8.294525062840168e-06,0.03182469197504577,0.04254565246048428,0.03077651649743082,0.5248945698378578,0.0,0.030501251722434685,0.023115540714195325,0.0,0.0,0.0,0.056872431913183794,0.04851006936754972,0.06323844158933276,0.0012336293219714352,8.25435591742635e-06,0.03188641808394875,0.042273877114648854,0.03075812700101071,0.5248945698378578,0.007689690659014833,0.0038448453295074165,0.029545229260942767,0.030023240491688724
16,3.0,0.1366656145332384,closed_loop,8,0.025905461894853092,0.023968476963529366,0.01633798056768733,0.0,0.06326530942774063,0.05334979905323549,0.06893806572538265,0.002398134169751144,1.1605936559293079e-05,0.03452546488946286,0.04484226528678593,0.03198490571626284,0.525323999059737,0.06870970658533838,0.5000090384847954,0.06916642500785518,0.0055021392015349386,0.03250954646424105,0.02717949546104859,0.0,0.0,0.0,0.06576226888194917,0.05787456751106277,0.06959837237520823,0.0012484751346092376,8.253740092518529e-06,0.03645801328359142,0.04684186754896054,0.03265149883985046,0.5248945698378578,0.027278100983017965,0.0,0.0,0.0,0.06517545719231878,0.05722474960225915,0.06851914288505676,0.0012449075413372603,8.270229942906684e-06,0.03652253698941971,0.04647930417328127,0.03226716201456766,0.5248945698378578,0.0,0.03413028872409274,0.027080889820816027,0.0,0.0,0.0,0.06634908042375058,0.05852438555291248,0.07067760177666232,0.001252042738044457,8.23725021461094e-06,0.036393489400368365,0.047204431042903,0.03303583547295559,0.5248945698378578,0.011711759023397925,0.005855879511698962,0.03386231307827291,0.03399630081618116
17,3.0,0.10964844387819045,closed_loop,9,0.025715727215045676,0.024985543301071063,0.015950608401129635,0.0,0.06303116195885022,0.053218066581574755,0.0686561484760213,0.0023158896175793156,1.1745458530268783e-05,0.034264131429381256,0.044644953231995854,0.031908944045005966,0.5253098276882934,0.06807149398815561,0.5000090384847954,0.06924080296072194,0.005505923693524887,0.03225694225820932,0.023045952143591075,0.0,0.0,0.0,0.059409713106495995,0.047803208010182494,0.06040279701766041,0.0013138754755288127,8.19829159175762e-06,0.03172952097116245,0.040343070210563756,0.029018364669311614,0.5248945698378578,0.02314678517480691,0.0,0.0,0.0,0.058946010834049614,0.04741169156004039,0.05978979817813351,0.0013108679184889688,8.214768582450103e-06,0.031762042445027165,0.0401758827889959,0.02878962347786578,0.5248945698378578,0.0,0.02931962628656673,0.022945119038460745,0.0,0.0,0.0,0.05987341571894903,0.04819472457858778,0.061015795546746444,0.001316883032106691,8.181814569936596e-06,0.03169699946034049,0.040510257750394796,0.029247105690754123,0.5248945698378578,0.008082976112038724,0.004041488056019362,0.028635213838978893,0.028977420025815565
18,3.0,0.10572873339716571,closed_loop,10,0.02560321464280051,0.024062159265484107,0.01592187811885608,0.0,0.06323132913056428,0.053419941439654936,0.06823275255366919,0.002268591489877865,1.1330343342336194e-05,0.03406494454549548,0.04430643780221854,0.03167732553865156,0.525298604695799,0.06764218998960549,0.5000090384847954,0.06882331503544101,0.005523542040553871,0.03202639029582072,0.0228735758509073,0.0,0.0,0.0,0.057645791890247475,0.046644321657598964,0.05858953839670571,0.0012086710309617162,8.27940367580523e-06,0.031110043356579447,0.03902741526031778,0.02794863231154898,0.5248945698378578,0.022966382492865835,0.0,0.0,0.0,0.05727540376403975,0.04639269114427623,0.05813320250146919,0.0011959104024479904,8.296301641188447e-06,0.031122704487412223,0.03892917928123285,0.027756261299290354,0.5248945698378578,0.0,0.029008545624535708,0.022780769364169194,0.0,0.0,0.0,0.05801617955818536,0.04689595206744141,0.05904587435107383,0.0012214316640950975,8.26250571357998e-06,0.03109738217400653,0.03912565119505402,0.02814100347163658,0.5248945698378578,0.006803242423172508,0.003401621211586254,0.02810934805385177,0.028558946835498016
19,3.0,0.11345264369268433,closed_loop,11,0.02501933203381862,0.02125843233660737,0.015177771233864122,0.0,0.06350834613243402,0.05221093481781631,0.06724570716906121,0.002208987440927367,1.1251856722392265e-05,0.03346876142832974,0.0437915609831413,0.031433115704594373,0.5253086740067173,0.0667683306255377,0.5000090384847954,0.06772308393730485,0.005223886973557705,0.03141415869768079,0.02378440538184747,0.0,0.0,0.0,0.061636120036599185,0.050392139023022045,0.06176724941247985,0.0011765094354308934,8.253094557450447e-06,0.03210099606907794,0.04118037177988934,0.029378690365110597,0.5248945698378578,0.023892272093762008,0.0,0.0,0.0,0.061302448711579756,0.04997548675312409,0.06096080535401901,0.0011731979979058018,8.264929228682867e-06,0.03213576671652614,0.04090794696221276,0.029069722423122987,0.5248945698378578,0.0,0.03022975635729612,0.02367653858862699,0.0,0.0,0.0,0.06196979180510555,0.05080879121900551,0.06257369353007229,0.0011798208692602606,8.241259838397373e-06,0.032066225658156096,0.04145279655321723,0.029687658381012696,0.5248945698378578,0.009328430296764487,0.004664215148382243,0.02973111355972905,0.029980434925251064
20,3.0,0.11010742326905688,closed_loop,12,0.024598713785397266,0.020427947726255773,0.016307957486242385,0.0,0.06291930471802527,0.051592980475879464,0.06619928375886676,0.002146517758407237,1.1363532202535513e-05,0.03302591584762123,0.04298959006836279,0.030942920706185022,0.5253094413975283,0.0654776895651396,0.5000090384847954,0.06692087818047913,0.004969619403252206,0.03068063530782926,0.023502497911630643,0.0,0.0,0.0,0.06016602436642325,0.05002266082853552,0.061032920617551084,0.001204875401324696,8.243603766397918e-06,0.03192704101462686,0.040670152088361125,0.02917292088802372,0.5248945698378578,0.023663461747919282,0.0,0.0,0.0,0.059917202736768455,0.049415425663547854,0.06013782675718031,0.0012017668253513024,8.25676147677595e-06,0.03203300847154525,0.04029782370678962,0.02877636728364797,0.5248945698378578,0.0,0.029202940681624035,0.023341534252736777,0.0,0.0,0.0,0.06041484595172935,0.050629895801345505,0.06192801459618504,0.001207983968520744,8.230445889549874e-06,0.031821073528142674,0.04104248057341292,0.029569474640228445,0.5248945698378578,0.008815845635364809,0.004407922817682404,0.028677153038895793,0.02894004684178129
21,5.0,0.6310943298507266,full_refinement,1,0.04726904474262138,0.012139983750647593,0.012144161039493746,0.0,0.14182663346738383,0.16696121544912246,0.1893323896542487,0.002978545894962406,3.882633379301685e-05,0.054101379378237065,0.12591761610241178,0.09967001728059212,0.5253163388700728,0.18845504460692744,0.5000060273635151,0.19020973508148625,0.004143946397674954,0.08538813551323272,0.04518742410948983,0.0,0.0,0.0,0.13614500260778836,0.15821416758828694,0.17880226206527186,0.00147570648462211,5.1077238773749354e-05,0.05184066062053991,0.11992140973686541,0.09469711861361271,0.5248457459072587,0.04526747951392459,0.0,0.0,0.0,0.13601532984505255,0.15812466193049673,0.17851277322523176,0.0014771008014028508,5.1610951252903896e-05,0.05186995543618366,0.11986631417164097,0.0946251801042645,0.5248457459072587,0.0,0.08222521971615535,0.04510736866563401,0.0,0.0,0.0,0.1362746759027085,0.15830367281244545,0.17909175074762768,0.001474312162913737,5.054352355257656e-05,0.051811365716198765,0.1199765055189057,0.0947690571032504,0.5248457459072587,0.005644509265761054,0.002822254632880527,0.08166447417840125,0.08194484695713355
22,5.0,0.6293598726628864,full_refinement,2,0.04647130873318097,0.012072984487208784,0.011499834514457848,0.0,0.14126909432600307,0.16554890525746277,0.18750495374540432,0.0030668642722787836,3.612803011801537e-05,0.0532354544499947,0.12480391900954774,0.09880903725414708,0.5253194598908465,0.18644104561116812,0.5000060273635151,0.18856886212447546,0.004128172934298052,0.08451025020383911,0.04478698636764887,0.0,0.0,0.0,0.13529447556803467,0.15750392262267057,0.17822727521575948,0.0014466316489719602,5.235510717084638e-05,0.05138614116404107,0.11957690701204002,0.0944577409397988,0.5248457459072587,0.044900221700863864,0.0,0.0,0.0,0.1350390036151838,0.15748227023021885,0.1780697520053576,0.0014502373714955948,5.3157128849470515e-05,0.05142568103062413,0.11964026962717374,0.09447556152624428,0.5248457459072587,0.0,0.08206808222112832,0.04467375103443388,0.0,0.0,0.0,0.13554994756030658,0.15752557517280655,0.1783847985050035,0.0014430259215206932,5.155308520559908e-05,0.05134660156355018,0.11951354457430108,0.09443992053074811,0.5248457459072587,0.00605843089417451,0.003029215447087255,0.08136927774028173,0.08171868016795507
23,5.0,0.6296886175304521,full_refinement,3,0.0460775807520992,0.011848283867502094,0.010855262100738776,0.0,0.14084615812507634,0.16435822010377987,0.1861854910766099,0.003099883526758879,3.347594396706312e-05,0.05279249208464839,0.12397046281241154,0.09816052969808957,0.525314605894575,0.18607137882000327,0.5000060273635151,0.18629960342608498,0.004073175923270899,0.08394839348688342,0.044704465629168286,0.0,0.0,0.0,0.13513051105475932,0.15834062497215295,0.17873311645927883,0.0014658374342298697,5.213380179774114e-05,0.05144215558492948,0.11993968902678086,0.09482857159205846,0.5248457459072587,0.04482016475900771,0.0,0.0,0.0,0.13462755683237915,0.15801283961566037,0.178393145047483,0.0014686931094657334,5.278535918815005e-05,0.051516040183958556,0.11988537058864952,0.0947396105165204,0.5248457459072587,0.0,0.0818262493050603,0.0445887664599078,0.0,0.0,0.0,0.13563346537569212,0.15866840993443493,0.17907308830470636,0.001462981759917937,5.148224409334e-05,0.05136827097604514,0.11999400754375432,0.09491753270701757,0.5248457459072587,0.006193547459102418,0.003096773729551209,0.08118026547882923,0.08150325752991848
