epoch,observed_tail_fraction,rollout_seconds,selection_metric,stage,stage_epoch,train_behavior_anchor,train_interaction,train_loss,train_overlap,train_physical,train_plan_horizon_control,train_plan_horizon_position,train_prefix_control,train_prefix_nll,train_prefix_position,train_prefix_velocity,train_sampled_physical,val_behavior_anchor,val_interaction,val_loss,val_overlap,val_physical,val_plan_horizon_control,val_plan_horizon_position,val_prefix_control,val_prefix_nll,val_prefix_position,val_prefix_velocity,val_sampled_physical
12,0.09970516101042119,1.0,0.043010347312926245,start_prefix,12,0.03886822651594978,0.04510010316090433,-0.03912115999442627,0.0021373727560593902,1.3371774224314933e-05,0.032853151179031634,0.003588974089040036,0.01888532870125325,-1.9712586455713716,0.018165320451218436,0.014660006128504688,0.0,0.03766801961199947,0.04405722177769772,-0.03946746926737466,0.0019128117340779494,6.816507140476903e-06,0.03192267034734998,0.0035206736977059375,0.018359591046141252,-1.9481154986479807,0.017823141600404466,0.01432856109742292,0.0
13,0.09982911734237625,1.0,0.042896559236239896,closed_loop,1,0.03743896857832188,0.044782773752951,-0.040900983038835124,0.002362504909326568,1.4189689036516518e-05,0.03178308911343123,0.0035919838382979584,0.018235390413117974,-1.9854207744554007,0.018205569614049802,0.014410831302083767,0.0,0.036516616800947796,0.043711894719058245,-0.04131828319289347,0.00199436852720778,6.816913071060583e-06,0.031254334404828055,0.003518152114733186,0.01782601501634985,-1.966973885341927,0.017810914532414505,0.01408312653521539,0.0
14,0.09928016787228956,1.0,0.04342707247462648,closed_loop,2,0.03588843942194806,0.04413273319230749,-0.0428587718359047,0.002622350163616468,1.4526223416724075e-05,0.03082594407526175,0.0035739969201111746,0.017542435299280276,-1.9984099058579918,0.01814100077631013,0.014040319038088837,0.0,0.034769044390746524,0.043378202904942174,-0.04285175148976681,0.0024630591807955943,6.81529522615492e-06,0.02996600753376408,0.003518594290923189,0.017119759772583922,-1.9725455707973905,0.01788203318223909,0.013740531070325425,0.0
15,0.10037806681246292,1.0,0.04353741469921695,closed_loop,3,0.03450421639639011,0.04414767653830054,-0.044813497385931954,0.002759459121827783,1.397041240854722e-05,0.030022355494757066,0.0035774779913679087,0.01693066294038181,-2.0192205803078576,0.01819386574548341,0.013879812458616556,0.0,0.03367701391615565,0.04306822443607623,-0.044506305030414035,0.002433484671489587,6.816941229305278e-06,0.02937421737800515,0.00351770479163086,0.016601503506381676,-1.9890304029618622,0.017901186984052103,0.01351070968266675,0.0
16,0.10030723462277431,1.0,0.04350420427930422,closed_loop,4,0.033351762524024414,0.043810256749459056,-0.047082144171117855,0.002796651765446802,1.3980401903988205e-05,0.029412620408736836,0.0035849267000908356,0.016470066698886125,-2.0481059546007576,0.018252928619982837,0.0135877761686071,0.0,0.032509980240353835,0.04279553561062409,-0.04593671786490453,0.002493394786373727,6.8119104778614e-06,0.0286546253042404,0.0035141434251927035,0.016196570580913908,-1.9998296958901896,0.017896344688124757,0.013267758898634128,0.0
17,0.09939527018053354,1.0,0.043715119502916434,closed_loop,5,0.03223707719304149,0.0432309146130949,-0.048782641494935136,0.0028676931816970642,1.1739626342228846e-05,0.028631021520745172,0.003566514980944458,0.015965822547260727,-2.061651838581723,0.018181704181971056,0.013293519571828545,0.0,0.03197126823758322,0.04273500305319589,-0.04765713009391985,0.0025930206214999237,6.810597015929589e-06,0.02826759918893456,0.003514080249246151,0.015992203535186867,-2.0267272935342535,0.01792283023081759,0.013165949794547584,0.0
18,0.09949266444135538,1.0,0.04374221603927121,closed_loop,6,0.03154613968039761,0.04332221076651851,-0.05118986033819487,0.0028629496813322485,1.551791839500274e-05,0.02809574045156501,0.0035791224143483665,0.015642008182011537,-2.101369241389656,0.018257560134609045,0.013230238521169968,0.0,0.031066045431154116,0.04243300261872786,-0.049758607293750166,0.0025857875121156216,6.805833547654854e-06,0.027535355300026595,0.003513605219297229,0.01548944880801534,-2.0535578120637825,0.0179275502721784,0.012990200394399899,0.0
19,0.09911194142177912,1.0,0.04377944395171369,closed_loop,7,0.03091130112028878,0.04281639248250835,-0.051551589649684815,0.0028549005701454487,1.3707352786103739e-05,0.02756865685204485,0.003566859241486406,0.01536585506903997,-2.095490687829469,0.018201111948765215,0.013022035913012441,0.0,0.031182423155143777,0.04245424517011516,-0.05071309499769649,0.0024978507620592913,6.811127736765474e-06,0.027410910499316675,0.003512700467749878,0.015513974266550528,-2.0734065045755377,0.01793323602113459,0.01299554852660371,0.0
20,0.10101555651966036,1.0,0.04366773882660678,closed_loop,8,0.03060866529090353,0.04315726154843516,-0.05398932445555976,0.002830449702157001,1.2159144235333702e-05,0.027312577405727193,0.003574941978375359,0.015208900686762679,-2.1419227667330074,0.018248450070079563,0.013061843181739847,0.0,0.030160502742522608,0.042205569112584704,-0.05254663473793438,0.0024365123420480696,6.809200106655856e-06,0.026843779971675266,0.003512444099036868,0.015030009460157503,-2.0940707333819577,0.017920414793980186,0.012807677997640831,0.0
21,0.09967859893928796,3.0,0.266127956765661,closed_loop,9,0.030940554778714952,0.15402793585579094,0.05536977622693875,0.0019600022429155264,2.412839444808726e-05,0.05146854919711569,0.011174839142908259,0.040913757814320134,-1.5404099989304383,0.056037342515462926,0.06225223712294045,0.0,0.031154798895672516,0.15348587827707724,0.047469304662651174,0.001351018569299153,7.893227225467277e-06,0.050519204545746405,0.01099686055054898,0.04032898786916304,-1.6658729329291317,0.05513280237872134,0.06097096600939357,0.0
22,0.09834164135891556,3.0,0.2604849330072104,closed_loop,10,0.03049329769958996,0.15148145913875252,0.042103949530284304,0.002014853257742855,1.4675084313648407e-05,0.050411183416573406,0.011018082171484474,0.039966248288024996,-1.7599438035761514,0.05525145329121555,0.06036946296455636,0.0,0.0302391421818544,0.14949780615864608,0.04101537301072052,0.001411571071936537,7.800217124212101e-06,0.04959684771993173,0.010916752642188122,0.03942143162170415,-1.751859855596666,0.054737656244209835,0.059575752547336006,0.0
23,0.10001505184030883,3.0,0.25527352426610067,closed_loop,11,0.029945158485074275,0.14882570975127873,0.03740903112134503,0.0020546791015038876,2.195986548711533e-05,0.04984559899666436,0.010898698489408463,0.0393756886781747,-1.8182350218101981,0.05465202005674993,0.05936366855456902,0.0,0.02969338477801078,0.14652900204614358,0.03623709037761997,0.0013979895049016232,7.63321556752046e-06,0.04889044404108688,0.010725763946692779,0.0387183122691654,-1.8013425724058556,0.053785469934896184,0.05841509540560384,0.0
24,0.09968745296299904,3.0,0.2500325698326346,closed_loop,12,0.02963921316347738,0.14649997903867323,0.0335680292850721,0.0021114801946607665,1.83658318801226e-05,0.049349166250377385,0.010778179001970173,0.03891304103258917,-1.8639837174316698,0.0540496302791792,0.05846006789013727,0.0,0.029193032444232984,0.143648184323437,0.03281171896085931,0.0014655528418847886,7.880467220520442e-06,0.04821901346640612,0.010613555655317016,0.03811255322089271,-1.8342517015164492,0.05322412405379866,0.057368044716813574,0.0
25,0.0987223643784918,3.0,0.24717917039756168,closed_loop,13,0.029054934215876415,0.14365449143596845,0.0298569664678279,0.0021791870130694314,1.672147805924353e-05,0.04872720244752996,0.010638095438480377,0.03827861018082294,-1.8989122166284618,0.05334733369615718,0.05741824056965848,0.0,0.028890061206997386,0.14292479133006758,0.030427063339779143,0.0014496618338550131,7.918842204172126e-06,0.047982055457338454,0.010525665162180467,0.03789335828294199,-1.862804144305527,0.0527879829129214,0.05682768777170509,0.0
26,0.09992651160319807,3.0,0.23909218870738508,closed_loop,14,0.028360498967841014,0.14066269161814607,0.027058864307271696,0.0022882274369153354,1.5393348379007608e-05,0.04816490673330335,0.010492807450374148,0.03769131497578065,-1.9139242141527606,0.052622870838486865,0.05635941021422838,0.0,0.027599033766559193,0.13760803237793937,0.026179902733515496,0.0015783670288141048,7.884326632414568e-06,0.046875239108447674,0.010328257081921768,0.03686303027447254,-1.882268007154818,0.05181149399233243,0.05525680061764818,0.0
27,0.09938641615682246,3.0,0.23757981461316882,closed_loop,15,0.027287591942760033,0.13551917872133235,0.02203055469329508,0.0024026049052376726,1.828224844332765e-05,0.04720552733098394,0.010243735159088099,0.03674895300541499,-1.9464554922277633,0.051384673016156374,0.054721792651464825,0.0,0.027155176100749818,0.1332099451905205,0.02442800175095539,0.0015642226854753164,8.15990233003162e-06,0.04662588966034707,0.010272742766473029,0.036274867526516714,-1.891666021296587,0.051528895106265155,0.05545437101412703,0.0
28,0.09855413792798137,3.0,0.21882602131847836,closed_loop,16,0.025549361906262242,0.12904733172190688,0.015820595290658056,0.0025599105062125626,1.746613024005891e-05,0.04596688903420995,0.00996571456294165,0.03544416018716341,-1.9849343709035914,0.050006648202849675,0.05271613346001435,0.0,0.024692899227221177,0.12589194329958114,0.016033140115237626,0.0016489105136503303,7.886205724259656e-06,0.04532209683268789,0.009760488677158874,0.034956857246696636,-1.9289734270522203,0.0489894904629894,0.051633800838201765,0.0
29,0.10121034504130402,5.0,0.8254075047335581,five_second,1,0.024828394436164594,0.3718740935706336,0.1882487343010384,0.002435395266678256,9.731736168623117e-05,0.06310818453202297,0.02921820439119841,0.05538926989110113,-1.799393029084022,0.14639373486471338,0.11130190244111172,0.00010679809100248521,0.024223572796299345,0.36103646685837437,0.18230326528902407,0.0014616197995131924,2.7696962556474895e-05,0.06134080534022321,0.028508698114405866,0.05384966305324009,-1.7735804102565877,0.1428445638724105,0.10843491751365561,9.104895617556827e-05
30,0.0982531011218048,5.0,0.8162309083999101,five_second,2,0.024638045003314926,0.3628623421100366,0.18168179320418282,0.0024119595716742214,8.667989392404084e-05,0.061963619674858667,0.02863980734790438,0.054324562765767595,-1.8182958666918672,0.14349733945298707,0.10891531194356668,9.748922073156797e-05,0.024345067019263904,0.3562910033281518,0.17813331614095698,0.0014284606949086227,2.5471274937675813e-05,0.06087059551288211,0.028165232764665413,0.05335219663681177,-1.795810610006647,0.14111938974056296,0.10711453295258618,3.353311096118709e-05
31,0.1021577255783891,5.0,0.8046287890031554,five_second,3,0.024395301895867926,0.3548306516990791,0.17792042852764356,0.0024043457596568075,6.894942313558651e-05,0.06133794992115867,0.028183666096909536,0.05370966157330662,-1.8046561772191512,0.14121093688741546,0.1073562507501815,0.0001371948330965785,0.024036835948074306,0.3503473189772752,0.1786826232438365,0.0013719879124047501,2.6309469208003805e-05,0.06017760981721853,0.027896869661552564,0.052732525659458976,-1.7243828085995225,0.13976940228825524,0.10607478834649242,6.747417401382134e-05
32,0.09999734379288668,5.0,0.7916532860794435,five_second,4,0.02402415151031749,0.3483983520270744,0.17374828761593267,0.0023635170278260707,7.793780444641296e-05,0.060654636995607435,0.02773187462016856,0.05304387583484871,-1.8030917268343447,0.138944441319727,0.1058956900799261,0.00012161592596294007,0.023551209194083062,0.3437138688627374,0.17057380403475786,0.0013619132614669897,2.5062468649646873e-05,0.05956237197474197,0.027408826564039503,0.05213487767195575,-1.7949183669985918,0.1373229175411835,0.10431778348154491,6.240623705588448e-05
33,0.10003275988773098,5.0,0.785938983014607,five_second,5,0.02385703061041786,0.3448749421204473,0.16813654963049451,0.002351554429437016,7.188403216528734e-05,0.06036290662660604,0.027499580177840263,0.05272433346945324,-1.870878648633055,0.13777959985512975,0.10502880841223597,8.979189370396047e-05,0.023366113474208212,0.34158528024557405,0.16746698335680382,0.0013126248361976453,2.7572459710610073e-05,0.05915317102951347,0.027278077448644335,0.051776877510799936,-1.8288167248327265,0.13667546957731247,0.10365928149727917,0.0001798070974757292
34,0.10081191397430563,5.0,0.7904888759926899,five_second,6,0.023552431274597805,0.3401398426206574,0.16432098005629342,0.0023017602837945112,7.361549921593166e-05,0.059750048386719865,0.02722904039494111,0.05212494836421947,-1.890432983636856,0.13642146717651515,0.1039647467493471,9.887499273350163e-05,0.02370838917515896,0.3437760057588103,0.16883368301328527,0.0013010038688739457,2.758461539963685e-05,0.059267375026903456,0.02741589539107822,0.051841188714933144,-1.8291189361501623,0.13735253829016256,0.10415981414299162,4.49352930858098e-05
35,0.09928902189600064,5.0,0.7810379919305322,five_second,7,0.023302410536214693,0.3381045544066488,0.16457215291558683,0.002268991926300001,5.7373321131911916e-05,0.05963317990843059,0.02702235424994477,0.05197635271912388,-1.8496199851161625,0.13538588820571673,0.10331190822989862,5.087100109866648e-05,0.02310720504946494,0.3361444654603484,0.1709487652652478,0.0013179208204968187,2.582082376970445e-05,0.059014186381347596,0.02704703629450508,0.051462455657581806,-1.7093978194647996,0.1355111371508982,0.10297375538992504,6.127659649892949e-05
36,0.10130773930212585,5.0,0.7688144618961904,five_second,8,0.023092874594766853,0.3344955052146825,0.16232560042582983,0.0022628941477749955,5.9542262090121226e-05,0.05935200450188846,0.026836753499062387,0.05167579442887047,-1.8559696313715197,0.13445094815905745,0.10267555607337239,8.873075797141213e-05,0.022855243788509772,0.3321881175987304,0.16050108967634735,0.0013150234291546795,2.616189136634126e-05,0.05834285605442587,0.026619015478346712,0.05088793705143626,-1.8450607755196788,0.13336164255936941,0.10154224021567239,4.111274715640359e-05
37,0.0995192265124886,5.0,0.7687776460349631,five_second,9,0.022938183203997726,0.3325460512330281,0.15939852683926223,0.0022680558243688377,4.7948600424086754e-05,0.05894125309917287,0.02664267618972745,0.051310804525932396,-1.8798535728652035,0.1334834622719145,0.10202522223155064,9.508259214397335e-05,0.022795981762033922,0.33213814856514096,0.1599479414640911,0.0013244888288210387,2.6248217415389952e-05,0.058238617898452846,0.026560748804104393,0.0507509760440342,-1.847405462392739,0.1330697405590582,0.10139653141851779,3.462204743284751e-05
38,0.09883746668673579,5.0,0.7654434627163826,five_second,10,0.0227682508595735,0.3293096625993908,0.15789519052104528,0.0022566918819501474,5.813690739372119e-05,0.05872655427030637,0.02644825200861402,0.05109377580010337,-1.8728416956716458,0.1325115839848432,0.10146156036097763,0.0001132688991825087,0.02270467476870017,0.3305566098008837,0.15907398433912368,0.0013108123494213614,2.4845898924323836e-05,0.05808846591405137,0.026477722451090813,0.050638089084593704,-1.8473191783226357,0.1326554638368112,0.10100952725088785,7.53057533298517e-05
39,0.100856184092861,5.0,0.7612148113680287,five_second,11,0.02270319471230661,0.32833922368348795,0.15676672400596592,0.0022921351124485056,6.281633239882441e-05,0.05853658497738541,0.026377531245249584,0.050904016249885914,-1.8808264968492774,0.13215148418567998,0.10108286127161197,0.0001251014620454269,0.02218678418211836,0.3280525923406006,0.1607363924936012,0.001323207705306313,2.3960075996049373e-05,0.0578915506167702,0.026264647297837115,0.050474019257952925,-1.7738307671099114,0.13159902247959976,0.10040817981359189,6.295931137164569e-05
40,0.0996608908918658,5.0,0.7572817294327879,five_second,12,0.02245733542905726,0.3262363723558316,0.15519424493288536,0.0022894002761932285,5.767494265853335e-05,0.05845371975077238,0.02617851260834345,0.05081817374426538,-1.8784363931160957,0.13115888553020774,0.10057445847569614,9.537029703059183e-05,0.02221479566482009,0.3261405546513815,0.15595202707739733,0.0013134409112993766,2.4424393584335572e-05,0.05771175087996261,0.02613814278609223,0.050243048618237175,-1.8472054762933305,0.13095820628146015,0.10011040644040184,0.0001114098225669117
41,0.09958120467846612,5.0,0.7491443536746054,five_second,13,0.022351608927006224,0.32499825198410054,0.15359404544733118,0.002297772590196475,5.16973927075933e-05,0.058338235549012775,0.02609545979880868,0.05068667731664459,-1.8946889629787929,0.13074441828753372,0.10035432681930699,0.0001238671246545709,0.02193842597660564,0.3221093682700364,0.15200376183425307,0.0013201393750028084,2.5533780635957973e-05,0.05732843230562235,0.025887536712818675,0.04991825738990748,-1.8768860259384075,0.12969785948436727,0.09929221497957037,6.954662075181971e-05
42,0.10002390586401991,5.0,0.7477220805916895,five_second,14,0.02221465684549455,0.32316214706862634,0.1492651466486948,0.0023003597579008372,4.77935068624567e-05,0.05811725727294066,0.02594426700197759,0.05047398819540662,-1.9537380456519424,0.12998701983035488,0.09985487743587754,0.00013361309137324616,0.021785419030243128,0.3217377675273431,0.14831681801843896,0.0012947750578402842,2.5281810413765945e-05,0.057173305580382625,0.025811987362368397,0.04981141052548847,-1.937203304792838,0.12933255641391037,0.0989610439255124,4.842637007588382e-05
43,0.09960776674959936,5.0,0.7451305915549082,five_second,15,0.02195810044810834,0.3212298216933167,0.14622800965136337,0.00232089332414059,4.11441120935539e-05,0.05796929589332433,0.02576477391727581,0.05033416006532693,-1.9828751463767895,0.12909217161102177,0.0993860181703708,5.666204380195484e-05,0.02175946861860298,0.3208855879369867,0.1475969393338476,0.0013295129500822257,2.601586722915479e-05,0.05715870230443894,0.02569773108279579,0.049779620829713406,-1.9349097183772497,0.1287552081245594,0.09874252856723846,4.394589219311947e-05
44,0.10010359207741959,5.0,0.7488352190093442,five_second,16,0.021914317104902166,0.3189742653245699,0.14591295015602662,0.002354099082740473,4.104249083605716e-05,0.057776786386966705,0.02565204467949281,0.050145938266849197,-1.9660398524047835,0.12852494239739626,0.09892266528050195,9.825156320066227e-05,0.021803623311734074,0.32219562738660784,0.14889174151830573,0.0013217236729654133,2.8566513426311466e-05,0.05736626688607786,0.025842717124356165,0.04995053450739573,-1.932580569749156,0.12947641569312918,0.09909867589908933,0.0001146773846477074
45,0.09947495639393322,5.0,0.7372463268012852,five_second,17,0.021714702041847115,0.317551549688606,0.14462168351878937,0.002355003846009786,4.6939085798387925e-05,0.057625241518560646,0.025495552847062744,0.050015261069800816,-1.9650458348482542,0.12774187232771655,0.09845147065877374,0.00010432379077272474,0.021271807254937592,0.3157461291898495,0.14456961232991444,0.0013073009867516775,2.9040527595969723e-05,0.0568143031781628,0.025347996562246292,0.04940662430550056,-1.9299530951434343,0.12701269684645233,0.09783601047343048,0.000114311142288253
46,0.09999734379288668,5.0,0.7401455718483718,five_second,18,0.021545649195007666,0.31526587608176476,0.14251240715806374,0.0023610427972226744,3.640812880725143e-05,0.05745497905772648,0.025376133523704242,0.04983177207334395,-1.9825426904697685,0.12714393884112313,0.09809482057124275,0.00011153059127434606,0.021467103913584085,0.3184444278320938,0.14712678164086013,0.0013197314033590298,2.7532090065525303e-05,0.05690845137550717,0.025497356873183025,0.049556928790277906,-1.907409983455504,0.12775603311244774,0.09814963355739281,3.767134917240953e-05
47,0.09982911734237625,5.0,0.7315814820975813,five_second,19,0.02125926762566156,0.3116484999926687,0.13893931162451834,0.0023811533176978272,4.557890851393698e-05,0.057285432920011765,0.025080173663449043,0.04967021063341425,-2.0029932395433785,0.12566372985916796,0.09737648310335954,0.00010333219940622233,0.021165522998051037,0.3139685270962892,0.14226772616464625,0.0012950542254777497,2.7203139971168147e-05,0.056686370559628045,0.02519077002489693,0.04930403781315637,-1.948634776646498,0.12622068459710117,0.09730009793762177,0.00010675987249742946
48,0.10036035876504078,5.0,0.7240476704463469,five_second,20,0.02115292025314452,0.31000706050566074,0.1393190592291131,0.002369780013799701,3.040230649765307e-05,0.05711462344058778,0.024938834088591866,0.04950259120909166,-1.9699598117299073,0.12495423284689405,0.09685931877061167,9.147936548762074e-05,0.020579852863515494,0.3090989217556343,0.13973174721160264,0.0012989937433746284,3.13501646771675e-05,0.05635994414567316,0.024858493555002113,0.048984863120254386,-1.9358766007202644,0.12455423531078157,0.09649124477433149,8.625600257674806e-05
49,0.10072337373719487,5.0,0.7295809934419931,five_second,21,0.020970032648484002,0.3084683462150505,0.14568062867475662,0.0024166023870244506,4.495458680625726e-05,0.057412851973102426,0.02479879431730286,0.04973072997829112,-1.8223042556950622,0.12425643651158731,0.09672869997582106,0.00010642026483061213,0.021075772505904002,0.3138169630494698,0.14302603545643033,0.001332371262833476,3.198887718397639e-05,0.05670491385239142,0.025117490115383313,0.04930126174259438,-1.923099822345037,0.1258502446864017,0.09712851425958058,5.2499518754076526e-05
50,0.09779269188882887,5.0,0.7187276968271616,five_second,22,0.020812754144856237,0.3068858409049422,0.13965965818407042,0.002387559051796296,3.760404421938033e-05,0.05717636873926609,0.024677453921223957,0.049529584852444894,-1.9190742738654631,0.12364909477270337,0.09626874172404021,8.774372963967466e-05,0.02083714220613714,0.30869706566371613,0.1494539780591531,0.001553487575923403,3.11530437405357e-05,0.05790423073623546,0.0246901200818164,0.05023043245944397,-1.7335097750343342,0.12370563251158548,0.09629806481971942,5.441612842375998e-05
51,0.1004577530258626,5.0,0.7132036286136618,five_second,23,0.020747564555834534,0.30435753526801024,0.13800544367674927,0.002517634386508931,3.312834127039465e-05,0.057446969071844024,0.024515730197017218,0.04970205548226766,-1.9256561106389403,0.12283678427085466,0.09582054838622547,8.182526211424406e-05,0.020405945353328236,0.3035266760480467,0.13568172379145546,0.0014151554849126903,3.862869481756649e-05,0.05625626951377228,0.024419585420262246,0.04881166501177682,-1.9430241766903136,0.12236581257884464,0.09519731651538263,5.9562804067739565e-05
52,0.10100670249594929,5.0,0.7198091276833386,five_second,24,0.02042521859729074,0.30045737965730684,0.1316282527177412,0.0023992903027493647,3.93693200409468e-05,0.05667474293408416,0.024218244066763574,0.04904712354795984,-1.9957412400009746,0.12135004101158674,0.09492223956205567,6.598033708553391e-05,0.020786748292348372,0.3083095804408745,0.1461762506416235,0.0013933541030233735,3.468979623364619e-05,0.05633972604911794,0.02469117438824719,0.049056275279591326,-1.7863281047533428,0.1237343509518911,0.09598510933143121,5.782247525610093e-05
53,0.10020098633824141,5.0,0.715252706753649,five_second,25,0.020618123328260494,0.3050033828309006,0.15296001916293514,0.0024986391037223714,3.671246087657293e-05,0.05837227043401479,0.024395336109052156,0.05055003430555118,-1.6215637971922368,0.12224078192750028,0.09604339515062582,0.0001341784762630848,0.020531636529735157,0.30389822491262325,0.14292667250311564,0.0015374465799944663,3.465648598778769e-05,0.05726775288503006,0.024388100833646835,0.04963960108302888,-1.8064703763162018,0.12219573754482169,0.09570327444524361,0.00018942965185949958
