source,row_index,log_prob,continuous_log_prob,event_structure_log_prob,nll,mask_pattern,primary_slot,event_risk
tail_all,937,-40.689342,-36.880867,-3.808475,40.689342,63,same_front,0.7856595
tail_all,938,23.821173,25.90834,-2.087167,-23.821173,51,same_rear,0.7824309
tail_all,939,47.81552,50.014557,-2.199037,-47.81552,51,same_front,0.77630526
tail_all,940,173.79431,174.70338,-0.90907377,-173.79431,17,same_front,0.7736102
tail_all,941,46.269676,48.46871,-2.199037,-46.269676,51,same_front,0.765481
tail_all,942,155.6007,156.50977,-0.90907377,-155.6007,17,same_front,0.764983
tail_all,943,46.666855,48.75402,-2.087167,-46.666855,51,same_rear,0.7641513
tail_all,944,164.58691,168.41602,-3.8290942,-164.58691,1,same_front,0.75681674
tail_all,945,177.44847,178.35754,-0.90907377,-177.44847,17,same_front,0.7532184
tail_all,946,56.06981,58.156975,-2.087167,-56.06981,51,same_rear,0.747529
tail_all,947,124.644905,128.49506,-3.8501477,-124.644905,5,same_front,0.7465083
tail_all,948,125.1897,130.1174,-4.9277062,-125.1897,16,right_front,0.74645877
tail_all,949,65.85769,67.944855,-2.087167,-65.85769,51,same_rear,0.7420744
tail_all,950,171.93297,172.84204,-0.90907377,-171.93297,17,same_front,0.74068516
tail_all,951,192.69026,193.59933,-0.90907377,-192.69026,17,same_front,0.7391586
tail_all,952,164.33012,165.2392,-0.90907377,-164.33012,17,same_front,0.73459727
tail_all,953,113.108025,115.67842,-2.5703964,-113.108025,21,same_front,0.73075616
tail_all,954,-217.623,-213.81453,-3.808475,217.623,63,same_front,0.72963667
tail_all,955,71.39789,73.596924,-2.199037,-71.39789,51,same_front,0.7266734
tail_all,956,59.405144,61.49231,-2.087167,-59.405144,51,same_rear,0.72151536
tail_all,957,163.60655,164.51562,-0.90907377,-163.60655,17,same_front,0.72068805
tail_all,958,117.57604,121.74998,-4.1739345,-117.57604,17,right_front,1.0093492
tail_all,959,104.99211,105.901184,-0.90907377,-104.99211,17,same_front,0.9950362
tail_all,960,68.96158,71.048744,-2.087167,-68.96158,51,same_rear,0.99265873
tail_all,961,60.19185,62.390884,-2.199037,-60.19185,51,same_front,0.9837028
tail_all,962,164.79274,165.70181,-0.90907377,-164.79274,17,same_front,0.9463588
tail_all,963,187.39609,188.30516,-0.90907377,-187.39609,17,same_front,0.8809942
tail_all,964,180.48361,181.39268,-0.90907377,-180.48361,17,same_front,0.82775205
tail_all,965,191.36809,192.27716,-0.90907377,-191.36809,17,same_front,0.8146244
tail_all,966,89.114174,93.34873,-4.2345595,-89.114174,5,left_front,0.8014526
tail_all,967,-23.522455,-21.435287,-2.087167,23.522455,51,same_rear,0.8000295
tail_all,968,43.52984,47.764397,-4.2345595,-43.52984,50,same_rear,0.7719388
tail_all,969,184.43283,185.3419,-0.90907377,-184.43283,17,same_front,0.7396096
tail_all,970,38.39587,43.323578,-4.9277062,-38.39587,19,same_front,0.7210822
tail_all,971,169.37415,173.20325,-3.8290942,-169.37415,1,same_front,1.3825096
tail_all,972,167.58626,168.49533,-0.90907377,-167.58626,17,same_front,1.2458652
tail_all,973,91.4426,95.19165,-3.7490516,-91.4426,49,same_front,1.2050525
tail_all,974,151.83644,152.74551,-0.90907377,-151.83644,17,same_front,1.1409825
tail_all,975,33.27723,35.364395,-2.087167,-33.27723,51,same_rear,1.1349653
tail_all,976,131.91768,136.09161,-4.1739345,-131.91768,17,right_front,1.1046207
tail_all,977,168.24336,169.15244,-0.90907377,-168.24336,17,same_front,1.0942252
tail_all,978,49.998558,52.085724,-2.087167,-49.998558,51,same_rear,1.0815789
tail_all,979,47.5259,49.613068,-2.087167,-47.5259,51,same_rear,1.0773051
tail_all,980,11.486158,13.685196,-2.199037,-11.486158,51,same_front,1.0678751
tail_all,981,56.318558,58.517593,-2.199037,-56.318558,51,same_front,1.0513612
tail_all,982,44.92859,47.127625,-2.199037,-44.92859,51,same_front,1.0425841
tail_all,983,191.56451,192.47359,-0.90907377,-191.56451,17,same_front,1.0408735
tail_all,984,28.395971,30.483139,-2.087167,-28.395971,51,same_rear,1.0389392
tail_all,985,195.82658,196.73566,-0.90907377,-195.82658,17,same_front,1.025213
tail_all,986,140.51738,141.42645,-0.90907377,-140.51738,17,same_front,1.0226047
tail_all,987,179.3834,180.29248,-0.90907377,-179.3834,17,same_front,1.0162734
tail_all,988,191.03142,191.94049,-0.90907377,-191.03142,17,same_front,1.0024005
tail_all,989,171.48816,172.39723,-0.90907377,-171.48816,17,same_front,0.9690555
tail_all,990,17.747236,19.946274,-2.199037,-17.747236,51,same_front,0.9664959
tail_all,991,182.9594,183.86847,-0.90907377,-182.9594,17,same_front,0.9571402
tail_all,992,179.77904,180.68811,-0.90907377,-179.77904,17,same_front,0.95421696
tail_all,993,45.20768,47.294846,-2.087167,-45.20768,51,same_rear,0.94176984
tail_all,994,58.689716,62.438766,-3.7490516,-58.689716,49,same_front,0.9378738
tail_all,995,57.04471,59.243744,-2.199037,-57.04471,51,same_front,0.93046594
tail_all,996,68.82177,70.908936,-2.087167,-68.82177,51,same_rear,0.92769814
tail_all,997,111.43521,114.00561,-2.5703964,-111.43521,21,same_front,0.9147176
tail_all,998,12.686949,14.885986,-2.199037,-12.686949,51,same_front,0.89701974
tail_all,999,94.14127,98.50936,-4.3680906,-94.14127,21,left_front,0.8963985
tail_all,1000,195.96602,196.87509,-0.90907377,-195.96602,17,same_front,0.8785295
tail_all,1001,21.868017,23.955185,-2.087167,-21.868017,51,same_rear,0.87388015
tail_all,1002,-43.32815,-39.519676,-3.808475,43.32815,63,same_front,0.8722857
tail_all,1003,71.37518,73.46235,-2.087167,-71.37518,51,same_rear,0.87042505
tail_all,1004,-34.38666,-30.536514,-3.8501477,34.38666,63,same_rear,0.8639499
tail_all,1005,59.213028,61.412064,-2.199037,-59.213028,51,same_front,0.8614308
tail_all,1006,29.995405,32.194443,-2.199037,-29.995405,51,same_front,0.85454077
tail_all,1007,-36.93114,-33.122665,-3.808475,36.93114,63,same_front,0.8422378
tail_all,1008,193.03703,193.9461,-0.90907377,-193.03703,17,same_front,0.82896066
tail_all,1009,181.21747,182.12654,-0.90907377,-181.21747,17,same_front,0.82854307
tail_all,1010,91.11354,94.862595,-3.7490516,-91.11354,49,same_front,0.8190424
tail_all,1011,45.801476,47.88864,-2.087167,-45.801476,51,same_rear,0.817756
tail_all,1012,179.22295,180.13202,-0.90907377,-179.22295,17,same_front,0.817165
tail_all,1013,182.30908,183.21815,-0.90907377,-182.30908,17,same_front,0.80483925
tail_all,1014,165.52194,166.43102,-0.90907377,-165.52194,17,same_front,0.8033998
tail_all,1015,54.399292,56.598328,-2.199037,-54.399292,51,same_front,0.80181134
tail_all,1016,56.913742,59.000908,-2.087167,-56.913742,51,same_rear,0.80085754
tail_all,1017,-58.87231,-55.022163,-3.8501477,58.87231,63,same_rear,0.80032295
tail_all,1018,95.68408,98.25448,-2.5703964,-95.68408,21,same_front,0.7887565
tail_all,1019,48.306206,50.39337,-2.087167,-48.306206,51,same_rear,0.7847416
tail_all,1020,112.29579,114.86619,-2.5703964,-112.29579,21,same_front,0.76762
tail_all,1021,168.79012,169.69919,-0.90907377,-168.79012,17,same_front,0.767567
tail_all,1022,47.969658,50.056824,-2.087167,-47.969658,51,same_rear,0.7675371
tail_all,1023,-167.36786,-163.55939,-3.808475,167.36786,63,same_front,0.76121163
tail_all,1024,39.89618,44.130737,-4.2345595,-39.89618,50,same_rear,0.7604458
tail_all,1025,-138.99814,-135.148,-3.8501477,138.99814,63,same_rear,0.75765216
tail_all,1026,187.21663,188.1257,-0.90907377,-187.21663,17,same_front,0.75238943
tail_all,1027,-25.078758,-17.378464,-7.700294,25.078758,20,left_front,0.751737
tail_all,1028,189.93388,190.84296,-0.90907377,-189.93388,17,same_front,0.7514963
tail_all,1029,131.33224,133.90265,-2.5703964,-131.33224,21,same_front,0.7502402
tail_all,1030,43.863106,46.06214,-2.199037,-43.863106,51,same_front,0.7322084
tail_all,1031,175.52614,176.43521,-0.90907377,-175.52614,17,same_front,0.7209263
tail_all,1032,184.38463,185.2937,-0.90907377,-184.38463,17,same_front,1.1089448
tail_all,1033,62.185417,64.27258,-2.087167,-62.185417,51,same_rear,1.0131062
tail_all,1034,65.75458,67.95361,-2.199037,-65.75458,51,same_front,1.004717
tail_all,1035,183.95352,184.8626,-0.90907377,-183.95352,17,same_front,0.99104446
tail_all,1036,172.12228,173.03136,-0.90907377,-172.12228,17,same_front,0.98631036
tail_all,1037,188.65353,189.5626,-0.90907377,-188.65353,17,same_front,0.97629356
tail_all,1038,94.54801,97.11841,-2.5703964,-94.54801,21,same_front,0.97443235
tail_all,1039,178.8944,179.80347,-0.90907377,-178.8944,17,same_front,0.9735188
tail_all,1040,189.2717,190.18077,-0.90907377,-189.2717,17,same_front,0.9473104
tail_all,1041,92.285255,94.85565,-2.5703964,-92.285255,21,same_front,0.94233716
tail_all,1042,71.54616,75.29521,-3.7490516,-71.54616,49,same_front,0.91090935
tail_all,1043,55.07408,57.273117,-2.199037,-55.07408,51,same_front,0.88364965
tail_all,1044,168.34802,169.2571,-0.90907377,-168.34802,17,same_front,0.87590337
tail_all,1045,99.169655,101.74005,-2.5703964,-99.169655,21,same_front,0.867246
tail_all,1046,180.21503,181.1241,-0.90907377,-180.21503,17,same_front,0.8655196
tail_all,1047,184.66203,185.5711,-0.90907377,-184.66203,17,same_front,0.8464603
tail_all,1048,184.3685,185.27757,-0.90907377,-184.3685,17,same_front,0.840744
tail_all,1049,199.18974,200.09882,-0.90907377,-199.18974,17,same_front,0.837758
tail_all,1050,-34.98721,-29.484138,-5.5030704,34.98721,31,same_front,0.83746886
tail_all,1051,189.74283,190.6519,-0.90907377,-189.74283,17,same_front,0.8370835
tail_all,1052,69.807915,72.37831,-2.5703964,-69.807915,21,same_front,0.8353148
tail_all,1053,50.49057,52.577736,-2.087167,-50.49057,51,same_rear,0.8284628
tail_all,1054,19.419607,21.618645,-2.199037,-19.419607,51,same_front,0.8280483
tail_all,1055,26.310211,27.219284,-0.90907377,-26.310211,17,same_front,0.826041
tail_all,1056,19.20907,25.523071,-6.3140006,-19.20907,49,right_rear,0.8199242
tail_all,1057,-43.360477,-37.739624,-5.6208534,43.360477,31,same_rear,0.797961
tail_all,1058,23.68823,28.615936,-4.9277062,-23.68823,19,same_front,0.7956185
tail_all,1059,186.12883,187.0379,-0.90907377,-186.12883,17,same_front,0.79445815
tail_all,1060,51.87448,53.961647,-2.087167,-51.87448,51,same_rear,0.79256314
tail_all,1061,52.74695,54.834114,-2.087167,-52.74695,51,same_rear,0.79218185
tail_all,1062,131.34404,135.51797,-4.1739345,-131.34404,17,right_front,0.7901749
tail_all,1063,53.034195,55.12136,-2.087167,-53.034195,51,same_rear,0.7891776
tail_all,1064,93.02829,97.26285,-4.2345595,-93.02829,5,left_front,0.7860378
tail_all,1065,21.019453,23.21849,-2.199037,-21.019453,51,same_front,0.7860269
tail_all,1066,67.51827,69.60544,-2.087167,-67.51827,51,same_rear,0.7856498
tail_all,1067,-9.832572,-2.8254242,-7.007148,9.832572,14,same_rear,0.7835777
tail_all,1068,54.387634,58.622192,-4.2345595,-54.387634,50,same_rear,0.78173965
tail_all,1069,52.74213,57.30693,-4.564801,-52.74213,19,same_rear,0.7776542
tail_all,1070,140.57373,141.4828,-0.90907377,-140.57373,17,same_front,0.7656455
tail_all,1071,-82.24757,-80.1604,-2.087167,82.24757,51,same_rear,0.76328987
tail_all,1072,53.22209,55.421127,-2.199037,-53.22209,51,same_front,0.7582935
tail_all,1073,19.478275,25.38681,-5.9085355,-19.478275,35,same_rear,0.75443286
tail_all,1074,20.04611,22.245148,-2.199037,-20.04611,51,same_front,0.7522125
tail_all,1075,70.77603,72.97507,-2.199037,-70.77603,51,same_front,0.750348
tail_all,1076,-42.615864,-37.112793,-5.5030704,42.615864,35,same_front,0.74665475
tail_all,1077,47.2797,49.366867,-2.087167,-47.2797,51,same_rear,0.7448319
tail_all,1078,119.247215,123.09737,-3.8501477,-119.247215,5,same_front,0.7430521
tail_all,1079,95.74315,98.313545,-2.5703964,-95.74315,21,same_front,0.7300341
tail_all,1080,110.48837,113.05877,-2.5703964,-110.48837,21,same_front,0.72725534
tail_all,1081,172.29832,173.2074,-0.90907377,-172.29832,17,same_front,0.7257805
tail_all,1082,-25.89726,-20.142876,-5.754385,25.89726,15,same_front,0.7247069
tail_all,1083,128.55737,131.12778,-2.5703964,-128.55737,21,same_front,0.7242363
tail_all,1084,32.431213,34.63025,-2.199037,-32.431213,51,same_front,0.72400874
tail_all,1085,64.73839,66.93742,-2.199037,-64.73839,51,same_front,0.7223802
tail_all,1086,-36.99984,-31.697441,-5.3024,36.99984,15,same_rear,0.7217224
tail_all,1087,63.077187,65.16435,-2.087167,-63.077187,51,same_rear,0.7206114
tail_all,1088,66.35866,67.26773,-0.90907377,-66.35866,17,same_front,1.242706
tail_all,1089,188.52309,189.43216,-0.90907377,-188.52309,17,same_front,0.98802465
tail_all,1090,187.12038,188.02945,-0.90907377,-187.12038,17,same_front,0.96447074
tail_all,1091,191.59813,192.5072,-0.90907377,-191.59813,17,same_front,0.94421583
tail_all,1092,46.10581,51.033516,-4.9277062,-46.10581,19,same_front,0.9335499
tail_all,1093,171.20662,172.11569,-0.90907377,-171.20662,17,same_front,0.93042314
tail_all,1094,180.56819,181.47726,-0.90907377,-180.56819,17,same_front,0.89534414
tail_all,1095,195.31194,196.22101,-0.90907377,-195.31194,17,same_front,0.88988775
tail_all,1096,80.20955,84.383484,-4.1739345,-80.20955,17,right_front,0.8559662
tail_all,1097,169.51584,170.42491,-0.90907377,-169.51584,17,same_front,0.84963995
tail_all,1098,13.540155,19.854156,-6.3140006,-13.540155,49,right_rear,0.84850526
tail_all,1099,172.8702,173.77927,-0.90907377,-172.8702,17,same_front,0.8485017
tail_all,1100,70.54103,74.90912,-4.3680906,-70.54103,21,left_front,0.84772956
tail_all,1101,183.18422,184.09329,-0.90907377,-183.18422,17,same_front,0.84076434
tail_all,1102,40.323112,42.41028,-2.087167,-40.323112,51,same_rear,0.8343354
tail_all,1103,62.745796,65.31619,-2.5703964,-62.745796,21,same_front,0.82548183
tail_all,1104,191.172,192.08107,-0.90907377,-191.172,17,same_front,0.8236548
tail_all,1105,67.14911,69.348145,-2.199037,-67.14911,51,same_front,0.8121449
tail_all,1106,-39.759697,-37.67253,-2.087167,39.759697,51,same_rear,0.8041498
tail_all,1107,64.161026,66.24819,-2.087167,-64.161026,51,same_rear,0.7914831
tail_all,1108,58.024582,60.223618,-2.199037,-58.024582,51,same_front,0.7860084
tail_all,1109,162.13654,163.04561,-0.90907377,-162.13654,17,same_front,0.7858295
tail_all,1110,118.93806,122.78821,-3.8501477,-118.93806,5,same_front,0.7798673
tail_all,1111,5.262332,9.827133,-4.564801,-5.262332,19,same_rear,0.7752213
tail_all,1112,19.407606,21.606644,-2.199037,-19.407606,51,same_front,0.77390987
tail_all,1113,115.2438,117.81419,-2.5703964,-115.2438,21,same_front,0.77037346
tail_all,1114,-220.20837,-218.1212,-2.087167,220.20837,51,same_rear,0.77003396
tail_all,1115,179.2426,180.15167,-0.90907377,-179.2426,17,same_front,0.7586013
tail_all,1116,197.86491,198.77399,-0.90907377,-197.86491,17,same_front,0.7546283
tail_all,1117,-52.071648,-47.83709,-4.2345595,52.071648,50,same_rear,0.74783444
tail_all,1118,80.208046,85.13575,-4.9277062,-80.208046,16,right_front,0.73969764
tail_all,1119,138.19069,139.09976,-0.90907377,-138.19069,17,same_front,0.73850363
tail_all,1120,190.36174,191.27081,-0.90907377,-190.36174,17,same_front,0.7332467
tail_all,1121,162.93256,163.84163,-0.90907377,-162.93256,17,same_front,0.73282146
tail_all,1122,176.9516,177.86067,-0.90907377,-176.9516,17,same_front,0.7240769
tail_all,1123,182.8205,183.72957,-0.90907377,-182.8205,17,same_front,1.2508984
tail_all,1124,186.8859,187.79497,-0.90907377,-186.8859,17,same_front,1.1722629
tail_all,1125,187.53033,188.4394,-0.90907377,-187.53033,17,same_front,1.1323582
tail_all,1126,179.5056,180.41467,-0.90907377,-179.5056,17,same_front,1.1015567
tail_all,1127,199.85902,200.7681,-0.90907377,-199.85902,17,same_front,1.0850374
tail_all,1128,174.45287,175.36194,-0.90907377,-174.45287,17,same_front,1.0758386
tail_all,1129,176.10652,179.93562,-3.8290942,-176.10652,1,same_front,1.0670477
tail_all,1130,186.92976,187.83884,-0.90907377,-186.92976,17,same_front,1.0340033
tail_all,1131,180.63643,181.5455,-0.90907377,-180.63643,17,same_front,1.0217289
tail_all,1132,192.26302,193.17209,-0.90907377,-192.26302,17,same_front,1.0092009
tail_all,1133,81.87118,85.62023,-3.7490516,-81.87118,49,same_front,1.0080798
tail_all,1134,167.6657,168.57477,-0.90907377,-167.6657,17,same_front,0.99451
tail_all,1135,63.192657,67.427216,-4.2345595,-63.192657,50,same_rear,0.9937536
tail_all,1136,196.12494,199.95404,-3.8290942,-196.12494,1,same_front,0.9914453
tail_all,1137,190.73811,194.56721,-3.8290942,-190.73811,1,same_front,0.9583332
tail_all,1138,182.86374,183.77281,-0.90907377,-182.86374,17,same_front,0.93578005
tail_all,1139,52.518288,54.605453,-2.087167,-52.518288,51,same_rear,0.92423916
tail_all,1140,51.88214,53.969307,-2.087167,-51.88214,51,same_rear,0.9215275
tail_all,1141,41.269943,43.46898,-2.199037,-41.269943,51,same_front,0.9061302
tail_all,1142,186.8905,187.79958,-0.90907377,-186.8905,17,same_front,0.900861
tail_all,1143,55.9394,58.138435,-2.199037,-55.9394,51,same_front,0.8991101
tail_all,1144,66.96425,69.051414,-2.087167,-66.96425,51,same_rear,0.8977897
tail_all,1145,-505.57092,-503.3719,-2.199037,505.57092,51,same_front,0.893875
tail_all,1146,-188.54256,-186.45538,-2.087167,188.54256,51,same_rear,0.87182283
tail_all,1147,179.54356,180.45264,-0.90907377,-179.54356,17,same_front,0.86737335
tail_all,1148,196.18535,197.09442,-0.90907377,-196.18535,17,same_front,0.8524104
tail_all,1149,52.620296,58.52883,-5.9085355,-52.620296,35,same_rear,0.8469815
tail_all,1150,100.20056,104.05071,-3.8501477,-100.20056,5,same_front,0.84558755
tail_all,1151,55.27169,57.470726,-2.199037,-55.27169,51,same_front,0.8414879
tail_all,1152,76.028885,80.59369,-4.564801,-76.028885,19,same_rear,0.8358656
tail_all,1153,70.887726,75.81543,-4.9277062,-70.887726,19,same_front,0.83049583
tail_all,1154,179.92569,180.83476,-0.90907377,-179.92569,17,same_front,0.81663924
tail_all,1155,-54.22987,-50.48082,-3.7490516,54.22987,49,same_front,0.8052335
tail_all,1156,55.446423,60.949493,-5.5030704,-55.446423,35,same_front,0.8017674
tail_all,1157,184.39134,185.30042,-0.90907377,-184.39134,17,same_front,0.8013124
tail_all,1158,197.03181,197.94089,-0.90907377,-197.03181,17,same_front,0.79820377
tail_all,1159,77.72104,79.808205,-2.087167,-77.72104,51,same_rear,0.784759
tail_all,1160,36.700756,43.014755,-6.3140006,-36.700756,34,same_rear,0.7797551
tail_all,1161,62.4741,64.561264,-2.087167,-62.4741,51,same_rear,0.77013296
tail_all,1162,-97.14073,-95.053566,-2.087167,97.14073,51,same_rear,0.769543
tail_all,1163,182.35033,183.2594,-0.90907377,-182.35033,17,same_front,0.76522994
tail_all,1164,188.66528,189.57436,-0.90907377,-188.66528,17,same_front,0.7592135
tail_all,1165,69.1503,71.349335,-2.199037,-69.1503,51,same_front,0.75039506
tail_all,1166,186.95459,187.86366,-0.90907377,-186.95459,17,same_front,0.74801296
tail_all,1167,107.954315,112.18887,-4.2345595,-107.954315,5,left_front,0.74625564
tail_all,1168,64.12384,66.322876,-2.199037,-64.12384,51,same_front,0.7387688
tail_all,1169,-132.98228,-127.361435,-5.6208534,132.98228,47,same_front,0.73808753
tail_all,1170,112.47424,115.04464,-2.5703964,-112.47424,21,same_front,0.7320911
tail_all,1171,49.594093,51.68126,-2.087167,-49.594093,51,same_rear,0.72613865
tail_all,1172,165.55089,166.45996,-0.90907377,-165.55089,17,same_front,1.2127864
tail_all,1173,90.480865,94.33102,-3.8501477,-90.480865,5,same_front,1.190081
tail_all,1174,95.23725,97.80765,-2.5703964,-95.23725,21,same_front,1.108287
tail_all,1175,166.2169,167.12598,-0.90907377,-166.2169,17,same_front,1.0513573
tail_all,1176,159.43819,160.34726,-0.90907377,-159.43819,17,same_front,1.0198911
tail_all,1177,145.23204,149.06114,-3.8290942,-145.23204,1,same_front,0.986446
tail_all,1178,186.21634,187.12541,-0.90907377,-186.21634,17,same_front,0.9854359
tail_all,1179,191.29277,192.20184,-0.90907377,-191.29277,17,same_front,0.96695143
tail_all,1180,104.02439,106.59479,-2.5703964,-104.02439,21,same_front,0.9151345
tail_all,1181,37.940926,42.175484,-4.2345595,-37.940926,50,same_rear,0.89509034
tail_all,1182,185.80891,186.71799,-0.90907377,-185.80891,17,same_front,0.8925198
tail_all,1183,65.52874,69.7633,-4.2345595,-65.52874,50,same_rear,0.8716087
tail_all,1184,69.56009,74.12489,-4.564801,-69.56009,19,same_rear,0.84351456
tail_all,1185,180.12239,181.03146,-0.90907377,-180.12239,17,same_front,0.8330667
tail_all,1186,175.91257,176.82164,-0.90907377,-175.91257,17,same_front,0.831661
tail_all,1187,32.20375,39.2109,-7.007148,-32.20375,53,same_front,0.82835054
tail_all,1188,46.496155,48.69519,-2.199037,-46.496155,51,same_front,0.8275715
tail_all,1189,192.03566,192.94473,-0.90907377,-192.03566,17,same_front,0.81982565
tail_all,1190,172.79889,173.70796,-0.90907377,-172.79889,17,same_front,0.8178364
tail_all,1191,194.63875,195.54782,-0.90907377,-194.63875,17,same_front,0.8142633
tail_all,1192,-53.14919,-45.448895,-7.700294,53.14919,42,same_rear,0.8133611
tail_all,1193,174.67378,175.58286,-0.90907377,-174.67378,17,same_front,0.8002886
tail_all,1194,-21.273235,-15.652382,-5.6208534,21.273235,55,same_rear,0.7892195
tail_all,1195,45.9946,48.193634,-2.199037,-45.9946,51,same_front,0.78587455
tail_all,1196,-13.086668,-9.337616,-3.7490516,13.086668,49,same_front,0.7773468
tail_all,1197,103.225586,108.15329,-4.9277062,-103.225586,16,right_front,0.774081
tail_all,1198,71.2753,73.362465,-2.087167,-71.2753,51,same_rear,0.77219564
tail_all,1199,181.59718,182.50626,-0.90907377,-181.59718,17,same_front,0.7703419
tail_all,1200,-55.861538,-52.01139,-3.8501477,55.861538,63,same_rear,0.7609095
tail_all,1201,62.90396,65.103,-2.199037,-62.90396,51,same_front,0.7538888
tail_all,1202,60.358612,62.557648,-2.199037,-60.358612,51,same_front,0.74985075
tail_all,1203,174.58931,175.49838,-0.90907377,-174.58931,17,same_front,0.74979156
tail_all,1204,68.917076,71.00424,-2.087167,-68.917076,51,same_rear,0.73793036
tail_all,1205,161.53375,162.44283,-0.90907377,-161.53375,17,same_front,0.73622966
tail_all,1206,-79.41782,-71.71753,-7.700294,79.41782,29,left_front,0.72544396
tail_all,1207,27.135315,32.002396,-4.8670816,-27.135315,51,right_rear,0.7219428
tail_all,1208,111.8178,115.66795,-3.8501477,-111.8178,5,same_front,0.72012246
tail_all,1209,103.2883,104.19737,-0.90907377,-103.2883,17,same_front,1.137063
tail_all,1210,169.78804,170.69711,-0.90907377,-169.78804,17,same_front,1.0952437
tail_all,1211,-59.25995,-51.559654,-7.700294,59.25995,25,same_front,1.0774797
tail_all,1212,84.27487,88.023926,-3.7490516,-84.27487,49,same_front,1.0741168
tail_all,1213,162.65666,163.56573,-0.90907377,-162.65666,17,same_front,1.0495613
tail_all,1214,-62.608772,-56.007088,-6.6016827,62.608772,27,same_rear,1.0128249
tail_all,1215,159.25467,160.16374,-0.90907377,-159.25467,17,same_front,0.99927247
tail_all,1216,171.20052,172.10959,-0.90907377,-171.20052,17,same_front,0.9756575
tail_all,1217,153.42061,154.32968,-0.90907377,-153.42061,17,same_front,0.93441635
tail_all,1218,51.156998,55.391556,-4.2345595,-51.156998,5,left_front,0.9331165
tail_all,1219,74.603546,76.80258,-2.199037,-74.603546,51,same_front,0.91393954
tail_all,1220,68.68483,70.771996,-2.087167,-68.68483,51,same_rear,0.90524954
tail_all,1221,71.99562,76.23018,-4.2345595,-71.99562,5,left_front,0.8691257
tail_all,1222,149.28633,150.1954,-0.90907377,-149.28633,17,same_front,0.8685334
tail_all,1223,191.375,195.2041,-3.8290942,-191.375,1,same_front,0.86273646
tail_all,1224,-70.8658,-67.05733,-3.808475,70.8658,63,same_front,0.85797673
tail_all,1225,-73.130745,-69.280594,-3.8501477,73.130745,63,same_rear,0.84141713
tail_all,1226,101.35243,103.92283,-2.5703964,-101.35243,21,same_front,0.8389207
tail_all,1227,166.05571,166.96478,-0.90907377,-166.05571,17,same_front,0.83107543
tail_all,1228,104.04289,106.61329,-2.5703964,-104.04289,21,same_front,0.82961065
tail_all,1229,68.21542,69.1245,-0.90907377,-68.21542,17,same_front,0.8095604
tail_all,1230,-74.157455,-70.34898,-3.808475,74.157455,63,same_front,0.8087801
tail_all,1231,60.095444,62.18261,-2.087167,-60.095444,51,same_rear,0.7954294
tail_all,1232,152.43562,153.3447,-0.90907377,-152.43562,17,same_front,0.7941398
tail_all,1233,189.28697,190.19604,-0.90907377,-189.28697,17,same_front,0.7883155
tail_all,1234,-79.53271,-75.724236,-3.808475,79.53271,63,same_front,0.7811653
tail_all,1235,-63.070927,-59.22078,-3.8501477,63.070927,63,same_rear,0.774199
tail_all,1236,30.86653,33.065567,-2.199037,-30.86653,51,same_front,0.7541273
tail_all,1237,92.080185,92.98926,-0.90907377,-92.080185,17,same_front,0.7488768
tail_all,1238,35.26271,37.461746,-2.199037,-35.26271,51,same_front,0.7455743
tail_all,1239,163.6231,164.53217,-0.90907377,-163.6231,17,same_front,0.74478054
tail_all,1240,70.08908,72.17625,-2.087167,-70.08908,51,same_rear,0.73460686
tail_all,1241,187.40979,188.31886,-0.90907377,-187.40979,17,same_front,0.73262143
tail_all,1242,56.588676,58.675842,-2.087167,-56.588676,51,same_rear,0.73055595
tail_all,1243,-57.34263,-49.642334,-7.700294,57.34263,54,same_rear,0.7299098
tail_all,1244,191.87831,192.78738,-0.90907377,-191.87831,17,same_front,0.7271743
tail_all,1245,146.68538,147.59445,-0.90907377,-146.68538,17,same_front,1.2203263
tail_all,1246,185.00832,185.91739,-0.90907377,-185.00832,17,same_front,1.1411691
tail_all,1247,176.24263,177.1517,-0.90907377,-176.24263,17,same_front,1.1191368
tail_all,1248,56.40303,58.490196,-2.087167,-56.40303,51,same_rear,1.1017549
tail_all,1249,183.56633,184.4754,-0.90907377,-183.56633,17,same_front,1.0620586
tail_all,1250,39.895416,42.09445,-2.199037,-39.895416,51,same_front,1.0284089
tail_all,1251,167.9819,168.89098,-0.90907377,-167.9819,17,same_front,1.0282924
tail_all,1252,46.19468,48.281845,-2.087167,-46.19468,51,same_rear,1.02377
tail_all,1253,19.766386,21.853554,-2.087167,-19.766386,51,same_rear,1.0211924
tail_all,1254,172.54597,176.37508,-3.8290942,-172.54597,1,same_front,1.0124987
tail_all,1255,173.57959,174.48866,-0.90907377,-173.57959,17,same_front,1.0025641
tail_all,1256,85.91279,88.483185,-2.5703964,-85.91279,21,same_front,1.0012997
tail_all,1257,165.65883,166.5679,-0.90907377,-165.65883,17,same_front,0.997844
tail_all,1258,53.38397,57.75206,-4.3680906,-53.38397,21,left_front,0.9947015
tail_all,1259,25.06648,27.265518,-2.199037,-25.06648,51,same_front,0.98550886
tail_all,1260,165.11646,166.02553,-0.90907377,-165.11646,17,same_front,0.9823675
tail_all,1261,170.32925,171.23833,-0.90907377,-170.32925,17,same_front,0.980382
tail_all,1262,51.054634,53.1418,-2.087167,-51.054634,51,same_rear,0.9748061
