feature,real_count,generated_count,ks,wasserstein,real_mean,generated_mean
ego_vx_mps,2209,2209,0.05296514259846084,0.20018726088116745,31.31216049194336,31.163942337036133
ego_vy_left_mps,2209,2209,0.10366681756450882,0.03774438206243025,0.03312358632683754,0.026227978989481926
ego_ax_mps2,2209,2209,0.05251244907197827,0.04576169449588115,-0.1321050226688385,-0.09167797118425369
ego_ay_left_mps2,2209,2209,0.20235400633770936,0.007133642792631742,0.0009506563656032085,0.002149722073227167
same_front_rel_x_m,2138,2146,0.022979642330631007,1.901854802965458,24.57973289489746,22.72488784790039
same_front_rel_y_left_m,2138,2146,0.055071022120472136,0.06502987666461403,-0.053580448031425476,-0.008483235724270344
same_front_rel_vx_mps,2138,2146,0.04500901017142429,0.23559675523292295,-0.5432039499282837,-0.3565683960914612
same_front_rel_vy_left_mps,2138,2146,0.03359394683868088,0.030031982660723447,-0.023695040494203568,-0.012075015343725681
same_front_other_ax_mps2,2138,2146,0.03172827031734809,0.029976557875901873,-0.036141254007816315,-0.019441282376646996
same_front_other_ay_left_mps2,2138,2146,0.0681769637771057,0.006894431670669965,0.001548175816424191,0.0008959501283243299
same_rear_rel_x_m,854,820,0.08604843776775005,4.294071664819441,-31.916439056396484,-28.857421875
same_rear_rel_y_left_m,854,820,0.12134574741531959,0.09565538796818393,-0.007218967191874981,-0.014090600423514843
same_rear_rel_vx_mps,854,820,0.11611069857771177,0.3976334400365652,0.5737704634666443,0.5444925427436829
same_rear_rel_vy_left_mps,854,820,0.1257011481121837,0.052817560091865605,-0.012341920286417007,-0.013986444100737572
same_rear_other_ax_mps2,854,820,0.15673730507796882,0.1682499727473738,-0.21943792700767517,-0.15586869418621063
same_rear_other_ay_left_mps2,854,820,0.1279345404695265,0.01842477538411936,-0.009812646545469761,-0.0039021859411150217
left_front_rel_x_m,500,448,0.21678571428571428,7.486545484453439,30.640050888061523,30.5832576751709
left_front_rel_y_left_m,500,448,0.20860714285714285,0.19300764863405911,3.7945001125335693,3.803300142288208
left_front_rel_vx_mps,500,448,0.16605357142857144,0.8288419193428542,3.9355998039245605,3.9979336261749268
left_front_rel_vy_left_mps,500,448,0.13103571428571428,0.08480962229340472,-0.12425999343395233,-0.06972166150808334
left_front_other_ax_mps2,500,448,0.204875,0.13486563496132814,-0.008440000005066395,0.010226610116660595
left_front_other_ay_left_mps2,500,448,0.21748214285714285,0.019457960592150415,-0.002040000632405281,0.0033531528897583485
left_rear_rel_x_m,217,170,0.1962320412035782,10.995550410232592,-33.607994079589844,-30.033369064331055
left_rear_rel_y_left_m,217,170,0.225426944971537,0.20441911964437187,3.847188711166382,4.0189595222473145
left_rear_rel_vx_mps,217,170,0.20867443751694226,0.9664728402528953,4.625668525695801,4.421230792999268
left_rear_rel_vy_left_mps,217,170,0.2896448902141502,0.11513706525041946,-0.05447005480527878,0.027251508086919785
left_rear_other_ax_mps2,217,170,0.3214150176199512,0.19010333166805854,-0.051797229796648026,0.089891716837883
left_rear_other_ay_left_mps2,217,170,0.22857142857142856,0.03144309697344527,-0.017695853486657143,-0.007795287761837244
right_front_rel_x_m,1993,2013,0.07076755729005818,2.1140054706526485,38.112510681152344,38.879981994628906
right_front_rel_y_left_m,1993,2013,0.07429031914731865,0.07891676948536101,-3.972318172454834,-3.9310991764068604
right_front_rel_vx_mps,1993,2013,0.04594620665623273,0.2427481672131665,-4.275760173797607,-4.2408037185668945
right_front_rel_vy_left_mps,1993,2013,0.02980800411973452,0.023753897930712246,-0.021465126425027847,-0.009078401140868664
right_front_other_ax_mps2,1993,2013,0.051149714512467755,0.03220248482258423,-0.018700450658798218,-0.006231258157640696
right_front_other_ay_left_mps2,1993,2013,0.06152407744044045,0.006726747286094997,0.0036879079416394234,-4.512296800385229e-05
right_rear_rel_x_m,824,789,0.13845564620325593,6.316805983036591,-40.76206970214844,-41.73964309692383
right_rear_rel_y_left_m,824,789,0.13000972104298178,0.1309596548644667,-3.9416444301605225,-3.958040714263916
right_rear_rel_vx_mps,824,789,0.10534103633701257,0.467046645769314,-3.0685315132141113,-2.896986961364746
right_rear_rel_vy_left_mps,824,789,0.12484157160963244,0.06873720049816634,-0.013519417494535446,-0.012121058069169521
right_rear_other_ax_mps2,824,789,0.14568336471138346,0.08559992538783019,-0.05550971254706383,-0.05084908381104469
right_rear_other_ay_left_mps2,824,789,0.11296098047177822,0.017493406196976813,0.012912620790302753,0.003300641430541873
same_front_delta_vx_1s_mps,2138,2146,0.034812303352027875,0.03526322014301264,-0.048166509717702866,-0.02100767008960247
same_front_delta_vy_left_1s_mps,2138,2146,0.05426982739004932,0.008987474992398034,0.0025678202509880066,0.0013107191771268845
same_front_mean_ax_1s_mps2,2138,2146,0.031227414634401505,0.032414429870797505,-0.04864934831857681,-0.02808121033012867
same_front_min_ax_1s_mps2,2138,2146,0.034960075394254934,0.038158261194821436,-0.11141721904277802,-0.08752869814634323
same_front_final_ax_1s_mps2,2138,2146,0.036532387359780025,0.03508061931902829,-0.06053320690989494,-0.04459584504365921
same_front_mean_ay_left_1s_mps2,2138,2146,0.033876413751256496,0.006496614851099574,-0.0004466795944608748,-0.0018241058569401503
same_rear_delta_vx_1s_mps,854,820,0.15261609641857543,0.17693747229149165,-0.22312647104263306,-0.16509801149368286
same_rear_delta_vy_left_1s_mps,854,820,0.14172616667618668,0.025530980702452858,-0.007540983147919178,0.001706913230009377
same_rear_mean_ax_1s_mps2,854,820,0.19748386359741818,0.1900186292736284,-0.222874253988266,-0.16166290640830994
same_rear_min_ax_1s_mps2,854,820,0.1734334837493574,0.19271887898332724,-0.3042154908180237,-0.23954877257347107
same_rear_final_ax_1s_mps2,854,820,0.20651168104186896,0.18925336252166197,-0.22204916179180145,-0.15628144145011902
same_rear_mean_ay_left_1s_mps2,854,820,0.15607471297195408,0.02121948739279771,-0.0066159251146018505,0.001438212115317583
left_front_delta_vx_1s_mps,500,448,0.19830357142857144,0.13873981030975535,-0.013300000689923763,0.025556879118084908
left_front_delta_vy_left_1s_mps,500,448,0.17991071428571428,0.03447885487388079,-0.001539999502710998,-0.00010773380199680105
left_front_mean_ax_1s_mps2,500,448,0.205,0.14834982571355068,-0.014184615574777126,0.0300834272056818
left_front_min_ax_1s_mps2,500,448,0.1965,0.15012575658091065,-0.07674000412225723,-0.0339822992682457
left_front_final_ax_1s_mps2,500,448,0.2185,0.15407427774634147,-0.024639999493956566,0.015265022404491901
left_front_mean_ay_left_1s_mps2,500,448,0.13226785714285713,0.019985482906242726,-0.0024215388111770153,0.0002210897218901664
left_rear_delta_vx_1s_mps,217,170,0.2408240715641095,0.16714840723233443,-0.06041474640369415,0.06735394150018692
left_rear_delta_vy_left_1s_mps,217,170,0.25033884521550553,0.03939517212993276,-0.01695852540433407,0.0007108706631697714
left_rear_mean_ax_1s_mps2,217,170,0.3441583084846842,0.1880301368137275,-0.060418300330638885,0.10189597308635712
left_rear_min_ax_1s_mps2,217,170,0.31474654377880185,0.18634550145379877,-0.11645160615444183,0.041766732931137085
left_rear_final_ax_1s_mps2,217,170,0.21415017619951207,0.16663287093920454,-0.06617511808872223,0.025028323754668236
