t,v_ego,a_ego,w_ego,y_ego,theta_ego,gaze,collision,Epistemic,Pragmatic,evidence
0.0,5.112117760358581e-12,4.6150833155067517e-11,-0.0,-0.0,-0.0,-0.0,0.05692906305193901,-0.0021499930880963802,0.05692906305193901,0.05692906305193901
0.2,3.5937210984826606e-09,2.2453084511653287e-06,3.531132677925264e-11,-0.0,-0.0,-0.0,0.06297875940799713,-0.0021468077320605516,0.0629810094833374,0.11991007626056671
0.4,8.555294250811585e-09,2.333300244572456e-06,8.742228607694358e-10,-0.0,-0.0,-0.0,0.066270612180233,-0.002166204387322068,0.06627295166254044,0.18618303537368774
0.6000000000000001,1.3936833020977701e-08,2.3392419734591385e-06,1.6869183827594725e-09,-0.0,-0.0,-0.0,0.07877538353204727,-0.0021733161993324757,0.0787777379155159,0.26496076583862305
0.8,1.7118484407774304e-08,3.1064885206433246e-06,3.2914437841924382e-09,-0.0,-0.0,-0.0,0.07858122140169144,-0.002175211440771818,0.07858435064554214,0.3435451090335846
1.0,2.7411434899704545e-08,4.405402250995394e-06,5.03774932880674e-09,-0.0,-0.0,-0.0,0.2593858540058136,-0.0020348664838820696,0.25939029455184937,0.6029354333877563
1.2000000000000002,4.9125482348699734e-08,5.7031988944800105e-06,5.169364492019213e-09,-0.0,-0.0,-0.0,0.32498446106910706,-0.0020172821823507547,0.3249902129173279,0.9279256463050842
1.4000000000000001,7.656723255422548e-08,5.9069011513201986e-06,5.233031785678577e-09,-0.0,-0.0,-0.0,0.3440697491168976,-0.0020205401815474033,0.3440757393836975,1.2720013856887817
1.4000000000000001,0.0008338478510268033,0.01750870607793331,0.0004906741669401526,0.02434350550174713,-0.0,-0.0,0.023842278867959976,-0.002017573220655322,0.0670190155506134,0.0
1.6,0.000881232088431716,0.017287522554397583,0.0005141474539414048,0.025465548038482666,-0.0,-0.0,0.02949475683271885,-0.00198184372857213,0.07364320755004883,0.07364320755004883
1.8,0.000929172383621335,0.017052091658115387,0.0005141268484294415,0.028831545263528824,-0.0,-0.0,0.01013270765542984,-0.001966890413314104,0.057459644973278046,0.13110285997390747
2.0,0.0009772308403626084,0.01688588783144951,0.0005089883343316615,0.03444170206785202,-0.0,-0.0,0.00897836871445179,-0.0019629388116300106,0.06179217994213104,0.1928950399160385
2.2,0.001025662524625659,0.014966478571295738,0.0005027416627854109,0.04215233772993088,-0.0,-0.0,0.007951918058097363,-0.001956472871825099,0.06659913808107376,0.25949418544769287
2.4000000000000004,0.0010723213199526072,0.014375234954059124,0.00047978528891690075,0.05184198170900345,-0.0,-0.0,0.0068808663636446,-0.0019216304644942284,0.07465018332004547,0.33414438366889954
2.6,0.0011191508965566754,0.01435332652181387,0.00047974439803510904,0.06355757266283035,-0.0,-0.0,0.005749878007918596,-0.0019167971331626177,0.08525967597961426,0.4194040298461914
2.8000000000000003,0.001163116772659123,0.014051146805286407,0.0004782788746524602,0.07732497155666351,-0.0,-0.0,0.00462679285556078,-0.0019082243088632822,0.09764431416988373,0.5170483589172363
3.0,0.0012043851893395185,0.013649357482790947,0.00046023435425013304,0.09317731857299805,-0.0,-0.0,0.003495030105113983,-0.0018837732495740056,0.11198632419109344,0.629034698009491
3.2,0.0012460969155654311,0.01360091008245945,0.00045873428462073207,0.11112958192825317,-0.0,-0.0,0.002356163691729307,-0.0018277614144608378,0.12879148125648499,0.7578262090682983
3.4000000000000004,0.0012835902161896229,0.012125368230044842,0.00042362933163531125,0.13132590055465698,-0.0,-0.0,0.0011980504496023059,-0.001814954332076013,0.14635653793811798,0.9041827917098999
3.6,0.0013136777561157942,0.011427919380366802,0.00040502683259546757,0.15040022134780884,-0.0,-0.0,-0.0,-0.0017972104251384735,0.1635468453168869,1.0677295923233032
3.6,0.0015475604450330138,0.01693086139857769,0.00044775294372811913,0.01945335417985916,-0.0,-0.0,-0.0,-0.0017953901551663876,0.03837952762842178,0.0
3.8000000000000003,0.0015529548982158303,0.01683766208589077,0.00044496566988527775,0.03642447665333748,-0.0,-0.0,-0.0,-0.001802170998416841,0.055260058492422104,0.055260058492422104
4.0,0.0015534739941358566,0.016654524952173233,0.00044207871542312205,0.053953997790813446,-0.0,-0.0,-0.0,-0.0017446009442210197,0.07260407507419586,0.12786413729190826
4.2,0.001547843567095697,0.016428906470537186,0.00044144547428004444,0.0724092349410057,-0.0,-0.0,-0.0,-0.0017195207765325904,0.09082742780447006,0.21869157254695892
4.4,0.0015418973052874207,0.015724262222647667,0.00042100486462004483,0.09176285564899445,-0.0,-0.0,-0.0,-0.0017428513383492827,0.10945001989603043,0.32814157009124756
4.6000000000000005,0.0015351249603554606,0.014625050127506256,0.00041829695692285895,0.11138291656970978,-0.0,-0.0,-0.0,-0.00172997557092458,0.12796138226985931,0.45610296726226807
4.800000000000001,0.001517006428912282,0.013327602297067642,0.0004180521937087178,0.1314089149236679,-0.0,-0.0,-0.0,-0.0017086595762521029,0.1466715782880783,0.6027745604515076
5.0,0.0014987216563895345,0.012806285172700882,0.00041528535075485706,0.1519784778356552,-0.0,-0.0,-0.0,-0.0016983147943392396,0.16669876873493195,0.7694733142852783
5.2,0.0014802810037508607,0.012462282553315163,0.00041409669211134315,0.17262351512908936,-0.0,-0.0,-0.0,-0.0017940230900421739,0.18698017299175262,0.9564535021781921
5.4,0.001461690291762352,0.012460875324904919,0.00038688123458996415,0.19328688085079193,-0.0,-0.0,-0.0,-0.0017913244664669037,0.2075963318347931,1.1640498638153076
5.4,0.002817018423229456,0.017078973352909088,0.00032077357172966003,0.033877063542604446,-0.0,-0.0,-0.0,-0.0017867463175207376,0.05409383028745651,0.0
5.6000000000000005,0.0028716432861983776,0.016748718917369843,0.0003745603025890887,0.03396854177117348,-0.0,-0.0,-0.0,-0.0017921349499374628,0.053963467478752136,0.053963467478752136
5.800000000000001,0.002911060582846403,0.016640307381749153,0.00037583208177238703,0.03396892175078392,-0.0,-0.0,-0.0,-0.0017681049648672342,0.05389612168073654,0.10785958915948868
6.0,0.002950722351670265,0.016532978042960167,0.00037474572309292853,0.03396878391504288,-0.0,-0.0,-0.0,-0.0018007667968049645,0.053827229887247086,0.16168682277202606
