t,v_ego,a_ego,w_ego,y_ego,theta_ego,gaze,collision,Epistemic,Pragmatic,evidence
0.0,4.224875657654614e-12,5.200395669646696e-12,-0.0,-0.0,-0.0,-0.0,0.011293849907815456,-0.0020443822722882032,0.011293849907815456,0.011293849907815456
0.2,3.5928124919593074e-09,2.24407290261297e-06,6.420241074889255e-12,-0.0,-0.0,-0.0,0.012081023305654526,-0.0020638173446059227,0.012083270587027073,0.02337712049484253
0.4,8.291900144286046e-08,3.3039239497156814e-05,1.7851480293984423e-08,-0.0,-0.0,-0.0,0.015569787472486496,-0.0020178896375000477,0.015602927654981613,0.03898004814982414
0.6000000000000001,2.58165044897396e-07,4.4775228161597624e-05,3.360193900903141e-08,-0.0,-0.0,-0.0,0.01839348115026951,-0.0020525860600173473,0.01843854784965515,0.057418595999479294
0.8,4.87368083668116e-07,4.702271689893678e-05,3.3918134079158335e-08,-0.0,-0.0,-0.0,0.018769003450870514,-0.002053752774372697,0.018816547468304634,0.07623514533042908
1.0,9.505521916253201e-07,7.255347009049729e-05,3.398340808757894e-08,-0.0,-0.0,-0.0,0.0176309272646904,-0.0020343619398772717,0.017704464495182037,0.09393960982561111
1.2000000000000002,1.8078288803735632e-06,0.00011022584658348933,3.398340808757894e-08,-0.0,-0.0,-0.0,0.026696499437093735,-0.002049508737400174,0.026808567345142365,0.12074817717075348
1.4000000000000001,2.7806438538391376e-06,0.00011247317161178216,3.4068474263904136e-08,-0.0,-0.0,-0.0,0.2012602537870407,-0.0018373355269432068,0.2013755440711975,0.3221237063407898
1.6,3.7495201468118466e-06,0.0001124849368352443,3.41166277451066e-08,-0.0,-0.0,-0.0,0.2156512290239334,-0.0018272134475409985,0.215767502784729,0.5378912091255188
1.8,4.840362180402735e-06,0.00011474576604086906,4.456664015606293e-08,-0.0,-0.0,-0.0,0.23535116016864777,-0.0018004400189965963,0.23547078669071198,0.7733620405197144
2.0,6.060057330614654e-06,0.00011702159099513665,6.957722575862135e-08,-0.0,-0.0,-0.0,0.25028327107429504,-0.0017934134230017662,0.250406414270401,1.023768424987793
2.0,0.0068967631086707115,0.014734474942088127,0.0001735599507810548,0.002043499145656824,-0.0,-0.0,3.609971145124291e-06,-0.0017705641221255064,0.023851905018091202,0.0
2.2,0.007302985992282629,0.014723667874932289,0.0001718273269943893,0.0024178854655474424,-0.0,-0.0,3.6943924897059333e-06,-0.001729642041027546,0.02462005987763405,0.024620061740279198
2.4000000000000004,0.007707938086241484,0.014167300425469875,0.00017132720677182078,0.0028270184993743896,-0.0,-0.0,4.0271852412843145e-06,-0.0016943690134212375,0.02487761154770851,0.04949767142534256
2.6,0.008112212643027306,0.01352081447839737,0.00017130599007941782,0.003272168105468154,-0.0,-0.0,3.847636889986461e-06,-0.0016997510101646185,0.025080349296331406,0.07457801699638367
2.8000000000000003,0.0085074994713068,0.01201371755450964,0.00016584277909714729,0.003753374330699444,-0.0,-0.0,3.870952696161112e-06,-0.001681251684203744,0.024444304406642914,0.09902232140302658
3.0,0.008890369907021523,0.010661354288458824,0.00016283339937217534,0.004272862337529659,-0.0,-0.0,3.6336155062599573e-06,-0.0016911987913772464,0.0239910539239645,0.12301337718963623
3.2,0.009263329207897186,0.009902842342853546,0.00014880958769936115,0.004832075443118811,-0.0,-0.0,3.2337597986042965e-06,-0.0016895730514079332,0.024150291457772255,0.14716367423534393
3.4000000000000004,0.009622822515666485,0.00925598293542862,0.00014852586900815368,0.0054299477487802505,-0.0,-0.0,2.6396971861686325e-06,-0.0016955025494098663,0.024459918960928917,0.1716235876083374
3.6,0.009959088638424873,0.008050109259784222,0.0001476346078561619,0.0060697938315570354,-0.0,-0.0,1.3820633739669574e-06,-0.001752988318912685,0.024228008463978767,0.19585159420967102
3.8000000000000003,0.010272135958075523,0.006843904964625835,0.00014711875701323152,0.006749720778316259,-0.0,-0.0,1.0779098147395416e-06,-0.0017746827797964215,0.024013958871364594,0.2198655605316162
4.0,0.010577562265098095,0.0066933888010680676,0.00014404724061023444,0.007471603341400623,-0.0,-0.0,6.371179210873379e-07,-0.0017498639645054936,0.024887237697839737,0.24475279450416565
