level,num_samples,subset_threshold,score_mean,score_p90,score_p95,score_max,risk_mean,risk_max,failure_fraction,collision_fraction,numerical_valid_fraction,proposal_acceptance_rate,chain_moved_fraction
0,512,1.9421381869578995,2.0040933421057696,1.9421381869578995,2.281587791915142,5.642904489922032,0.018841242417693138,0.949126660823822,0.001953125,0.001953125,1.0,1.0,1.0
1,512,2.027232752447855,2.0094737443018125,2.027232752447855,2.4990859957860088,5.022731574327208,0.020946145057678223,0.8500699996948242,0.001953125,0.0,1.0,0.09830729166666667,0.26171875
2,512,3.1240437455160426,2.63868773283365,3.1240437455160426,3.3967515465788045,6.450401968909992,0.2168712466955185,1.0542372465133667,0.017578125,0.00390625,1.0,0.013020833333333334,0.0390625
3,512,5.022731574327208,3.7934915979278467,5.022731574327208,5.625225528190546,6.450401968909992,0.5661606788635254,1.0542372465133667,0.177734375,0.046875,1.0,,
