x_ego,y_ego,x_tar,y_tar
0.0,0.0,49.2,0.0
3.0,0.0,52.2,0.0
6.0,0.0,55.2,0.0
9.0,0.0,58.2,0.0
12.0,0.0,61.16,0.0
15.0,0.0,64.0,0.0
18.0,0.0,66.64,0.0
21.0,0.0,69.04,0.0
24.0,0.0,71.200005,0.0
27.0,0.0,73.12,0.0
30.0,0.0,74.8,0.0
