x_ego,y_ego
35.000016072591144,-3.8121224270071253e-06
40.02001444498698,0.000765792701082925
45.08054271801117,0.004061400265973865
50.157575815301364,0.01491623293583298
55.135101926582074,0.12341043745669641
59.949429322580144,0.35142646567319463
64.68882356544736,0.5389206085714344
69.37646000578722,0.7041533235518167
73.9834781156491,0.8410183817507866
78.54220755125228,1.0646860774964249
83.05066253587182,1.350697500691581
87.43977647640762,1.822837832410274
91.76371144412343,2.3027546299423536
96.0885423066971,2.693360670072786
100.39411486379095,3.085725986214625
104.67918662183712,3.492545917227469
109.01157523729215,3.841856990676781
113.3970435453034,3.994767689483033
117.77716048204542,3.9670945794951717
122.14757371014419,3.826244456063795
126.38731049661973,3.6238605448222225
130.42681557429728,3.2529520520032635
134.3956099082576,2.8524954313618585
138.3604234581116,2.4943748870307383
142.37005795081453,2.205048067618426
146.42349477775736,1.9837738446802387
150.4656385431786,1.709495495063302
154.50696414563205,1.5819152570999577
158.5402423893404,1.449969520836134
162.57777696148094,1.3758702851961653
162.57777696148094,1.3758702851961653
