x_ego,y_ego,x_tar,y_tar
0.0,0.0,29.2,0.0
5.0,0.0,34.2,0.0
10.0,0.0,39.2,0.0
15.0,0.0,44.2,0.0
20.0,0.0,49.16,0.0
25.0,0.0,54.0,0.0
30.0,0.0,58.64,0.0
35.0,0.0,63.04,0.0
