controller,factual_ade_m,factual_fde_m,factual_p95_m,event_energy_score,event_count,futures_per_event
frozen_hiqr,0.16921955347061157,0.3287540078163147,0.48972107470035553,112.30138516262593,6,32
idm_only,0.2877795398235321,0.622101366519928,0.8125104606151581,47.204880653464734,6,32
a2_transfer,1.0772987604141235,2.686235189437866,2.6333749294281006,57.02262315922923,6,32
calibrated_residual,0.1701662540435791,0.3283998668193817,0.5017842054367065,51.85083548504762,6,32
calibrated_supervised,0.1673871874809265,0.32229217886924744,0.5135373473167419,51.84819981962772,6,32
