t,v_ego,a_ego,w_ego,y_ego,theta_ego,gaze,collision,Epistemic,Pragmatic,evidence
0.0,4.9195096780974e-12,6.070694728160797e-12,-0.0,-0.0,-0.0,-0.0,-0.0,-0.001891055959276855,1.0990204406258197e-11,-0.0
0.2,3.7926597973303444e-10,1.002781800707453e-06,1.2731338649984991e-08,-0.0,-0.0,-0.0,-0.0,-0.0019100257195532322,1.0158923942071851e-06,1.0158704526475049e-06
0.4,2.0265189526469385e-09,3.246887445129687e-06,2.5930820157782364e-08,-0.0,-0.0,-0.0,-0.0,-0.001921479357406497,3.274844857514836e-06,4.2907072383968625e-06
0.6000000000000001,1.2125687121056217e-08,5.519105798157398e-06,3.171759743736402e-08,-0.0,-0.0,-0.0,0.0024219064507633448,-0.0021585202775895596,0.0024274694733321667,0.00243176007643342
0.8,3.7854228196465556e-08,7.763534085825086e-06,3.593248720790143e-08,-0.0,-0.0,-0.0,-0.0,-0.0021905521862208843,7.837320481485222e-06,0.002439597388729453
1.0,6.479367442580042e-08,7.784305125824176e-06,3.9165612975011754e-08,-0.0,-0.0,-0.0,6.106401997385547e-05,-0.002250692807137966,6.89522858010605e-05,0.0025085497181862593
1.2000000000000002,1.1500145546960994e-07,1.0029544682765845e-05,4.316809665283472e-08,-0.0,-0.0,-0.0,0.019067855551838875,-0.002316194586455822,0.01907804235816002,0.021586593240499496
1.4000000000000001,1.9570791209844174e-07,1.2310007150517777e-05,5.335969532893614e-08,-0.0,-0.0,-0.0,0.009634258225560188,-0.0023228435311466455,0.009646817110478878,0.03123341128230095
1.6,3.1413156875714776e-07,1.4555147572536953e-05,6.33827639262563e-08,-0.0,-0.0,-0.0,0.005066766869276762,-0.0022949993144720793,0.005081699695438147,0.036315109580755234
1.8,4.348565312284336e-07,1.4564919183612801e-05,6.343358904814522e-08,-0.0,-0.0,-0.0,0.0033230199478566647,-0.0023166087921708822,0.0033380831591784954,0.039653193205595016
2.0,6.006078479003918e-07,1.6809806766104884e-05,6.349939951633132e-08,-0.0,-0.0,-0.0,0.03385866805911064,-0.0023659598082304,0.033876143395900726,0.07352933287620544
2.2,8.190280595954391e-07,1.910866740217898e-05,7.79502897785278e-08,-0.0,-0.0,-0.0,0.05106854438781738,-0.0024418558459728956,0.05108854919672012,0.12461788207292557
2.4000000000000004,1.0968605010930332e-06,2.135413342330139e-05,8.584237320974353e-08,-0.0,-0.0,-0.0,0.0886569693684578,-0.00245693139731884,0.08867950737476349,0.21329738199710846
2.6,1.3760800356976688e-06,2.1354715499910526e-05,8.619709035428968e-08,-0.0,-0.0,-0.0,0.13788281381130219,-0.0024610080290585756,0.13790562748908997,0.3512030243873596
2.8000000000000003,1.63341451298038e-06,2.2421407265937887e-05,8.639504756047245e-08,-0.0,-0.0,-0.0,0.16814684867858887,-0.0024803096894174814,0.1681709885597229,0.5193740129470825
3.0,1.955181460289168e-06,2.4683487936272286e-05,8.858060596139694e-08,-0.0,-0.0,-0.0,0.1627626270055771,-0.0024454137310385704,0.16278935968875885,0.6821633577346802
3.2,2.348534053453477e-06,2.692774978640955e-05,9.169281867116297e-08,-0.0,-0.0,-0.0,0.26166754961013794,-0.002477228408679366,0.2616969048976898,0.9438602924346924
3.4000000000000004,2.821072257574997e-06,2.9174581868574023e-05,9.262696210043941e-08,-0.0,-0.0,-0.0,0.30204734206199646,-0.0024793227203190327,0.302079439163208,1.2459397315979004
3.4000000000000004,0.001649985322728753,0.01155880093574524,0.00032958583324216306,0.021284708753228188,-0.0,-0.0,0.1588316410779953,-0.0024708330165594816,0.19365471601486206,0.0
3.6,0.0017372985603287816,0.011486503295600414,0.0003304444544482976,0.021699123084545135,-0.0,-0.0,0.20218130946159363,-0.0024724428076297045,0.23743468523025513,0.23743468523025513
3.8000000000000003,0.0018239732598885894,0.010262282565236092,0.000339002552209422,0.03916211798787117,-0.0,-0.0,0.13867299258708954,-0.0024795460049062967,0.1902603656053543,0.42769506573677063
4.0,0.0019106799736618996,0.009760350920259953,0.00033703295048326254,0.05676130950450897,-0.0,-0.0,0.132381409406662,-0.0024656166788190603,0.2011507749557495,0.6288458704948425
4.2,0.00199832278303802,0.009513863362371922,0.0003317255759611726,0.05711745098233223,-0.0,-0.0,0.15483629703521729,-0.0024704989045858383,0.22379766404628754,0.8526434898376465
4.4,0.0020792779978364706,0.008318226784467697,0.0003177187463734299,0.04024534299969673,-0.0,-0.0,0.15762069821357727,-0.0024773990735411644,0.20858126878738403,1.0612246990203857
4.4,0.0027723575476557016,0.010595153085887432,0.0006421524449251592,0.02712363563477993,-0.0,-0.0,0.117172010242939,-0.002477641450241208,0.1583053171634674,0.0
4.6000000000000005,0.0028974341694265604,0.010407526977360249,0.0006430703215301037,0.027125155553221703,-0.0,-0.0,0.10518723726272583,-0.002475047018378973,0.14626042544841766,0.14626042544841766
4.800000000000001,0.00302353547886014,0.01034560613334179,0.0006440534489229321,0.027126217260956764,-0.0,-0.0,0.06058855727314949,-0.0024849458131939173,0.10172796994447708,0.24798840284347534
5.0,0.0031428569927811623,0.009936511516571045,0.0006339630344882607,0.027156487107276917,-0.0,-0.0,0.09348189830780029,-0.002483959309756756,0.1343517154455185,0.38234013319015503
