epoch,lr,train_loss,train_action_mse_norm,val_loss,val_action_mse_norm,val_start_loss,val_start_action_mse_norm,val_roll_loss,val_roll_action_mse_norm,val_evt_tail_loss,val_evt_tail_action_mse_norm,active_closed_loop_chunks,train_state_consistency_m2,train_selected_xi_mean,train_mixture_nll,train_energy_score,train_diversity_penalty,train_smoothness_penalty,train_probability_entropy_penalty,train_candidate_entropy,train_responsibility_entropy,train_effective_candidates,train_probability_responsibility_l1,train_pairwise_trajectory_distance_norm,val_mixture_nll,val_energy_score,val_diversity_penalty,val_smoothness_penalty,val_probability_entropy_penalty,val_candidate_entropy,val_responsibility_entropy,val_effective_candidates,val_probability_responsibility_l1,val_pairwise_trajectory_distance_norm,val_start_mixture_nll,val_start_energy_score,val_start_diversity_penalty,val_start_smoothness_penalty,val_start_probability_entropy_penalty,val_start_candidate_entropy,val_start_responsibility_entropy,val_start_effective_candidates,val_start_probability_responsibility_l1,val_start_pairwise_trajectory_distance_norm,val_roll_mixture_nll,val_roll_energy_score,val_roll_diversity_penalty,val_roll_smoothness_penalty,val_roll_probability_entropy_penalty,val_roll_candidate_entropy,val_roll_responsibility_entropy,val_roll_effective_candidates,val_roll_probability_responsibility_l1,val_roll_pairwise_trajectory_distance_norm,val_evt_tail_mixture_nll,val_evt_tail_energy_score,val_evt_tail_diversity_penalty,val_evt_tail_smoothness_penalty,val_evt_tail_probability_entropy_penalty,val_evt_tail_candidate_entropy,val_evt_tail_responsibility_entropy,val_evt_tail_effective_candidates,val_evt_tail_probability_responsibility_l1,val_evt_tail_pairwise_trajectory_distance_norm
11,1.9173288564425736e-05,1.3939178197435789,0.5799656015136824,0.1938576101602276,0.11637000606825416,nan,nan,nan,nan,nan,nan,5,0.038914135636990574,4.891061967508245,0.6770829367388329,0.6452458318596234,0.020846909023877758,0.02430900673227051,0.006497300307099277,1.562211105948127,1.5466065349433877,4.721715652242767,0.0077250304324735395,0.16450572694495663,0.18899520341327083,0.1579436470763193,0.019259270666979442,0.021828787852502023,0.0035158231968215993,1.575517828091714,1.5607972074016314,4.788004609311291,0.0060765096576416815,0.17502489580090952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1.9019058717695313e-05,1.3935152758479041,0.5811706833470083,0.1860669659763744,0.11118533433703073,nan,nan,nan,nan,nan,nan,5,0.0387687040529092,4.9474426255362465,0.6768687187838474,0.6461282592896228,0.021293336413480444,0.024245801587231185,0.005980132476905924,1.5630934548038338,1.5479233541913204,4.727118895945387,0.007529798073131126,0.16313548081405724,0.18141422732962278,0.1501363352819747,0.01864569313769684,0.021575095796862013,0.0027754138610278337,1.5779757076040113,1.5646728792056221,4.804713474485791,0.005937749930643759,0.17591943713075522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1.8852464063655178e-05,1.3921644752860258,0.5798637046975285,0.18403155622380094,0.11106341582045118,nan,nan,nan,nan,nan,nan,5,0.03876940294264138,4.962699848335414,0.6763343549539521,0.645949623710624,0.020469145559947177,0.024183494474241406,0.0056764868244583,1.561962753635907,1.5469976585241059,4.721983469479435,0.007488326042517403,0.16342754255491665,0.17955069144699046,0.14979296565708583,0.017358987329914966,0.02153132625332584,0.0032754817860667584,1.5692298036431436,1.556301322517841,4.764256252196093,0.005720016647952708,0.17345258521488002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,1.8673761479186834e-05,1.3902680308296163,0.5783035051546865,0.1851651319509986,0.11249443462844812,nan,nan,nan,nan,nan,nan,5,0.0387324972941176,4.997219929373799,0.6754792504513345,0.6446277794628291,0.020129359016788334,0.024300205583600194,0.005259029806770087,1.5621680408521201,1.5470246825152718,4.722108791773815,0.007558620057355386,0.16348316421072284,0.18021628318612612,0.1515333223247394,0.02043398538468386,0.021489719991631035,0.0030703973769179533,1.5698018068292034,1.556337303800431,4.764689290152098,0.005616717221231946,0.17152900613459643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1.8483226510722914e-05,1.3874777286317819,0.577266207610459,0.18582577202649958,0.11233590362972978,0.03661267786702985,0.020078155251238763,0.19349135785943306,0.1169487960065677,0.3950725143791154,0.20456288336374112,5,0.03864157367216166,4.986389705447741,0.6741983888359154,0.6428167242870981,0.019814049036330474,0.024334637131497604,0.004729214397466863,1.5629303729461426,1.5475129503764842,4.72438592982455,0.007669776147858234,0.1648745578243737,0.18093005494785125,0.1509872304901728,0.020210879463485976,0.021236896144897235,0.002836874701985874,1.5686876832957692,1.5550994125649011,4.758137881212842,0.005759124842393766,0.17372739164653891,0.03173322799449578,0.02408261824791734,0.023885348363415323,0.04231704724850405,0.012653012520704388,1.5473032005280842,1.5438785808620876,4.698574569372873,0.0008637285036842826,0.1691201315967964,0.18859630479214973,0.15746260324155684,0.020009767787688714,0.02019148760885648,0.002340931234708936,1.5697569563146507,1.5556605104461414,4.7611162286425595,0.006003894672434699,0.17395776911653907,0.3890179429653994,0.33350414162255965,0.014935499419600368,0.02828090087248171,0.003927645496790927,1.554162354885014,1.526113986334446,4.633875882809084,0.009213878059286237,0.21166144320860542
16,1.8281152949374533e-05,1.3873613401259894,0.576403840006685,0.18977285739400845,0.11513412634629186,nan,nan,nan,nan,nan,nan,5,0.03836999700390265,5.000426830896734,0.6741873956100898,0.6428313971786989,0.020046492729839653,0.024082939329833946,0.004493237701112428,1.562235284571251,1.5470459521733488,4.7217148153343,0.007563712355888207,0.16490022586937392,0.18493266280213308,0.1548712144180514,0.019905095326096283,0.02143893129028255,0.0018265710337156968,1.5790615784086823,1.5635737200013446,4.798983175896422,0.005857975675812236,0.1759954936264291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,1.806785237792671e-05,1.387925829902209,0.5778829405419714,0.18606009451899128,0.11280701583368549,nan,nan,nan,nan,nan,nan,5,0.03845573790527365,4.980645165119556,0.6744299615273753,0.6436841880671547,0.020280817667408076,0.02408770811722636,0.0039834606934841445,1.5651037981307447,1.5502375371670853,4.736190224582986,0.0074444476624775345,0.1645323370472439,0.18142949821061236,0.15147943706715133,0.018704712532499685,0.02123338611880826,0.0019552342031320005,1.5734950442850955,1.5593893239208396,4.777954684412039,0.0057356059885033854,0.1753860901300883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,1.7843653690400287e-05,1.380833211713668,0.5743252642147748,0.18771271774443837,0.11447682456750023,nan,nan,nan,nan,nan,nan,5,0.03821519698900864,5.022900165905309,0.6711303171313947,0.6392931607810837,0.019269391921980947,0.024107130574872036,0.004161583787589033,1.5633823971883327,1.5479963976999784,4.725939962194176,0.0076161131611451076,0.16644691980203435,0.18306443016637963,0.15337821189859238,0.01848345618727371,0.020645232288162528,0.002710704048818183,1.566585631088111,1.5518503995765698,4.742562583283139,0.0057235704526351315,0.17454728186988305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,1.760890258492118e-05,1.3836325828212963,0.5744719936944095,0.18449695679826209,0.11069423367539533,nan,nan,nan,nan,nan,nan,5,0.03831352443198274,5.0622137792757895,0.6725265311446277,0.6401330339218632,0.019064103404309314,0.02394415645889087,0.004219816920832118,1.5620787016289504,1.5465020726830123,4.71892798651253,0.007703342112686398,0.16715351246971483,0.1800560539270171,0.14861189627638058,0.01767330229995263,0.0208795597730081,0.0018998574386528307,1.575645663650099,1.5618308800811833,4.789603146524284,0.005856118076940339,0.17930532997452905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,1.7363961030678935e-05,1.3849870280903345,0.5753686722433409,0.18506916334743131,0.11235271825117552,0.03703866213578611,0.020534222597872045,0.19265107909225573,0.11694364979360396,0.38384507365397214,0.2004033404309584,5,0.03827892684723738,5.064469755995718,0.6732109043619771,0.641420151043775,0.01910517296475432,0.023884152944875735,0.0038811211078636147,1.5637896684691173,1.548403569601867,4.727610806085623,0.007581489792865835,0.16609282673215853,0.180476127622587,0.1504239903195042,0.018251473941708306,0.021608543333281844,0.002699779796619407,1.5671685541893814,1.5537665432461207,4.749815737990926,0.00565389474330924,0.1768172858954369,0.03267334478550065,0.024616501395980213,0.021098991359376408,0.04359871305122777,0.010366340499981247,1.5569057972873868,1.5534482433346335,4.743584401709672,0.0009078502275348111,0.1694211116774288,0.1880486539526278,0.15682604492895105,0.018090672903233275,0.02051564754082707,0.002308144953446565,1.5676817320543548,1.5537825048687888,4.75012753845717,0.005891197512053143,0.17718709027315613,0.3780418477063899,0.32312032030934207,0.01399659861638604,0.02885141572107764,0.003680443682686007,1.5544404410369241,1.5267407409133988,4.632594656762485,0.009098376353047418,0.21268381044180715
21,1.7109206709796485e-05,1.380466186464512,0.5734518262363105,0.18535775587383807,0.11192140647055929,nan,nan,nan,nan,nan,nan,5,0.038191040756827645,5.083211976157867,0.6710569709453655,0.6390453986098904,0.018662400095390292,0.024100581954069576,0.003950920292009961,1.562678205425804,1.5471932135250777,4.72187305486596,0.007677509639421466,0.16732747300969963,0.18073865353228022,0.15037037448280094,0.01864134928279704,0.02131379451703127,0.002121150463985956,1.5709516365215945,1.556905231118993,4.764940761239744,0.005753576703539962,0.17877647140301853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,1.6845032434971662e-05,1.3799887411318468,0.5731637177832923,0.1831894903049334,0.11339398412418063,nan,nan,nan,nan,nan,nan,5,0.03801689679274507,5.089317720643945,0.6708209867534117,0.6391293243060975,0.01906510927772929,0.023866678942264217,0.003588731916053,1.563924574791194,1.5485165930245635,4.727777462316856,0.0075547206056001265,0.1666138072471269,0.178547111976544,0.15056853977596918,0.018833581332673887,0.020875907221276607,0.0020579290620435075,1.5703748720583923,1.5566183672601235,4.763422938768741,0.005389103541301554,0.17143130389843586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,1.6571845543788514e-05,1.3786305483042174,0.5723775958782265,0.1857363935894398,0.11165181265929124,nan,nan,nan,nan,nan,nan,5,0.03795818624122474,5.112474527486764,0.670272496084409,0.6385047664230105,0.018291562746823,0.02406213757653691,0.003676614163162556,1.5634463079648462,1.5481630945841511,4.725985621196002,0.0075745249750601255,0.16705066843852967,0.18143873956394146,0.14962666582553483,0.01664675060929209,0.02088184228412944,0.0019111483630833098,1.5717020793630472,1.5574631847518234,4.767947855264671,0.005911415123490816,0.18068940170333486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,1.6290067270632266e-05,1.3776929074762947,0.5699856795136592,0.18326299751175393,0.11216532018989014,nan,nan,nan,nan,nan,nan,5,0.03810770228932539,5.093369329049455,0.6698580432405539,0.6364324407198048,0.017940257663601567,0.023837624716190272,0.0033550253199935076,1.5638144494810797,1.5477837811131239,4.724842320783138,0.007825200460710285,0.1688052548333183,0.17870113087956443,0.14903318264043683,0.01818479532288997,0.020706348358840714,0.0027350349527744777,1.563744177724389,1.5506612718758053,4.734271947716498,0.0054973941724651395,0.17600240596790662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,1.6000132097176428e-05,1.3794389134385656,0.5718755303367903,0.18862829570851294,0.11569248573098076,0.036834509160714325,0.0206863772774879,0.19641263577958315,0.12044279381234906,0.3950116207185126,0.20833483909770853,5,0.03798251478478009,5.10220209926927,0.6707059708469142,0.6380977412563233,0.01827379868731953,0.02381259794607519,0.003153757137657796,1.5650377685461372,1.5493862317136866,4.73192399371592,0.007649783530566899,0.16768275134139227,0.18411512925459025,0.15442414155104325,0.017885742641512388,0.020641288576754624,0.001593031379836995,1.5743776834056553,1.5584102415697516,4.7730226393926936,0.005723045303589535,0.17773721307121576,0.03270340894667585,0.024513303766251104,0.019841670230512195,0.04394786518997866,0.009404764715867448,1.5615350855874908,1.5582784685232802,4.766575121854902,0.000871706635948973,0.1696451099022307,0.19188215222794974,0.16103349221626242,0.017770543186635217,0.019482510291692314,0.0011948425527932894,1.5750198688607757,1.5584168841404047,4.773345298478875,0.0059656128724541535,0.1781418258882018,0.3890952209704489,0.3351936916484539,0.014528669364516716,0.02765571711382074,0.0021722550755497987,1.5637158535827134,1.53309343698436,4.66645817707947,0.008927475129189984,0.2107222615652094
26,1.570248708244355e-05,1.3749542117918891,0.5704338506332381,0.18573750216344997,0.11231444873451638,nan,nan,nan,nan,nan,nan,5,0.03790852381316817,5.1061138112317686,0.6685284396013855,0.6359431505990637,0.018124514157106947,0.02372886205311695,0.003122832666618779,1.5662639027512915,1.550492419867054,4.737159650961576,0.007654864181976782,0.16851779140546067,0.18129182533035576,0.1507361343175543,0.01745243103813646,0.02041448274872857,0.0023261024911631206,1.5664587033747794,1.5515626032312895,4.740428906437623,0.005778379106031011,0.17962915089644813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,1.5397591173472607e-05,1.374413413812027,0.5701324999431115,0.1871213252332061,0.11348800029120151,nan,nan,nan,nan,nan,nan,5,0.03786197104975702,5.116152479779829,0.6683166255549253,0.6353469902890914,0.01781020478281869,0.02379328547953616,0.003233033223542974,1.5634406199761814,1.547509044460253,4.723267090841679,0.007724178127700257,0.16869854912035565,0.18290550978416686,0.15155702099405144,0.015984096612964408,0.020847503918384348,0.001883131391368944,1.5691813881109997,1.5537055293600295,4.74952690455385,0.005882287807878842,0.18086419558215108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,1.5085914497655932e-05,1.3758952229898165,0.5697152268062974,0.18552446349049787,0.11161404564452182,nan,nan,nan,nan,nan,nan,5,0.037802883897388645,5.1427039391193805,0.6690997691661449,0.6359718121423905,0.017610259997084408,0.023856403007194337,0.0031459633584849855,1.563289553347363,1.5474778040997494,4.722943410740592,0.0077167612967465275,0.16869081905396305,0.1812330188602848,0.1496578772074739,0.01666626575978971,0.020816917116330512,0.0017351326049361213,1.571790090186394,1.556933481326114,4.764860378224621,0.0058481652376609706,0.18120759894383234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,1.4767937637836864e-05,1.3737914856440914,0.5689287021929403,0.1898077092092951,0.11470043162816218,nan,nan,nan,nan,nan,nan,5,0.03784170901564963,5.152241489680637,0.667991263702846,0.6354833916769697,0.017984765349143585,0.02371610586463753,0.0030868461536594487,1.5642458837153044,1.548515413602728,4.727658802110087,0.007617037578880978,0.16867275835038767,0.18549054694080425,0.1539217017972815,0.01668130827146188,0.020834805602653286,0.0013480323453352863,1.574633205023817,1.5576436381400143,4.7694363004531395,0.006001941919082924,0.18108975498882238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,1.4444150891285819e-05,1.3729481495116063,0.5688725257699229,0.18488749147675893,0.11339830812422061,0.036092098308347365,0.020339186313997587,0.1924959178094019,0.11805125909558835,0.381022514970744,0.20183771017656413,5,0.03768960475115771,5.130782885756765,0.6676435859410023,0.6346218105707931,0.01790827437640255,0.02364409042276961,0.0027836254019824942,1.5655000737285418,1.549702874130771,4.733140717522258,0.007672368065049329,0.16854895893124996,0.18044599942590012,0.1510074775955316,0.01740752759554884,0.020442031647894824,0.0023173499508994215,1.5638735198963798,1.5487811961856335,4.726145417876098,0.005561671961687386,0.17684593922051317,0.03184621735244428,0.024027243609742777,0.021361674112214776,0.043233470641241584,0.0073804398353189025,1.5690696213561737,1.5660026225163266,4.802762993895669,0.0008174952706991022,0.16529543647927,0.18804660183577476,0.15744852283447086,0.017193303754739424,0.019308833800637186,0.0020549351069628014,1.5636137111081863,1.5479201062800005,4.7223143896546285,0.0057988804103615765,0.17742346287230185,0.3752552638905732,0.3217654717755719,0.014177470136910286,0.027363311941504324,0.002986808397137663,1.5548408006767698,1.5262106120234822,4.630000464642859,0.00873281144826571,0.20945992186899204
31,1.4115053513697447e-05,1.3694082841291768,0.567479026088768,0.1843911888948654,0.11128524431387596,nan,nan,nan,nan,nan,nan,5,0.03763782847051121,5.148517498568484,0.6659341841609175,0.6328309150007391,0.01764248337413562,0.02385363751808667,0.0029456667044693583,1.565093647047521,1.549136604459577,4.730630646476604,0.0076785533619267675,0.1695954396417123,0.18023293611338276,0.14905127642362995,0.01586826266230035,0.020981393567859732,0.0015537284317872963,1.572592211912265,1.5570309631167716,4.765466921264001,0.00581991550426696,0.17986587936640305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,1.3781152949374537e-05,1.367544775597882,0.5672578837705355,0.18799080359511688,0.11634397763968973,nan,nan,nan,nan,nan,nan,5,0.03775820682201312,5.162083633895336,0.6649894440230993,0.6320315349772568,0.017650471899129414,0.023806553714185597,0.002748734857695806,1.5660942025430473,1.5501064583832667,4.7351827432950895,0.007633874860698304,0.1690528385329491,0.18348741777332075,0.1543788982558263,0.017786055035283486,0.020558100702363653,0.0017221456517392127,1.5691071366191214,1.5524834037507438,4.7436893595501015,0.005567051828410775,0.17739369594897822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,1.3442964048785679e-05,1.371594896019347,0.5679109724728802,0.18828787310231712,0.11432002906120388,nan,nan,nan,nan,nan,nan,5,0.037784563455984556,5.188684654104116,0.6670384004261019,0.6340098612784081,0.017348696814137803,0.023431854945616826,0.0027236107795524755,1.5634550197022121,1.547590719272225,4.722990125616931,0.0076428033676461775,0.1689310585416898,0.18400596375736286,0.15273586981986068,0.01654457820947547,0.02080811431866069,0.0012956533127479381,1.5739151454999085,1.5568560044323256,4.764388332589167,0.005897352083518839,0.1827688722717708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,1.310100827470316e-05,1.366208646868956,0.5649818463887037,0.18690250873797157,0.11526730613248597,nan,nan,nan,nan,nan,nan,5,0.03752058969643987,5.175431942972056,0.6644093940048048,0.6308777194565524,0.017600462704739396,0.023521360150733046,0.002614376275058915,1.5651045269135377,1.5489146309604493,4.729323451669714,0.007723138770367019,0.17047515244211972,0.18255677695185096,0.15320207566135088,0.016766218348281216,0.020607402770317456,0.0018540873098485968,1.5676149245531739,1.5509015803724815,4.7358779190610125,0.005575162978000441,0.17899499939887037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
