epoch,teacher_forcing,train_loss,train_recon_loss,train_roll_loss,train_prior_roll_loss,train_endpoint_roll_loss,train_prior_endpoint_roll_loss,train_latent_loss,train_switch_rate,train_boundary_target_rate,val_loss,val_recon_loss,val_roll_loss,val_prior_roll_loss,val_endpoint_roll_loss,val_prior_endpoint_roll_loss,val_first_step_recon,val_latent_loss,val_latent_kl,val_duration_nll,val_censor_nll,val_posterior_boundary_nll,val_prototype_reconstruction,val_state_bootstrap_nll,val_switch_rate,val_boundary_target_rate
1,1.0,2.42680188814799,0.019171938879622354,0.023526038601994516,0.8651632348696391,0.030570886615249846,1.1808726363711888,6.1499436378479,0.10185578796598646,0.03603009351322221,5.079104614257813,0.6735930502414703,0.9495614111423493,0.7568758964538574,1.3038277268409728,1.031609094142914,0.025638523884117602,7.272746992111206,0.17338487282395362,0.25904046297073363,0.01154860220849514,1.9018162131309508,0.2560276374220848,1.219458281993866,0.0921421304345131,0.04748264062218368
2,1.0,2.3728027052349514,0.019229109088579815,0.023580164089798926,0.8463127877977159,0.03064995983408557,1.1518722163306343,6.023169252607557,0.09284425377845765,0.03589120465330779,5.020095777511597,0.6519340634346008,0.9217857360839844,0.7716916382312775,1.2659750044345857,1.0525452733039855,0.025685084424912928,7.123280715942383,0.17098742797970773,0.2875249207019806,0.0136705975048244,1.8260438978672027,0.24500387161970139,1.1899165987968445,0.10605508834123611,0.04748264062218368
3,1.0,2.3106262842814127,0.019326530065801407,0.02353671934041712,0.820731582906511,0.03064210381772783,1.116759717464447,5.992592451307509,0.08902768939733505,0.03592592698211471,5.69382758140564,0.797290813922882,1.1245800316333772,0.7680915296077728,1.553599762916565,1.0470877647399903,0.02574704773724079,8.06355185508728,0.16639890372753144,0.2820866614580154,0.014350347686558962,1.7745788455009461,0.2801984131336212,1.3753745794296264,0.1000050276517868,0.04748264062218368
4,1.0,2.3198760959837172,0.01941287765900294,0.0235958399458064,0.8226659523116218,0.030741086271074084,1.1181456989712186,6.106293159061008,0.08692639039622413,0.035682871342740126,5.6278482437133786,0.7742362558841706,1.0924542665481567,0.7982692539691925,1.505667757987976,1.0902939915657044,0.025977213494479658,7.338534259796143,0.17205761894583702,0.28237474858760836,0.018073861300945283,1.8056877732276917,0.22205739021301268,1.238509738445282,0.09914132058620453,0.04748264062218368
5,1.0,2.340232242478265,0.019400717235273784,0.0236741794894139,0.8252882679303487,0.030779163829154438,1.1222709205415513,6.376379436916775,0.09488280514876048,0.03592592695107063,5.510523653030395,0.764537763595581,1.0783663809299469,0.7632711887359619,1.4857880234718324,1.0404209613800048,0.025935117714107038,7.562785863876343,0.18456413969397545,0.286430162191391,0.021495713200420142,1.8195009410381318,0.2532340526580811,1.2724373102188111,0.09838021472096443,0.04748264062218368
6,1.0,2.3162063254250422,0.019473505227102172,0.023681293717688984,0.8248506082428826,0.030860162236624293,1.1215210212601556,5.916394832399156,0.08514612739284834,0.036273149245729046,5.514552927017212,0.7551965534687042,1.0611746847629546,0.7966204404830932,1.4553183913230896,1.0831000328063964,0.025928523764014243,7.262855672836304,0.18514774963259698,0.30732195973396303,0.01930675208568573,1.7438609957695008,0.23258260637521744,1.2165062785148621,0.11482793614268302,0.04748264062218368
7,1.0,2.3719354894426132,0.01969078696436352,0.023843032494187354,0.8397287329037985,0.031155629497435357,1.1389712664816114,6.370920658111572,0.09734011971288258,0.03578703800837199,5.451561117172242,0.7279755353927613,1.0261210262775422,0.804026472568512,1.4103308200836182,1.098064774274826,0.025805231370031833,7.700848770141602,0.16917589567601682,0.2779867261648178,0.014428023621439934,1.7883656799793244,0.2428230255842209,1.3098687052726745,0.10076463371515273,0.04748264062218368
8,1.0,2.308872856034173,0.019472384742564627,0.023738706898358133,0.825330110390981,0.0309698356108533,1.120942281352149,5.768390560150147,0.09013463093174828,0.035856482733248006,5.720483636856079,0.8176597714424133,1.1518287718296052,0.7652728497982025,1.5878538370132447,1.0420218467712403,0.02607919219881296,7.11693263053894,0.18847975134849548,0.274099113047123,0.015618628729134798,1.8307286739349364,0.2222939223051071,1.1917518258094788,0.09773147851228714,0.04748264062218368
9,1.0,2.3286156919267444,0.01971570700407028,0.02371891736984253,0.8342849082416959,0.03100558159252008,1.134379416041904,5.710223144955105,0.08998100774155723,0.03596064914017916,5.141336584091187,0.6615687847137451,0.9361926078796386,0.7930642426013946,1.2857593536376952,1.0844436705112457,0.02565582562237978,7.606160116195679,0.17124038562178612,0.2635581523180008,0.021589633636176588,1.9107809364795685,0.2300398036837578,1.2884074091911315,0.08682678937911988,0.04748264062218368
10,1.0,2.3108581887351143,0.019414462356103793,0.023693447353111373,0.8217120183838739,0.030895049042171902,1.1176573170555963,5.94971735212538,0.09078719400697284,0.03603009366326862,5.565778160095215,0.7844082176685333,1.1073000729084015,0.7530836582183837,1.5245911359786988,1.0249977946281432,0.02612772900611162,7.427945756912232,0.2038755401968956,0.23556240350008012,0.01708779213950038,1.9364367365837096,0.21012798547744752,1.2554365634918212,0.0755887970328331,0.04748264062218368
11,0.9666666666666667,2.3356113910675047,0.020177781250741746,0.02446209788322449,0.8321791105800205,0.03178674475186401,1.1301481101247999,5.937150478363037,0.09078835315174527,0.035682870980559125,6.0721362113952635,0.837388813495636,1.186919504404068,0.8619305431842804,1.6349517345428466,1.1751350343227387,0.02621901035308838,7.516211318969726,0.1907859168946743,0.2547316014766693,0.017594997212290762,1.9221351861953735,0.20039260238409043,1.274434459209442,0.08063587248325348,0.04748264062218368
12,0.9333333333333333,2.3259734604093762,0.02087693355149693,0.025213238845268885,0.8256466454929776,0.03259315374824736,1.1208909577793544,6.015050347646078,0.08372303429577085,0.0359953716966427,6.417075538635254,0.9607265710830688,1.3504088759422301,0.7846242547035217,1.863664150238037,1.0679272055625915,0.026318100467324256,7.794491338729858,0.18762884438037872,0.2918109238147736,0.012435733620077372,1.7839641094207763,0.23202406913042067,1.3249201476573944,0.0982230357825756,0.04748264062218368
13,0.9,2.318605343500773,0.021346848085522653,0.025853714305493568,0.8268412205908033,0.0332226824015379,1.1228275563981798,5.770266384548611,0.08961952841944165,0.036516204823015465,5.7332212924957275,0.810721892118454,1.1428420186042785,0.7692082762718201,1.5770864486694336,1.0467243134975432,0.026099381409585475,7.732767963409424,0.20575523525476455,0.27376251965761184,0.023140494525432587,1.8272193491458892,0.21176842525601386,1.3123072683811188,0.09164119437336922,0.04748264062218368
14,0.8666666666666667,2.256967626677619,0.022101536268989246,0.026871395483613014,0.801125172773997,0.03431612021393246,1.087651436858707,5.698039182027181,0.09701684133874046,0.035995371691468686,5.455041170120239,0.7661496460437774,1.077658188343048,0.7508726835250854,1.481251609325409,1.020867908000946,0.026095269061625005,7.164822244644165,0.18691456019878389,0.3056899219751358,0.017998403310775755,1.6957897305488587,0.23058322817087173,1.1999377727508544,0.10981821715831756,0.04748264062218368
15,0.8333333333333334,2.27350721889072,0.022730405007799468,0.027488537091347905,0.8094593352741666,0.03487518868512578,1.0990537722905478,5.59799960454305,0.09030183686150445,0.036863426776188944,5.898006582260132,0.8545750796794891,1.2039153456687928,0.7733452081680298,1.6614216923713685,1.0531218826770783,0.026159385219216347,7.03254542350769,0.18226860389113425,0.25397103279829025,0.016206110641360284,1.8474573493003845,0.2146543890237808,1.180716198682785,0.08538950607180595,0.04748264062218368
16,0.8,2.2475812249713476,0.023412798220912617,0.028396909228629537,0.800574533144633,0.03585603858033816,1.0873270048035515,5.440278265211317,0.0949796670013004,0.03568287144622041,5.673123025894165,0.8147712230682373,1.1460507273674012,0.7506070256233215,1.5766186594963074,1.0206718802452088,0.026189426705241204,7.2880692958831785,0.19675383418798448,0.28782122731208803,0.020809612423181533,1.7365744829177856,0.22386898398399352,1.2249344110488891,0.10256345719099044,0.04748264062218368
17,0.7666666666666666,2.303966532813178,0.024458961809674898,0.02976931507388751,0.8193552666240268,0.03746755106581582,1.1123042424519858,5.612224006652832,0.09352391842338774,0.035717593469760486,5.47534213066101,0.7594368427991867,1.06629359126091,0.7723167896270752,1.461035543680191,1.0502651274204253,0.026201706007122995,7.319885540008545,0.17948021739721298,0.2546548441052437,0.014458156935870648,1.8054471969604493,0.2303541600704193,1.2379152834415437,0.08795560896396637,0.04748264062218368
18,0.7333333333333334,2.2793045229381983,0.025176317575905056,0.03092841518421968,0.8101169374254015,0.03849266039000617,1.0991362929344177,5.5090777979956735,0.09225488868024614,0.03578703804459009,5.191137838363647,0.7038016796112061,0.9907042503356933,0.7460052967071533,1.358651053905487,1.0143712699413299,0.02583619374781847,7.552084875106812,0.19373268112540246,0.2421303316950798,0.01746441200375557,1.8799176871776582,0.21186576038599014,1.283382487297058,0.07797332033514977,0.04748264062218368
19,0.7,2.2796434667375354,0.026050735885898273,0.03205457449787193,0.7986144807603625,0.03985950830909941,1.0841678778330486,5.97792583041721,0.09181172682179345,0.03578703781693346,5.668016195297241,0.8075778841972351,1.1348059177398682,0.7460623741149902,1.560948407649994,1.013112300634384,0.02610391266644001,8.110183191299438,0.21077340692281724,0.2675695225596428,0.013498566020280123,1.8322865962982178,0.20269473195075988,1.3915150821208955,0.08785647079348564,0.04748264062218368
20,0.6666666666666667,2.3024152358373007,0.02703237872984674,0.03373075951304701,0.8064145048459371,0.041556238796975876,1.0927603125572205,6.018420643276638,0.08446946607695685,0.035648149200197723,5.411550092697143,0.7566405892372131,1.0627031862735747,0.754326993227005,1.4581365942955018,1.0249595820903779,0.025981316715478896,7.095663690567017,0.1988177366554737,0.28796482682228086,0.011994441552087665,1.7687321066856385,0.2055642418563366,1.1898278892040253,0.1044265478849411,0.04748264062218368
21,0.6333333333333333,2.270062388314141,0.027847907485233414,0.03486507481171025,0.8010280238257514,0.04274227114187346,1.0868697934680516,5.534186802970039,0.10207212352090411,0.036134260515164995,5.085142588615417,0.6778695940971374,0.9520231008529663,0.7542029440402984,1.3031472504138946,1.0249837696552277,0.025889332592487335,7.4583183288574215,0.20084860920906067,0.30170817375183107,0.02627456411719322,1.7755990326404572,0.2325850896537304,1.2506004571914673,0.10904861763119697,0.04748264062218368
22,0.6,2.3172056913375854,0.029309435644083552,0.03683629694084326,0.8156183759371439,0.04492338241802322,1.1070549805959067,5.66926408873664,0.09878156383832296,0.03693287174941765,5.28677020072937,0.7268381416797638,1.0211522102355957,0.7514884173870087,1.400648546218872,1.0213511347770692,0.026032941415905952,7.305835437774658,0.19229969009757042,0.27663184255361556,0.020529732946306466,1.7543754696846008,0.21407889425754548,1.2327402830123901,0.09815774336457253,0.04748264062218368
23,0.5666666666666667,2.273332805103726,0.03078136220574379,0.03926617138915592,0.8006356014145746,0.04770574238565233,1.0862029406759475,5.374819808536106,0.10551804171668158,0.03582176006813016,5.244283533096313,0.7187761962413788,1.0094233989715575,0.7445518195629119,1.3839528203010558,1.0113170623779297,0.026016193069517614,7.52524700164795,0.20495626479387283,0.2492841139435768,0.017039370816200973,1.8683066666126251,0.20019329488277435,1.277339470386505,0.08337646797299385,0.04748264062218368
24,0.5333333333333333,2.344244689411587,0.0324070740905073,0.04196199733350012,0.8096432659361098,0.05071041335662206,1.0974984195497302,6.24047048356798,0.0934108911289109,0.03634259366016421,5.11523129940033,0.6830985844135284,0.9577700853347778,0.7521165013313293,1.311737060546875,1.02155100107193,0.025750245712697507,7.779161977767944,0.22704302072525023,0.25952923744916917,0.007172437757253647,1.799961119890213,0.2196416288614273,1.3231570720672607,0.08948256522417068,0.04748264062218368
25,0.5,2.3138066954082914,0.03440299249357647,0.044827716714806023,0.8108324011166891,0.05388229530718591,1.0998697810702853,5.39983049498664,0.08732958676086532,0.03603009342526396,5.556896114349366,0.7683572709560395,1.0786455571651459,0.781736308336258,1.478602159023285,1.0634061813354492,0.026001178100705145,7.722973394393921,0.19763887748122216,0.27233814150094987,0.016674695536494255,1.7319945633411407,0.21812011152505875,1.317040604352951,0.1018168292939663,0.04748264062218368
26,0.4666666666666667,2.3715573920143975,0.03566618263721466,0.0469469766649935,0.8285641246371799,0.05621279196606742,1.1255909509128994,5.571527168485853,0.10355352858702342,0.03603009371500876,5.269932055473328,0.7049110442399978,0.9880203127861023,0.7839268386363983,1.352404499053955,1.0665058434009551,0.025920428149402142,7.483267164230346,0.19780834913253784,0.3132314562797546,0.0287008672952652,1.6315223097801208,0.2086419016122818,1.265400779247284,0.11861424595117569,0.04748264062218368
27,0.43333333333333335,2.311405126253764,0.039354400916232005,0.05282770867149035,0.8012158075968424,0.06324883061978552,1.0863982955614726,5.367201423645019,0.10024395907918612,0.036516204993757934,5.593393325805664,0.7856948435306549,1.1044177114963531,0.7615802764892579,1.5206418991088868,1.0383965909481048,0.0260535242035985,7.653237247467041,0.19937448799610138,0.2903347134590149,0.018791265413165094,1.7356656312942504,0.2068522647023201,1.300793617963791,0.10861672982573509,0.04748264062218368
28,0.4,2.3072394106123184,0.04089518975880411,0.05550009856621425,0.7931613564491272,0.06614196201165518,1.0753287606769137,5.524241140153673,0.11328465176953209,0.03630787122787701,5.015666270256043,0.6586143344640731,0.9249787867069245,0.7582977712154388,1.2657410204410553,1.0319048166275024,0.025861375033855438,7.52258996963501,0.21120203733444215,0.32047234773635863,0.029077162407338618,1.6677078127861023,0.21594478636980058,1.2657933473587035,0.11921532601118087,0.04748264062218368
29,0.3666666666666667,2.2835342645645142,0.04574256307548947,0.06323380801412794,0.7809342437320286,0.07532507247394986,1.0587008595466614,5.191954019334581,0.10475771774848303,0.036168982186872096,4.898060655593872,0.6337849974632264,0.8877415239810944,0.7547162353992463,1.2106202006340028,1.0265498399734496,0.02565914038568735,7.692957019805908,0.20826540589332582,0.2747345954179764,0.016820609848946334,1.7168232440948485,0.17937693744897842,1.316910707950592,0.10452335104346275,0.04748264062218368
30,0.33333333333333337,2.2909687942928736,0.047770478162500594,0.06634246599343088,0.7787087983555264,0.07928911273678144,1.0562013162506951,5.253132412168715,0.09808158957295948,0.035648149360592164,4.855602169036866,0.6241633415222168,0.8740017831325531,0.7526688158512116,1.1911421954631805,1.0236591875553132,0.025630575604736805,7.799334859848022,0.20377670526504515,0.2845922112464905,0.014811558928340674,1.6796976566314696,0.18810208812355994,1.3376255571842193,0.0991443395614624,0.04748264062218368
31,0.30000000000000004,2.3429202371173434,0.054859168082475665,0.07791291276613871,0.7846487230724759,0.09370041853851742,1.0636527882681952,5.362924363878038,0.09334657920731439,0.0359259269407226,4.8540428400039675,0.6032081574201584,0.8462010741233825,0.7915176451206207,1.1523756980895996,1.079143488407135,0.02565967943519354,7.6319352149963375,0.19486650824546814,0.27727220207452774,0.016487901192158462,1.7214735805988313,0.18609466180205345,1.3053691148757935,0.10066016167402267,0.04748264062218368
32,0.2666666666666667,2.3763284974628025,0.0632383959988753,0.0915592340959443,0.7864419023195902,0.11123172243436177,1.0665953424241807,5.145238071017795,0.09406614154577256,0.036064816240428225,4.818132591247559,0.6194787561893463,0.8690720856189728,0.7457023561000824,1.1863945126533508,1.013694816827774,0.02565439660102129,7.675801038742065,0.1983342722058296,0.2418670266866684,0.01983840614557266,1.8377381563186646,0.1829984351992607,1.3146656572818756,0.08173329383134842,0.04748264062218368
33,0.23333333333333328,2.4222182750701906,0.07767635410030684,0.11341273420386844,0.7770356482929653,0.13754903823137282,1.0530148479673598,5.270592975616455,0.1136410007874171,0.03644676032062206,5.036049032211304,0.64922336935997,0.9113360583782196,0.7616939723491669,1.244857555627823,1.0346884071826934,0.025667899660766123,8.68499207496643,0.20550521314144135,0.3326669842004776,0.02725780475884676,1.5460213899612427,0.18823558688163758,1.5089642405509949,0.1370927445590496,0.04748264062218368
34,0.19999999999999996,2.5357896910773383,0.0925774152080218,0.13792786714103486,0.7895421067873637,0.17015947666433123,1.0694382084740532,5.5228922155168325,0.10018014311790466,0.03564814921054575,5.029608726501465,0.6538818895816803,0.9224960148334503,0.7613782942295074,1.2631743788719176,1.0354950547218322,0.025651030614972113,7.8636609554290775,0.19474896937608718,0.31411238610744474,0.02292630448937416,1.6320937514305114,0.19405943527817726,1.3459581017494202,0.11216776594519615,0.04748264062218368
35,0.16666666666666663,2.6713399357265897,0.11159801102346845,0.16617837515142228,0.8095559053950839,0.20689570903778076,1.0990688270992703,5.5608624511294895,0.11680075940158632,0.03592592692002654,5.241806077957153,0.688598895072937,0.9711670279502869,0.7917988300323486,1.3299296259880067,1.0774738252162934,0.02587127424776554,7.656756448745727,0.20485434383153917,0.3766722321510315,0.024324868712574242,1.5085482835769652,0.2062301255762577,1.2935075640678406,0.14139364138245583,0.04748264062218368
36,0.1333333333333333,2.7248978137969972,0.14075824817021687,0.20897412399450938,0.7867537352773878,0.26334112915727825,1.0652886695331998,5.19563807911343,0.11391108880440394,0.03575231595378783,4.641485333442688,0.5800058007240295,0.8139849007129669,0.7449400186538696,1.1084572672843933,1.0128771483898162,0.025575718097388744,7.624404001235962,0.21603660136461258,0.3350842744112015,0.029909357056021692,1.5576366245746613,0.2057521678507328,1.289642482995987,0.12104144245386124,0.04748264062218368
37,0.09999999999999998,2.9056314521365696,0.1887961639298333,0.2779199745919969,0.7759734895494249,0.3547238505548901,1.0511894795629713,5.14056953324212,0.1266589836941825,0.03609953799491955,4.9999024868011475,0.6649872392416001,0.9325477123260498,0.7414452135562897,1.277285635471344,1.0069483697414399,0.02572187650948763,7.533768558502198,0.20528277456760408,0.2783437013626099,0.022017426695674656,1.7800436794757843,0.18556553944945336,1.2795096397399903,0.09915733858942985,0.04748264062218368
38,0.06666666666666665,3.3076130867004396,0.2746971501244439,0.39831692311498856,0.7837858729892306,0.5218408114380306,1.0618523438771565,5.342399491204156,0.12005841135978698,0.037002316013806394,5.161233901977539,0.6597112059593201,0.9330224096775055,0.7780548751354217,1.2827017545700072,1.0615874409675599,0.025500658340752123,8.923124027252197,0.2286152422428131,0.3420838534832001,0.02619461603462696,1.6321165800094604,0.19663595408201218,1.5443130016326905,0.15124396085739136,0.04748264062218368
39,0.033333333333333326,3.8990276442633736,0.4111103018124898,0.5846281389395396,0.7867734008365207,0.7807115773359935,1.0669049395455255,5.377986362245347,0.1519283715221617,0.03668981576855812,4.678344058990478,0.5806706935167313,0.8134498178958893,0.7626155614852905,1.1055003345012664,1.035623049736023,0.025586714781820775,7.609692478179932,0.20355725437402725,0.28794507682323456,0.02884550215676427,1.7722934007644653,0.19683934152126312,1.2898863792419433,0.10869817435741425,0.04748264062218368
40,0.0,4.710077216890123,0.6011215719911788,0.8395452486144172,0.7905107220013936,1.1386589845021566,1.0703734265433418,5.397345272699992,0.16689138842953577,0.035752315886525644,4.778366422653198,0.5849898070096969,0.8175236880779266,0.79243785738945,1.108634489774704,1.0747300505638122,0.02560330629348755,8.00101089477539,0.215193073451519,0.35505938827991484,0.023771350737661123,1.6339265942573546,0.20269282162189484,1.3591625213623046,0.1659119576215744,0.04748264062218368
