epoch,teacher_forcing,train_loss,train_recon_loss,train_roll_loss,train_prior_roll_loss,train_endpoint_roll_loss,train_prior_endpoint_roll_loss,train_prior_control_loss,train_latent_loss,train_switch_rate,train_boundary_target_rate,val_loss,val_recon_loss,val_roll_loss,val_prior_roll_loss,val_endpoint_roll_loss,val_prior_endpoint_roll_loss,val_first_step_recon,val_latent_loss,val_latent_kl,val_duration_nll,val_censor_nll,val_posterior_boundary_nll,val_prototype_reconstruction,val_state_bootstrap_nll,val_switch_rate,val_boundary_target_rate,val_prior_control_loss
1,1.0,1.2159997092352972,0.08778862290912204,0.023878034204244614,0.8343630287382338,0.03125864594346947,1.132559026612176,0.152024450732602,5.399400175942315,0.09681995179918078,0.03603009351322221,2.6184680700302123,0.6555159568786622,0.8224444210529327,0.7623646855354309,1.1183549523353578,1.0354813158512115,0.025701263546943666,7.562860202789307,0.22083778977394103,0.27252056896686555,0.016990452259778976,1.7490289330482482,0.1692367747426033,1.2892034649848938,0.09251590818166733,0.04748264062218368,0.15281760469079017
2,1.0,1.1198477175500658,0.08513035972913106,0.02378627864850892,0.7724544803301493,0.03109183431499534,1.045517987675137,0.1459524166252878,4.769531981150309,0.09307284156481425,0.03589120465330779,2.636325716972351,0.664281553030014,0.8314496576786041,0.7556428790092469,1.1290048599243163,1.0256737351417542,0.025646516121923923,7.69903244972229,0.18178000450134277,0.27840258181095123,0.0116243208758533,1.723536056280136,0.17786375507712365,1.323695570230484,0.10083604976534843,0.04748264062218368,0.1520551286637783
3,1.0,1.125064914756351,0.08575788620445464,0.02381167006161478,0.7725425667232937,0.031156608545117908,1.0458308193418715,0.14741898427406946,4.859055720435249,0.09614783260557387,0.035821760083652204,2.6772711992263796,0.6896317481994629,0.8710020661354065,0.7476999163627625,1.1874397158622743,1.0162047266960144,0.025699416175484657,7.378749704360962,0.21741435825824737,0.2685773253440857,0.01807159474119544,1.7410197377204895,0.17309393733739853,1.253267514705658,0.09627215936779976,0.04748264062218368,0.15127346515655518
4,1.0,1.1213171336385939,0.08611877891752455,0.023946685302588675,0.7743043250507778,0.03135321972270807,1.0476514869266087,0.14794646153847377,4.738946686850654,0.09488803131712807,0.03603009330626163,2.7056714296340942,0.6958585917949677,0.8771000921726226,0.756224948167801,1.1948490560054779,1.028008383512497,0.025695263221859933,7.529756641387939,0.20052432268857956,0.2550645560026169,0.013218442723155022,1.7909989058971405,0.16624702140688896,1.2893905282020568,0.09662333205342293,0.04748264062218368,0.15318586602807044
5,1.0,1.1833487576908535,0.08717168023188909,0.023868440008825726,0.8060469362470839,0.03125958347486125,1.0924563275443182,0.1502074397272534,5.325233835644192,0.09384158651034037,0.03568287119786773,2.8648409605026246,0.7145362675189972,0.9030597150325775,0.780493575334549,1.230984205007553,1.0608503818511963,0.02569147702306509,9.335027503967286,0.1967734269797802,0.23545766919851302,0.009063760889694095,1.8408022820949554,0.18738425821065902,1.6492295622825623,0.08391805812716484,0.04748264062218368,0.15588763058185579
6,1.0,1.1379088348812527,0.08513195266326269,0.023895094378126994,0.7731667147742377,0.031332242323292625,1.045973825454712,0.14579835219515694,5.114301432503594,0.09470781203773286,0.035856482681507866,2.828713369369507,0.752473384141922,0.959304291009903,0.7435243129730225,1.3097165763378142,1.0090812981128692,0.025935541465878488,7.4682268619537355,0.195784355700016,0.26741566359996793,0.013080229703336953,1.764730578660965,0.16362979784607887,1.277426826953888,0.09897040650248527,0.04748264062218368,0.14940886944532394
7,1.0,1.1125610086652968,0.08630798872974184,0.023916860876811875,0.7740389015939501,0.031295970413419937,1.048319513267941,0.14813299261861376,4.565945143169827,0.09530198590623008,0.0356828715859188,2.7053308725357055,0.6896643459796905,0.871985399723053,0.7444079279899597,1.1914449036121368,1.0132878720760345,0.025607188791036607,7.985463380813599,0.22924542129039766,0.25448612719774244,0.010268992837518453,1.832042282819748,0.15212440118193626,1.376265561580658,0.09026839733123779,0.04748264062218368,0.15216037705540658
8,1.0,1.1257802764574687,0.08497902121808794,0.023905387396613756,0.7725851999388801,0.03132171287304825,1.0446166409386528,0.1453346277276675,4.886213270823161,0.09159964786635505,0.03578703787384762,2.8882848262786864,0.7583930313587188,0.9652422368526459,0.7660208940505981,1.3166784405708314,1.0415033042430877,0.02586136367172003,7.97257285118103,0.2269956350326538,0.2601999923586845,0.012740738876163959,1.7990164756774902,0.15955090746283532,1.3726662814617157,0.09428597763180732,0.04748264062218368,0.15533761233091353
9,1.0,1.141963705751631,0.0867057806915707,0.023853435615698495,0.777797011534373,0.031144691424237356,1.0539143787489997,0.14920799202389187,5.072149409188165,0.09418564173910353,0.03662037149899536,3.0022220849990844,0.8153763949871063,1.0476630747318267,0.7600678205490112,1.4354186177253723,1.0335038125514984,0.025932547822594642,7.582295846939087,0.22797510623931885,0.2602933719754219,0.016947269439697266,1.742373675107956,0.1515248842537403,1.2979923486709595,0.0897027462720871,0.04748264062218368,0.15414705723524094
10,1.0,1.1186085250642566,0.08447263919644886,0.02391909650630421,0.7792111251089308,0.03135452080104086,1.0543609804577299,0.14389950301912097,4.620113171471489,0.09145058923297458,0.03571759344389041,2.8167248249053953,0.737009710073471,0.9353882968425751,0.7682527303695679,1.2745651662349702,1.0430360674858092,0.02583686038851738,7.521481466293335,0.19588402658700943,0.24054808169603348,0.011708031129091977,1.8824562430381775,0.1654059462249279,1.2874642848968505,0.0840469941496849,0.04748264062218368,0.15060772821307183
11,0.98,1.1335120571984185,0.08594976216554642,0.024274158022469943,0.7726375924216377,0.03169294831653436,1.0460277305708992,0.14645870046483145,5.013010554843479,0.09488454949524668,0.03606481581615905,2.783445858955383,0.7235672116279602,0.9178769052028656,0.7609334588050842,1.2540655851364135,1.0352923214435577,0.0257133062928915,7.621365880966186,0.24805162847042084,0.23443977683782577,0.007562923058867454,1.8660927355289458,0.14377719163894653,1.3042022347450257,0.08626206293702125,0.04748264062218368,0.15391332805156707
