epoch,teacher_forcing,train_loss,train_recon_loss,train_roll_loss,train_prior_roll_loss,train_endpoint_roll_loss,train_prior_endpoint_roll_loss,train_prior_control_loss,train_latent_loss,train_switch_rate,train_boundary_target_rate,val_loss,val_recon_loss,val_roll_loss,val_prior_roll_loss,val_endpoint_roll_loss,val_prior_endpoint_roll_loss,val_first_step_recon,val_latent_loss,val_latent_kl,val_duration_nll,val_censor_nll,val_posterior_boundary_nll,val_prototype_reconstruction,val_state_bootstrap_nll,val_switch_rate,val_boundary_target_rate,val_prior_control_loss,val_causal_prior_rollout_ADE_m,val_causal_prior_rollout_FDE_m
1,1.0,1.2159997092352972,0.08778862290912204,0.023878034204244614,0.8343630287382338,0.03125864594346947,1.132559026612176,0.152024450732602,5.399400175942315,0.09681995179918078,0.03603009351322221,2.6184680700302123,0.6555159568786622,0.8224444210529327,0.7623646855354309,1.1183549523353578,1.0354813158512115,0.025701263546943666,7.562860202789307,0.22083778977394103,0.27252056896686555,0.016990452259778976,1.7490289330482482,0.1692367747426033,1.2892034649848938,0.09251590818166733,0.04748264062218368,0.15281760469079017,0.42917461140985386,1.4972253465866294
2,1.0,1.1258637388547261,0.08555105725924174,0.02375317108299997,0.776849709616767,0.031022543874051837,1.051871109008789,0.14702995651298098,4.794195895724826,0.09082283626000086,0.03592592664062977,2.6862667560577393,0.6752331614494324,0.8454658627510071,0.7710552036762237,1.1491808354854585,1.0473358511924744,0.025655497796833515,7.89025092124939,0.19069238305091857,0.27859645187854765,0.013983358908444644,1.7392331540584565,0.19120452851057052,1.3561931848526,0.10040201246738434,0.04748264062218368,0.15568515062332153,0.5067797823951408,1.8197801872219206
3,1.0,1.1232127626736959,0.08531201995081372,0.02376000636981593,0.7736648307906256,0.031065866806440884,1.0472715960608587,0.14636254906654358,4.809518088234795,0.1034292760822508,0.03620370493477417,2.6494123697280885,0.6709696829319001,0.8423693478107452,0.7573303759098053,1.1462664246559142,1.0302342116832732,0.025637287832796573,7.574858856201172,0.21493391543626786,0.28603678941726685,0.01473584333434701,1.706725037097931,0.1756132297217846,1.2913715481758117,0.10500255674123764,0.04748264062218368,0.15528251230716705,0.531456564438466,1.9282011793333318
4,1.0,1.146552652782864,0.08695302489731047,0.02379188562432925,0.7865574386384752,0.03112486447725031,1.0664565708902147,0.15006367878781424,4.9850059138404,0.10282490568028556,0.03568287119786773,2.6492157220840453,0.6621940523386002,0.8325448393821716,0.7563053727149963,1.1340649366378783,1.0286403954029084,0.02569424733519554,7.9634308338165285,0.2485806792974472,0.2617912843823433,0.013764695730060339,1.8108722567558289,0.164998959004879,1.3643154442310332,0.09163522869348525,0.04748264062218368,0.15247708410024643,0.46446854035650637,1.6810103446378837
5,1.0,1.1246140970124139,0.08613849745856392,0.023791341938906245,0.7747205548816257,0.031125807720753882,1.0491259283489651,0.14783111860354742,4.799273946550158,0.0887492379380597,0.036273149245729046,2.7353929042816163,0.701726233959198,0.8875371873378753,0.7658151745796203,1.2117530822753906,1.0409144759178162,0.02562353275716305,7.606287288665771,0.19980697333812714,0.28512612730264664,0.01202229904010892,1.657463663816452,0.16228654384613037,1.3065358996391296,0.10850678831338882,0.04748264062218368,0.15373600646853447,0.43761901949597476,1.5526366469036839
6,1.0,1.1324463910526699,0.08776514927546183,0.023825603640741773,0.788647554980384,0.031172755608956017,1.0694538063473171,0.1514536847670873,4.644161632325914,0.09456177883678013,0.035682871715269154,2.8427340030670165,0.7403314054012299,0.9379433870315552,0.7794888734817504,1.2810891687870025,1.0612419426441193,0.02590895127505064,7.699406862258911,0.20870776548981668,0.3062757968902588,0.01384773338213563,1.6846155881881715,0.18971816450357437,1.3119407176971436,0.11419878304004669,0.04748264062218368,0.1575290746986866,0.5589259072569849,2.0557736880041557
7,1.0,1.1203509979777866,0.08556362125608656,0.023886887149678335,0.7738582028283013,0.0312153742959102,1.0475058608584933,0.14652430183357662,4.740845759709676,0.10389617068900002,0.03662037149899536,2.8495935916900637,0.7511319935321807,0.9557643353939056,0.7626546084880829,1.3065940260887146,1.0373146831989288,0.025750225223600865,7.6008524894714355,0.20583811178803443,0.25606988221406934,0.016268712095916273,1.7914767265319824,0.18795835375785827,1.2973696529865264,0.09087930917739868,0.04748264062218368,0.15350765660405158,0.6640777279357586,2.471376239451592
8,1.0,1.1078048917982313,0.08552048802375793,0.02378647244638867,0.7689247873094347,0.03113483600318432,1.04084452258216,0.14652002420690324,4.591462824079725,0.09451141175296572,0.03603009366326862,2.934982752799988,0.7835264027118682,0.9993794381618499,0.7679673612117768,1.3686075448989867,1.044871187210083,0.0258228013291955,7.682190704345703,0.19708261713385583,0.24801898896694183,0.011673367023468018,1.7806140899658203,0.17637930065393448,1.3207765698432923,0.09125024899840355,0.04748264062218368,0.1572613887488842,0.7548636688093321,2.800396034001235
9,1.0,1.1205025103357102,0.08714780459801356,0.02391032353043556,0.7807514468828837,0.031295388233330515,1.0580433328946433,0.14997019486294852,4.573858536614312,0.1057814987997214,0.03582176020265453,2.907922697067261,0.7594544887542725,0.970243364572525,0.7600807249546051,1.3310290694236755,1.034822976589203,0.025637882016599178,8.362882566452026,0.20223159492015838,0.23973232060670852,0.011503152502700686,1.8048641741275788,0.172208022326231,1.4571983337402343,0.08603224977850914,0.04748264062218368,0.15400308817625047,0.6932584522741098,2.5673401836857135
10,1.0,1.1121351877848307,0.08604828351073796,0.023962264425224727,0.7766679101520114,0.03133699372410774,1.051533415582445,0.14767240848806168,4.509134584003025,0.09157744000355403,0.035821760099174246,2.8940611839294434,0.7675060153007507,0.9793216049671173,0.758305835723877,1.3392586827278137,1.0307617425918578,0.025873344950377943,7.7785547256469725,0.21303306818008422,0.2551582232117653,0.010335229942575097,1.7820465743541718,0.16860390082001686,1.3371825397014618,0.09325355812907218,0.04748264062218368,0.15267208814620972,0.7328783972185958,2.7143466504699982
