epoch,teacher_forcing,train_loss,train_recon_loss,train_roll_loss,train_prior_roll_loss,train_endpoint_roll_loss,train_prior_endpoint_roll_loss,train_prior_control_loss,train_late_prior_control_loss,train_anchor_loss,train_latent_loss,train_switch_rate,train_boundary_target_rate,train_rollout_response_steps,val_loss,val_recon_loss,val_roll_loss,val_prior_roll_loss,val_endpoint_roll_loss,val_prior_endpoint_roll_loss,val_first_step_recon,val_anchor_loss,val_latent_loss,val_latent_kl,val_duration_nll,val_censor_nll,val_posterior_boundary_nll,val_prototype_reconstruction,val_state_bootstrap_nll,val_switch_rate,val_boundary_target_rate,val_prior_control_loss,val_late_prior_control_loss,val_plan_control_loss,val_causal_prior_rollout_ADE_m,val_causal_prior_rollout_FDE_m
1,0.0,0.9614190059974537,0.19358255598580176,0.23460546600825385,0.23305082285306328,0.31583488099741097,0.31347815440134447,0.07124796033112304,0.08649995400742254,0.12323017458042229,3.538999628237663,0.11922650591872151,0.03912605855630823,15.049830124575312,1.567853945903677,0.3732340398919645,0.46545531699266385,0.46043874441631255,0.639112514478189,0.6317555024510338,0.027058339258902286,0.09059760991543059,3.5625646530635775,0.16510771869351623,0.22974057330025566,0.01694472212462671,1.4332882074451951,0.02902150859750768,0.552685617296784,0.10694181997940023,0.037916582141800846,0.10849434752312917,0.13219550740781916,0.0,0.21395196724211993,0.8071975777766938
