epoch,rollout_seconds,selection_metric,stage,stage_epoch,train_diversity,train_joint,train_loss,train_mixture,train_overlap,train_prefix_control,train_prefix_position,train_prefix_velocity,val_diversity,val_joint,val_loss,val_mixture,val_overlap,val_prefix_control,val_prefix_position,val_prefix_velocity
11,1.0,0.040698202890902854,joint,3,0.03996563652166226,0.024845611808489133,0.2569767641193806,0.0401292125834284,0.0003723615318274247,0.020765305330011224,0.01771646939619067,0.01485832711264871,0.03997926362765529,0.02411483650011991,0.25467530101853075,0.03680398009678043,0.000345480813636819,0.020161487009356577,0.017590555865021926,0.013613897873453362
12,1.0,0.041482143538750724,joint,4,0.03997003741499047,0.024790347904684523,0.25661318347744494,0.039663135091491865,0.0003549559503891334,0.0205198967180323,0.017686940104339178,0.014685873127418436,0.03997410535221062,0.024410000381370384,0.25627853591290733,0.03893615640502758,0.0003214078841708778,0.020342659254474614,0.0176586585597347,0.015241894866068842
13,2.0,0.05368011955458211,joint,5,0.03993974145048063,0.04115599411257435,0.28228898237514766,0.06641396312386051,0.0031351086376868085,0.031193709858922714,0.02377903085128106,0.022740173654330013,0.0399630414371295,0.03631012468406605,0.27273227164038905,0.05538821531824334,0.002427927085331508,0.025004040666673548,0.022561425402287453,0.01878635712440998
14,2.0,0.05587099803647171,joint,6,0.03995624882388047,0.03808232094068872,0.27678967461032167,0.059885815102554245,0.0022904119826325613,0.026768548814078565,0.023425655421555548,0.020517861839943162,0.039946763928999346,0.03603774445160987,0.27274899318735435,0.055340914617455196,0.002363054553002474,0.02436343463699496,0.0224333667644748,0.020132386741578263
15,2.0,0.05619321421224109,joint,7,0.039962876476241915,0.037418998867568824,0.2752650962504044,0.05817925668092017,0.0021083498001626295,0.025711402602008316,0.023240762279915065,0.019800543707528973,0.03996198698286972,0.03638911420706088,0.2723815911030643,0.05418991524154547,0.001982117478893429,0.023769402713884436,0.0230281193242975,0.01915417068573848
16,2.0,0.052880391298240605,joint,8,0.039959136259454506,0.037153600892922696,0.27512220073354143,0.057831294038900236,0.002036324678392548,0.02513902249611471,0.023408398307627726,0.019866670516686297,0.03998093024172165,0.03488907237197199,0.2704903943040384,0.05315884703366214,0.0017448806652932294,0.022683895409856207,0.02234376594917011,0.018002233677420508
17,3.0,0.13218401383581205,joint,9,0.03996149613693483,0.06823278029182815,0.3142439192145134,0.09355138363395804,0.0025796940840421925,0.03706768745445665,0.0343172619071797,0.03899130528270354,0.03994974958163405,0.06352965486428094,0.3071202269937626,0.08562277024858213,0.002239486694744931,0.03370887895050661,0.03318837642787941,0.03566020352164746
18,3.0,0.15172821426944155,joint,10,0.039963318437084595,0.06777470171789272,0.31376689027456656,0.09291745696543972,0.0024757304410225906,0.03664125285768306,0.03436668543804637,0.038742833578215105,0.03996637453714376,0.06590626767230412,0.315060561059644,0.09254600446690958,0.0021650898137878846,0.03485921108553176,0.03621079589402865,0.03965980268857151
19,3.0,0.16452135678989985,joint,11,0.03996044842911509,0.06742150944792177,0.31337146742148037,0.0923916096390138,0.0024114913731897855,0.036290321661629016,0.03439340104504618,0.03856842978395754,0.039953206473636246,0.06481666594901413,0.3171754831044131,0.0932975956805484,0.002263442067141157,0.03368208764327897,0.037718979868466264,0.04190193137360944
20,3.0,0.14956902990632545,joint,12,0.039956970415777254,0.06723875890541346,0.3126625381684506,0.0918834388256073,0.002392505382045196,0.036193691651012334,0.0340602130447079,0.03824496561022892,0.039953016749923194,0.06376972519570873,0.3131545770262915,0.08932490059465327,0.0020235566746951055,0.03316542219429735,0.03670540695428533,0.038796708884614485
21,5.0,0.7006309407429021,five_second,1,0.03996041491627693,0.1793712609972562,0.46427483055476765,0.18344520210544382,0.0026652293087170583,0.05638193792898324,0.11046561049165536,0.09479793626340186,0.03996207763160032,0.17169677635664662,0.45592167051065535,0.17725396412547934,0.0022215500653218773,0.05405058578721115,0.10716003445642334,0.09220616456377444
22,5.0,0.6953395986297423,five_second,2,0.03995988622476629,0.17838551516911125,0.4632819259470651,0.18288796230855137,0.0025911200480277074,0.05614061311267253,0.11001690781910088,0.09436924409005189,0.039965057213391574,0.17414582836091833,0.4525388301049591,0.17504601444674547,0.002191713459237858,0.05433442652540863,0.10483108890592736,0.09121730754142085
23,5.0,0.723728454621611,five_second,3,0.039962760036119996,0.1782482968680244,0.4626347913620492,0.18235002873470696,0.002553560285929263,0.05599966493274267,0.1097428200138527,0.09414378433322096,0.03996697719647455,0.17312356711380064,0.4667180785268703,0.18274706196059626,0.0021562893186922545,0.05420550675422111,0.11422963363547174,0.0954725251547874
24,5.0,0.6889340344714103,five_second,4,0.03996524123775723,0.1775414034428745,0.4617486719875768,0.18176874430591594,0.002535511591542966,0.05581930281631332,0.10934094328633787,0.09380771524085539,0.039968874955934194,0.17200387505784867,0.45154681983132844,0.1743260134386007,0.0021199588894858837,0.05369596929343604,0.10471652418611542,0.0905600724909356
25,5.0,0.70479922866172,five_second,5,0.03996496650340199,0.17731952621646374,0.4618096170952232,0.18181595234965467,0.0025047692642402083,0.05576650848765211,0.1094154638330592,0.0938090980601716,0.039969600175344754,0.17397959104606084,0.45643595751946564,0.17884191358215595,0.0022804267758690807,0.05533213961731504,0.1062848259887052,0.09261490306053212
26,5.0,0.6822405578761814,five_second,6,0.03996475528260804,0.17720819386645686,0.46115834243574494,0.18127315086615997,0.00249512973155763,0.05566417467661688,0.10912917179527769,0.0935674075364391,0.03996378867320283,0.17098621996464552,0.449089874745046,0.17279658470519635,0.0021137553291819084,0.05351145036282048,0.10337283629825507,0.08972511298599697
27,5.0,0.681262786933491,five_second,7,0.03996558549046179,0.17695017846211494,0.46064688820001426,0.1809050971235837,0.0024802375827565073,0.055521843723805024,0.10890696657024768,0.09337288461224554,0.03996629711417925,0.17171436859659417,0.44946608380981223,0.17288910187583753,0.0020764387239179715,0.05335484649099055,0.10365066214134454,0.08979007950614369
28,5.0,0.6854682659103075,five_second,8,0.03996621288000355,0.1764705885402204,0.4599754596567019,0.18051342580879037,0.0024570928885873206,0.05541198316106715,0.1085668121409146,0.09312525709019842,0.039965356645918396,0.16985897443912648,0.45033489049427095,0.17347911749251935,0.0020490820250454204,0.05334316840562871,0.10436380855620854,0.09000077051302743
29,5.0,0.6746206303021399,five_second,9,0.03996307123821788,0.17654350862624624,0.4602315545588647,0.18066473738329944,0.0024489517683801755,0.05545258655426522,0.10871107195828522,0.09321358756877207,0.03996315148102228,0.16917235684142543,0.44745504627467464,0.171851818681394,0.002160236398965396,0.05321866597132708,0.1026652412952254,0.08883765400954025
30,5.0,0.6788144766765392,five_second,10,0.03996592786891265,0.1762387352776595,0.4597277058082667,0.18025699727258332,0.0024277579752337874,0.05526398136029838,0.10854021494010352,0.09298264320106074,0.0399719579391694,0.1705025349344526,0.44813774399971834,0.1722690872256718,0.0020745706842428754,0.05335364919451494,0.10284082859596878,0.08944201518697713
31,5.0,0.6841041441414094,five_second,11,0.039962533696768304,0.17580610386204112,0.45906167612872784,0.1798527576599175,0.0024264690967503587,0.055229678431330594,0.10818032917405661,0.09276829474624088,0.0399637207507141,0.1708871455340789,0.4508901007434048,0.17361088447942935,0.0020153253070059078,0.053359773226831324,0.10474846965421444,0.09001615148766962
32,5.0,0.6886552835540757,five_second,12,0.03996384099505779,0.17578979593836214,0.4589410227013715,0.1797118658384588,0.0024079675100237216,0.05515525781736833,0.10816303702234883,0.09271379771296769,0.0399637096339748,0.17148451491323097,0.4519972821707448,0.17416817809223498,0.0020842388405947496,0.053509353093369294,0.1053938046491966,0.09034864797636315
33,5.0,0.6740777899037788,five_second,13,0.039967223387686455,0.17566714139058975,0.458660066820069,0.17941478340551467,0.00240269979414538,0.05505203982081697,0.108100759957735,0.09256786571936972,0.0399632203988928,0.1691486036020612,0.4471830601887728,0.17125008373506487,0.002059687112233843,0.05293752641353027,0.10279038670674834,0.08874787833719026
34,5.0,0.676853506458007,five_second,14,0.039961339423575416,0.1754478271807895,0.4583190850765779,0.17929183818800928,0.0023886931786398077,0.05507927085286159,0.10785351257148613,0.09251383120041055,0.03996210358051396,0.16913433085200646,0.4482477424005983,0.17195695741151376,0.002093225123764819,0.05311908730596462,0.10331541079062002,0.08933254881274133
35,5.0,0.6970721805849776,five_second,15,0.03996099697758388,0.17536303096216055,0.458208933987631,0.17913088828071994,0.002383389428162963,0.054951667745542256,0.10788560268223792,0.09240604513258839,0.03996037885980316,0.1689802068408835,0.45385696222542454,0.1767316944305859,0.002031729710300665,0.054384164807815404,0.10589075918314318,0.09100700325514904
36,5.0,0.673288329211824,five_second,16,0.03996081597279894,0.17511290963580858,0.4576127746625257,0.17869147936109106,0.0023712156323990427,0.05484392532377,0.10761112277382831,0.09219178364060755,0.039962277082460265,0.16960481037853886,0.44709355884758883,0.17112388237128182,0.0020242638500387626,0.05274682782748073,0.10280280920957761,0.08858441248063058
37,5.0,0.6731920521748527,five_second,17,0.03996041077518936,0.17486295521934714,0.4576414337745807,0.1787368123997372,0.002365156879817418,0.05481968477326142,0.10764710395768412,0.0921948247101084,0.03995588365646582,0.16850155871854258,0.4464600516690148,0.17115834733796498,0.00205161827450086,0.05290744398479109,0.10216872273850694,0.0888137320480334
38,5.0,0.6862668481981407,five_second,18,0.03996096823480582,0.1744851017302224,0.45728575433617613,0.1784708641068456,0.0023511488238618663,0.05468079323218159,0.10753198721084649,0.09203499757787661,0.0399564643976865,0.16864683944239187,0.45351714368850465,0.17490776506050554,0.0020726711532992937,0.05317953126455741,0.1068389644580228,0.09057451912729197
39,5.0,0.679229635016411,five_second,19,0.03995850827893184,0.17454886140127696,0.45733679551578443,0.17841660831197462,0.0023399798808983467,0.05468465984922968,0.10760307733296673,0.09204173543129021,0.039953008156131814,0.16967067311680506,0.4495376849931384,0.17246345915491618,0.0020065307882047756,0.05280596404163926,0.10430616735623627,0.08960641106521641
40,5.0,0.688286691898618,five_second,20,0.03996057580238361,0.17442556753881255,0.4576807438820685,0.17863956071837428,0.0023316046463130384,0.05467179217943051,0.107829365666122,0.09213089160726698,0.03995138045065302,0.1712138207737731,0.4557731056181842,0.17533112242423668,0.0020210003602274115,0.05266023594787512,0.1085549346393063,0.09130753488058135
