tgp,rt,inv_ttc,a_min,vel
0.9973333477973938,0.777432866116397,0.27892426730479625,-7.314358711242676,15.0
0.9959999918937683,0.9088203337753515,0.6329105061895596,-6.743958473205566,10.0
0.9959999918937683,0.918725904144805,0.6411812660127632,-7.489762306213379,10.0
0.9959999918937683,0.8445049401149343,0.6123651927611116,-7.519975662231445,10.0
0.9959999918937683,0.8967941788036391,0.6284538153896834,-6.928205490112305,10.0
0.9959999918937683,0.9784654608066374,0.6600591093739006,-7.838587760925293,10.0
0.9959999918937683,1.0034792316051488,0.692328714162364,-7.576035499572754,10.0
0.9959999918937683,0.9042839512103202,0.631224869235058,-7.473918914794922,10.0
0.9959999918937683,1.0104304375315951,0.6913029378551259,-7.19599723815918,10.0
0.9959999918937683,0.8868661697671476,0.6312326988407064,-6.960023880004883,10.0
0.9959999918937683,0.8461177296591229,0.6103179711724446,-7.004940509796143,10.0
0.9959999918937683,0.906697339687691,0.6321244290749057,-6.982362270355225,10.0
0.9959999918937683,0.9615190199825319,0.6714179428830394,-7.860574245452881,10.0
0.9959999918937683,0.9075160242118916,0.6324301367715761,-7.087705612182617,10.0
0.9959999918937683,0.9022852954548155,0.6304843987252171,-7.231204509735107,10.0
0.9959999918937683,0.9181829049221526,0.6364358119227654,-7.547478675842285,10.0
0.9959999918937683,0.8831142833445551,0.6267752236931681,-7.360739231109619,10.0
0.9959999918937683,0.9878842999308894,0.6864812125559983,-7.302199363708496,10.0
0.9959999918937683,0.865062336585124,0.6169749490126712,-7.4452619552612305,10.0
0.9959999918937683,0.9114356447883614,0.6416382246992253,-6.487980365753174,10.0
0.9959999918937683,0.9058188572408017,0.6333522280893769,-7.965073108673096,10.0
0.9959999918937683,0.8979796644707687,0.6378467652864556,-7.768200874328613,10.0
0.9959999918937683,0.89929790306632,0.6293721104491912,-7.713708400726318,10.0
0.9959999918937683,0.8925271850855037,0.6268860449036601,-7.633526802062988,10.0
0.9959999918937683,0.9048768985601217,0.6314467151342131,-7.370802879333496,10.0
0.9959999918937683,0.8975285047139836,0.628723437997157,-7.389941215515137,10.0
0.9959999918937683,0.8783666964908137,0.6285453324526072,-7.441007614135742,10.0
0.9959999918937683,0.9045567659024711,0.6313168809963485,-7.38240909576416,10.0
0.9959999918937683,0.9072637398780596,0.6326703095662443,-7.68125581741333,10.0
0.9959999918937683,0.9127560119754556,0.6343858447453035,-7.522941589355469,10.0
0.9959999918937683,0.9067416576225755,0.632140039422016,-6.679107666015625,10.0
0.9959999918937683,0.8784955463837172,0.6254341327366926,-6.722407341003418,10.0
0.9959999918937683,1.0043067906929701,0.6779154111883263,-7.474998474121094,10.0
1.497333288192749,0.9084476983163612,0.24111453509681893,-7.760736465454102,15.0
1.497333288192749,0.8345078686933138,0.2336880587728213,-6.8170928955078125,15.0
1.496000051498413,0.9578100304481076,0.41374671309984745,-6.4954729080200195,10.0
1.496000051498413,0.865583260917512,0.37401750708379117,-6.199999809265137,10.0
1.496000051498413,1.1920468522950098,0.5745254343060426,-6.223402500152588,10.0
1.496000051498413,0.84721676054307,0.37600375555640037,-6.923153877258301,10.0
1.496000051498413,0.9005288677306147,0.38454020414420115,-6.025736331939697,10.0
1.496000051498413,0.9021249160105733,0.3817293405788493,-6.498871326446533,10.0
1.496000051498413,0.9634508709191223,0.4111851377188983,-5.031594753265381,10.0
1.496000051498413,0.8386326824012906,0.37179283333347074,-6.699688911437988,10.0
1.496000051498413,0.884671765726051,0.3796988413680039,-5.705995082855225,10.0
1.496000051498413,1.1180767310106563,0.5381904168743715,-5.766225814819336,10.0
1.496000051498413,0.8909807204103697,0.3790955353569569,-6.065718650817871,10.0
1.496000051498413,0.9650551496322872,0.42603833106360833,-5.41947078704834,10.0
1.496000051498413,0.8678880705258056,0.37665853472995986,-5.754438400268555,10.0
1.496000051498413,0.9099331308174761,0.3900354838426752,-6.414830684661865,10.0
1.496000051498413,0.8690847025242212,0.3829244021036522,-5.143941879272461,10.0
1.496000051498413,0.86888034287012,0.3744286199524372,-6.470292568206787,10.0
1.496000051498413,0.9568034752903989,0.40360192838098663,-6.106389999389648,10.0
1.496000051498413,0.8958913272385414,0.3885586277697063,-6.255482196807861,10.0
1.496000051498413,0.9650288691798521,0.40695778632116464,-5.421996593475342,10.0
1.496000051498413,0.8903716593773587,0.3836968245206943,-6.928774356842041,10.0
1.496000051498413,0.9052952347228733,0.39716917656843115,-5.59754753112793,10.0
1.496000051498413,0.891851981562257,0.3888833349943615,-5.9101762771606445,10.0
1.496000051498413,0.8426428370109236,0.371188437894428,-6.199999809265137,10.0
1.496000051498413,0.8896873253921145,0.37963487533554086,-6.009649276733398,10.0
1.496000051498413,0.9591317285770085,0.40328668747839896,-5.728648662567139,10.0
1.496000051498413,0.9082393917659977,0.391698016918852,-6.80629301071167,10.0
1.496000051498413,1.0610452876338683,0.5145228589592753,-7.056329250335693,10.0
1.496000051498413,0.9689104599336866,0.41636032856447946,-5.616822719573975,10.0
1.496000051498413,1.0064788699608525,0.43363261210396387,-6.431742191314697,10.0
1.496000051498413,0.8605787426794955,0.37339645041770536,-6.199999809265137,10.0
1.496000051498413,0.901171191693215,0.37993378874847844,-6.0219926834106445,10.0
1.496000051498413,0.9090524386121941,0.3962594226222066,-6.113090515136719,10.0
1.997999906539917,1.0773379343696534,0.1630286660475825,-6.659750938415527,20.0
1.997333288192749,1.006353223785339,0.2221256018586129,-6.516999244689941,15.0
1.997333288192749,1.0471960899381931,0.22334859802105012,-6.278212547302246,15.0
1.997333288192749,1.1084465898192437,0.22710429189150727,-7.451143264770508,15.0
1.997333288192749,1.1890030932308266,0.24121501592855663,-6.98798942565918,15.0
1.997333288192749,1.040428969136804,0.22311790572762855,-7.476283073425293,15.0
1.997333288192749,1.0723963089479185,0.22831285246047697,-7.334500789642334,15.0
1.997333288192749,1.1753302899719114,0.24795366150345685,-6.37936544418335,15.0
1.997333288192749,1.2014668733400697,0.2555296378819392,-6.97335147857666,15.0
1.997333288192749,1.1647536290117013,0.24134936045447675,-7.148028373718262,15.0
1.997333288192749,1.0817444992743332,0.23084954671480548,-6.454753875732422,15.0
1.997333288192749,1.0595616064280602,0.22544078199807624,-5.644281387329102,15.0
1.9959999322891235,1.183512509219525,0.3953761901032553,-5.698526859283447,10.0
1.9959999322891235,1.0184513499165633,0.3542730464918409,-6.179831504821777,10.0
1.9959999322891235,1.0813202373384267,0.3674283785324774,-5.137021541595459,10.0
1.9959999322891235,1.0954526337562713,0.37067639803116825,-5.723533630371094,10.0
1.9959999322891235,1.1781319743121381,0.40375280073801595,-4.925820350646973,10.0
1.9959999322891235,1.173528955255682,0.39294942436485863,-5.276671409606934,10.0
1.9959999322891235,1.1707482581957014,0.38662436377729464,-5.837855815887451,10.0
1.9959999322891235,1.0987883191464383,0.3730014047060132,-5.117988109588623,10.0
1.9959999322891235,1.0786195985568614,0.3628218748626186,-5.866431713104248,10.0
1.9959999322891235,1.094836725457862,0.36526994771216614,-5.837036609649658,10.0
1.9959999322891235,1.007046717920829,0.352957298264806,-6.199999809265137,10.0
1.9959999322891235,1.1006295254959915,0.374951936249728,-4.973631381988525,10.0
1.9959999322891235,1.0448366290290032,0.3572817251526142,-6.199999809265137,10.0
1.9959999322891235,0.988511285378215,0.34579386520779876,-5.974697589874268,10.0
1.9959999322891235,1.1700294700919052,0.3877909264631614,-5.526635646820068,10.0
1.9959999322891235,1.025670073553698,0.35507527043398696,-6.199999809265137,10.0
1.9959999322891235,1.1059430569947137,0.3715669036972361,-5.673330783843994,10.0
1.9959999322891235,1.078328633050991,0.3679979951017004,-5.848658561706543,10.0
1.9959999322891235,1.1543289682792144,0.38133625893150563,-6.2733893394470215,10.0
1.9959999322891235,1.0865663428262318,0.3715838499470402,-5.714705944061279,10.0
1.9959999322891235,1.0834256203295367,0.3657739511048225,-5.696609020233154,10.0
1.9959999322891235,1.1524170554017001,0.40199231185379286,-5.40429162979126,10.0
1.9959999322891235,1.1549935798020219,0.38588368617330915,-6.076959609985352,10.0
1.9959999322891235,1.105222333401972,0.3715579295719736,-5.716019630432129,10.0
1.9959999322891235,1.079624186411019,0.36552807686698036,-5.3235764503479,10.0
1.9959999322891235,1.0824859970058702,0.3649997466004176,-5.907393932342529,10.0
1.9959999322891235,1.1152906039656185,0.37780342123867583,-6.237802982330322,10.0
1.9959999322891235,1.0406348346311065,0.36087725172747687,-5.445032596588135,10.0
1.9959999322891235,1.0516587203864969,0.35889178297353036,-5.932974338531494,10.0
1.9959999322891235,1.1425391502380522,0.405564080988949,-5.157451629638672,10.0
1.9959999322891235,1.0617580447386004,0.3594092161189239,-6.157684326171875,10.0
1.9959999322891235,1.0775552198756049,0.36536663911569767,-5.9396233558654785,10.0
2.497999668121338,1.5703909076670397,0.20721108359276574,-7.385553359985352,20.0
2.497333288192749,1.2577995067089474,0.22032046781180228,-6.8253984451293945,15.0
2.497333288192749,1.267828508443565,0.22352473351452143,-6.667304992675781,15.0
2.497333288192749,1.0878371214611204,0.19055729302799967,-6.817175388336182,15.0
2.497333288192749,1.248715319999383,0.2211206962484184,-5.740260124206543,15.0
2.497333288192749,1.2687193627216005,0.22310593503211626,-5.810182571411133,15.0
2.497333288192749,1.3547900255451457,0.2307305692786748,-5.8515095710754395,15.0
