epoch,teacher_forcing,train_loss,train_recon_loss,train_roll_loss,train_prior_roll_loss,train_endpoint_roll_loss,train_prior_endpoint_roll_loss,train_prior_control_loss,train_late_prior_control_loss,train_latent_loss,train_switch_rate,train_boundary_target_rate,train_rollout_response_steps,val_loss,val_recon_loss,val_roll_loss,val_prior_roll_loss,val_endpoint_roll_loss,val_prior_endpoint_roll_loss,val_first_step_recon,val_latent_loss,val_latent_kl,val_duration_nll,val_censor_nll,val_posterior_boundary_nll,val_prototype_reconstruction,val_state_bootstrap_nll,val_switch_rate,val_boundary_target_rate,val_prior_control_loss,val_late_prior_control_loss,val_causal_prior_rollout_ADE_m,val_causal_prior_rollout_FDE_m
1,1.0,1.1139888812195171,0.07313703583045439,0.024163335680284285,0.42147634872658685,0.03109213626858863,0.5855923922901803,0.11986545757813886,0.14193315350196578,11.904242992401123,0.09777215969833461,0.03868915819647637,15.154545454545454,3.7372176547845206,0.9628362730145454,1.2745201985041301,0.9741908684372902,1.7737838228543599,1.3446274399757385,0.026370774411285918,10.513405680656433,0.02293786748001973,0.31120090931653976,0.02648035630894204,1.7547128051519394,0.30356438520054024,1.8821087876955669,0.08634943515062332,0.038011956649521984,0.17162040745218596,0.19887749974926314,0.6042720230517865,2.2485248396073145
2,1.0,0.9356616426597942,0.06858205724168907,0.024267336404459043,0.3465441521257162,0.0311987034807151,0.48012055869806897,0.1096615211868828,0.13006968819959597,9.925361728668213,0.07986020510169593,0.038637785181741824,13.745454545454546,3.5656447807947793,0.9187318260471026,1.2064680854479473,0.9601174717148145,1.6756130854288738,1.32371091345946,0.026422118845706184,9.606547474861145,0.06801347387954593,0.2769490821907918,0.018259483428361516,1.7653553237517674,0.40477941061059636,1.6794414122899373,0.07629825298984845,0.038011956649521984,0.16866560901204744,0.19513439449171224,0.5721756811832108,2.136475621706548
3,1.0,0.9550028611313213,0.07167728519575163,0.02409832768819549,0.39592524289407516,0.03102447214451703,0.5486809104003689,0.11670918982814658,0.13812631548128346,9.266040056402034,0.08364514864303849,0.03866264292631637,15.136363636363637,3.268579661846161,0.8126912117004395,1.0470668474833171,0.9475626448790232,1.4479212760925293,1.3052315314610798,0.026251318398863077,9.225178440411886,0.06392868856589,0.24956303338209787,0.015610640208857754,1.8558660472432773,0.3792739659547806,1.6105671276648839,0.06771417412286003,0.038011956649521984,0.17003185488283634,0.19672438750664392,0.49512541985342506,1.8215305984802879
4,1.0,0.9178516658869657,0.06971332471479069,0.02419520039111376,0.38792893920432436,0.031118728880855172,0.536751969835975,0.11220692331818018,0.1328557893972505,8.72028390711004,0.08501356487924402,0.03860795551233671,14.50909090909091,3.1414284805456796,0.7735632831851641,0.9931501025954882,0.9440884391466776,1.3702922364075978,1.3001407583554585,0.026219824717069667,8.612533311049143,0.06957141604895394,0.3247060651580493,0.017654258796634775,1.6817829236388206,0.3325503145654996,1.489521086215973,0.10010551164547603,0.038011956649521984,0.16904983731607595,0.19559077049295107,0.4812374090217834,1.757567058810164
5,1.0,0.901830192045732,0.07013790807263418,0.024019810658964243,0.38976323635063387,0.030872617966749453,0.5390934128652919,0.11336505897343159,0.1340438874946399,8.358184545690364,0.08884331319819797,0.03866927197033709,14.727272727272727,3.1138699849446616,0.7744001199801763,0.99497818450133,0.9403025507926941,1.3734052181243896,1.2951006193955739,0.026208749506622553,8.083782533804575,0.06273259393249948,0.2748538926243782,0.014763713387462,1.782143051425616,0.30997850994269055,1.3951835930347443,0.07993516108642022,0.038011956649521984,0.16830130169788995,0.19463849999010563,0.48365527944599584,1.7690749266158048
6,1.0,0.8585957218300212,0.06994413205168463,0.02409929365596988,0.3745774843814698,0.03097886482084339,0.518511922318827,0.11288030137392607,0.1337097258730368,7.799496074156328,0.08821893713691017,0.038621213363314214,14.5,3.0672407150268555,0.765958713988463,0.9823868572711945,0.93952427059412,1.355680947502454,1.293838436404864,0.026203722537805636,7.58741690715154,0.07927290443331003,0.3093842367331187,0.01765333554552247,1.6373893866936367,0.3242278868953387,1.2895062466462452,0.09511624338726203,0.038011956649521984,0.16795066806177297,0.19410619946817556,0.47556841782096887,1.738088211027935
7,1.0,0.8546151188286868,0.07036713422699407,0.023967584527351638,0.3902357419783419,0.030821928077123383,0.5395378387109799,0.11395171095024456,0.1347869234667583,7.400893011960116,0.08611597005616535,0.03873058818280697,14.654545454545454,3.1754201650619507,0.8138071075081825,1.0538197581966717,0.9466162199775378,1.4577363183101018,1.3040545632441838,0.02626227354630828,7.223541736602783,0.08716431570549805,0.2743397504091263,0.022073375759646297,1.7507370958725612,0.2977357357740402,1.2209088504314423,0.08122130110859871,0.038011956649521984,0.16993544809520245,0.1966991163790226,0.5030500533651004,1.8452680878198742
8,1.0,0.8243139136921276,0.06933330002833496,0.024145235426046633,0.37405074868689886,0.03103583504191854,0.5174010908739133,0.11145690222355452,0.13202642886476082,7.135692522742532,0.08729655444622039,0.03864441398869861,14.381818181818181,3.089315007130305,0.788439524670442,1.0154178738594055,0.947883831957976,1.4039284139871597,1.3064483255147934,0.02621225135711332,6.751475254694621,0.08705893950536847,0.2802257835865021,0.0249408429954201,1.6987486084302266,0.31885629892349243,1.1231412490208943,0.08653275792797406,0.038011956649521984,0.17003141716122627,0.19693677624066672,0.48264460334514964,1.772723461784709
9,1.0,0.7783343783833764,0.06902407458560034,0.024101379716938192,0.3557765641334382,0.03099428718401627,0.49278060827742926,0.11085870039056647,0.13154137361456048,6.588647161830555,0.08920963379469785,0.03870407287878069,14.1,3.0194039940834045,0.7651710286736488,0.9820634921391805,0.9461540952324867,1.355148692925771,1.3038430164257686,0.02619114362945159,6.520307759443919,0.09806027542799711,0.2900945656001568,0.017780985527982313,1.7075945784648259,0.34216278915603954,1.0690620963772137,0.08890706704308589,0.038011956649521984,0.16829066226879755,0.19465616717934608,0.4632410347324929,1.6863957694861451
10,1.0,0.818104668638923,0.07268219051713293,0.023949470100077717,0.421254679154266,0.030807265791703353,0.582677912441167,0.11921878643333912,0.1408320395445282,6.0043663935227825,0.08601736277341843,0.0386328137056394,15.581818181818182,2.985806941986084,0.7716217810908953,0.9899804219603539,0.9442713509003321,1.367012028892835,1.301396335164706,0.026209146715700626,5.598667740821838,0.09431904771675666,0.2907187379896641,0.023580239232008655,1.660881258547306,0.32738277688622475,0.8894893229007721,0.09147115051746368,0.038011956649521984,0.17031999304890633,0.19739013786117235,0.4704562249554195,1.7181553624242552
11,0.9,0.7512966659936038,0.07188100699674,0.02579078156162392,0.37862241579727696,0.032680995999412106,0.5240105124359781,0.11395265802063725,0.13485963984646582,5.500049079548229,0.08758991993963719,0.038647728328677744,14.60909090909091,2.94535756111145,0.7574082488814989,0.9696619262297949,0.9379033992687861,1.3370876411596935,1.2913208156824112,0.026186402654275298,5.607678790887197,0.10120585064093272,0.27635563785831135,0.02271346317138523,1.695472886164983,0.30171246888736886,0.8963646292686462,0.08627205435186625,0.038011956649521984,0.16765779132644335,0.19378147770961127,0.46616577295929584,1.695085291323149
12,0.8,0.7777165060693567,0.07574193301525983,0.027936756085943093,0.41183520613068886,0.03497683573514223,0.5703433372757651,0.11845626638016918,0.1400376443835822,5.244052019986239,0.08644940080967817,0.03866927186027169,15.236363636363636,2.959910968939463,0.7654897843798002,0.9827047064900398,0.9466101030508677,1.357172280550003,1.304542635877927,0.026183309964835644,5.3021275997161865,0.10794744547456503,0.2451985403895378,0.017450524610467255,1.8070544203122456,0.2987999382118384,0.8361934994657835,0.0723867155611515,0.038011956649521984,0.16932539020975432,0.1959974318742752,0.4682104191337657,1.7060096035957117
13,0.7,0.7683848803693598,0.07841597544876013,0.031100860542871735,0.4191486987877976,0.0383701507340778,0.5803760296919129,0.1189931645989418,0.14039204273034225,4.794386826861988,0.08727942948991602,0.038659328823401166,15.572727272727272,2.860239634911219,0.7451266149679819,0.9514765838781992,0.9388520742456118,1.3109539449214935,1.292660877108574,0.02616920795602103,4.495687156915665,0.11226215741286676,0.2876121575633685,0.016453892885086436,1.7152331893642743,0.30121477631231147,0.6698671778043112,0.09003238379955292,0.038011956649521984,0.16808656292657057,0.19426932682593664,0.45562057537356454,1.6515185539141912
14,0.6,0.739648665081371,0.07962300516664982,0.0345634327693419,0.4090556986968626,0.04244154996492646,0.5661011496050792,0.11605357717383992,0.13709319555623964,4.328130442445929,0.08986034413630312,0.03869081549346447,15.10909090909091,2.927586813767751,0.7704271624485651,0.9898558557033539,0.9511616080999374,1.3666297594706218,1.3108614335457485,0.026178071508184075,4.322843760251999,0.12071662054707606,0.28842443600296974,0.022815826387765508,1.6648175865411758,0.2828980057189862,0.6383569041887919,0.09645064889142911,0.038011956649521984,0.16873105677465597,0.1951354934523503,0.4689376184289158,1.7084161213152256
15,0.5,0.7121399841525338,0.08189996877177196,0.04049247469414364,0.3775410320948471,0.04957815899767659,0.5224508918144486,0.11232932338660413,0.13299986747178164,4.244130208275535,0.09369026564738968,0.03872230225666003,14.427272727272728,2.8796755274136863,0.7575742155313492,0.97053245951732,0.944052388270696,1.3391092469294865,1.3006724268198013,0.026186402266224224,4.150329917669296,0.12806682599087557,0.27022445760667324,0.01595680962782353,1.7247285892566044,0.2794592486073573,0.6050880824526151,0.08743770110110442,0.038011956649521984,0.1686736394961675,0.1949758262683948,0.46348165339959946,1.6869522961183947
16,0.4,0.7664346185597506,0.09076093950054863,0.049136952751062134,0.427902520515702,0.06005430208011107,0.592078010737896,0.11990273052995855,0.14154652533206072,3.9726840777830645,0.09449572000991215,0.03862618488174948,15.627272727272727,2.8586897949377694,0.7464467237393061,0.9549701064825058,0.936202938357989,1.3164658546447754,1.289156198501587,0.026175000860045355,4.421401242415111,0.13492178296049437,0.26425828225910664,0.015483344245391587,1.7400694290796916,0.27932693623006344,0.658478698382775,0.08554314977178971,0.038011956649521984,0.16714951023459435,0.1931211637953917,0.4563599315016509,1.6561055309732398
17,0.30000000000000004,0.7245276822285218,0.09539847282523459,0.06343611390753226,0.36609268367967823,0.07860113920813257,0.5067384522746909,0.110645188188011,0.13115941519764338,3.9920081377029417,0.0981060853735967,0.03863115647638386,14.154545454545454,2.842298855384191,0.7493284990390142,0.9589806521932284,0.9439713656902313,1.3221059044202168,1.3002768605947495,0.02617731294594705,3.80036723613739,0.13837658738096556,0.24371501679221788,0.016153203168263037,1.820456584294637,0.26665346572796506,0.536070954054594,0.07974609453231096,0.038011956649521984,0.16728829282025495,0.19325830539067587,0.45754243970312874,1.6594501997133302
18,0.19999999999999996,0.7612629941918633,0.11413310789926485,0.0943692893805829,0.36605817882174796,0.1199248176745393,0.506290354444222,0.11064494875344363,0.13111582770943642,3.7340482408350164,0.09466784799640829,0.03863778520714153,14.327272727272728,2.830660949150721,0.7382218763232231,0.9424088050921758,0.9376727491617203,1.2982733597358067,1.2913292745749156,0.026170398651932675,4.247150262196858,0.1360608640437325,0.27995328108469647,0.018519283466351528,1.6694288030266762,0.26831636888285476,0.6253886458774408,0.09752855822443962,0.038011956649521984,0.16745968783895174,0.19347730527321497,0.4532953010733166,1.6422585138278303
19,0.09999999999999998,0.969383779168129,0.1735241217369383,0.181473787704652,0.4321416420015422,0.2396352125162428,0.5976283025335182,0.11798734292387962,0.1391988707198338,3.644884484464472,0.09650326127355749,0.038626184924082325,15.4,2.8418323695659637,0.7486158013343811,0.9590698704123497,0.9525650218129158,1.3228484789530437,1.3134088069200516,0.02617189334705472,3.6316333015759787,0.13871968196084103,0.27298394963145256,0.016321548571189243,1.7037741740544636,0.25999280499915284,0.5035343542695045,0.09456474520266056,0.038011956649521984,0.1672624914596478,0.1932924905170997,0.4577097161261473,1.6619786497800204
20,0.0,1.1728325613520363,0.28659863749688325,0.3555026233873584,0.3539720047603954,0.4926285728134892,0.4904259336942976,0.11097111417488618,0.13165911117737944,3.535185777057301,0.10034664266488769,0.03866264303638176,14.090909090909092,2.8122732241948447,0.7393658012151718,0.9443001920978228,0.9378396545847257,1.3008473018805187,1.2914906740188599,0.02617022527071337,3.8153516550858817,0.14529393427073956,0.2669160421937704,0.015637433699642617,1.6954150373737018,0.25509137846529484,0.5417118209103743,0.0906688617542386,0.038011956649521984,0.1670683647195498,0.19302705861628056,0.45470030384286936,1.6478632355966591
