epoch,teacher_forcing,train_loss,train_recon_loss,train_roll_loss,train_prior_roll_loss,train_endpoint_roll_loss,train_prior_endpoint_roll_loss,train_prior_control_loss,train_late_prior_control_loss,train_latent_loss,train_switch_rate,train_boundary_target_rate,train_rollout_response_steps,val_loss,val_recon_loss,val_roll_loss,val_prior_roll_loss,val_endpoint_roll_loss,val_prior_endpoint_roll_loss,val_first_step_recon,val_latent_loss,val_latent_kl,val_duration_nll,val_censor_nll,val_posterior_boundary_nll,val_prototype_reconstruction,val_state_bootstrap_nll,val_switch_rate,val_boundary_target_rate,val_prior_control_loss,val_late_prior_control_loss,val_plan_control_loss,val_causal_prior_rollout_ADE_m,val_causal_prior_rollout_FDE_m
1,0.0,4.300608631726858,0.6363330644530218,0.7413264980187287,0.7314250420879673,1.0034788573110425,0.9884327625906145,0.13673408087846395,0.1550087165590879,3.9922480293222375,0.1216310259659548,0.03833716574150163,25.0,4.3629269897937775,0.642141941934824,0.7474838979542255,0.7383631840348244,1.0117357075214386,0.997358150780201,0.026100220624357462,4.516882956027985,0.1735466867685318,0.2790658911690116,0.023814943560864776,1.3066351264715195,0.04611544474028051,0.7335362397134304,0.12865960830822587,0.03809098480269313,0.138636969961226,0.15699267853051424,0.1421826514415443,0.3870050529580053,1.304192898707905
2,0.0,4.283561355358845,0.6334353403465168,0.7373321797396686,0.7307658042456653,0.9976963304184578,0.9873811860342283,0.1366409789267424,0.15492324712308678,3.9390093506993473,0.12889173334917506,0.03846424601569369,25.0,4.356119215488434,0.6410240978002548,0.7459917739033699,0.7379924096167088,1.0092635042965412,0.9965425096452236,0.0261058701435104,4.506097510457039,0.17093639448285103,0.2812019567936659,0.023389024601783603,1.3010065890848637,0.04555747611448169,0.7319521941244602,0.12995768571272492,0.03809098480269313,0.1383458492346108,0.1565987765789032,0.14158184733241796,0.3861264056479943,1.3013324504677422
3,0.0,4.271018244124748,0.6311054197517602,0.7344901843650921,0.7291262786130648,0.9935738532929808,0.9850842300299052,0.136231177964726,0.15441000542125186,3.9527651973672815,0.1265029540738544,0.03854049393605139,25.0,4.3549401462078094,0.6408134698867798,0.7458546571433544,0.7374642267823219,1.0090887993574142,0.995916098356247,0.02610203332733363,4.516056776046753,0.1708287699148059,0.26929106656461954,0.024031211680267006,1.3355554416775703,0.04514233209192753,0.734574917703867,0.1240639709867537,0.03809098480269313,0.138284495100379,0.15653770975768566,0.14148548431694508,0.3845293936910127,1.2983816516369175
4,0.0,4.274194739960335,0.631907736127441,0.7353840566970207,0.7293839035807429,0.99476876210522,0.9854013315729193,0.13637056020466057,0.15456614462105003,3.946979368055189,0.12504894729401614,0.03848966178358407,25.0,4.345791399478912,0.6387848444283009,0.7429103702306747,0.7372644059360027,1.0048268251121044,0.995653785765171,0.02610279293730855,4.5270223170518875,0.17221770714968443,0.2684889631345868,0.024564756779000163,1.333215408027172,0.04534604446962476,0.73662019520998,0.12373294541612267,0.03809098480269313,0.13835121178999543,0.15663485415279865,0.14085761038586497,0.3836668795494549,1.2940281268446931
5,0.0,4.280146608481536,0.6323924056581549,0.7359605729579926,0.7309010842361966,0.9954228844191577,0.9874524756057842,0.136477998885754,0.1546401905046927,3.9603441244847066,0.12475421652197838,0.03930297529173864,25.0,4.343636929988861,0.638800173997879,0.7430234141647816,0.7368888817727566,1.004919622093439,0.9949903562664986,0.026107550133019686,4.500289008021355,0.17093059793114662,0.26788949221372604,0.024975741398520768,1.333947341889143,0.045383412623777986,0.7315245755016804,0.12390195392072201,0.03809098480269313,0.1381972343660891,0.15644115302711725,0.14090323774144053,0.3831619771744893,1.2922606592325536
6,0.0,4.285774160075832,0.6334231850263234,0.7370841567580765,0.7318672360600652,0.9969549920107867,0.9887395654175732,0.13670451606850367,0.15486939694430377,3.9541011114378235,0.12588672792992076,0.03927755904560153,25.0,4.344094514846802,0.6385689415037632,0.7426444515585899,0.7373766116797924,1.0042952746152878,0.9957297593355179,0.0261049346299842,4.509589269757271,0.17291227541863918,0.2719471678137779,0.026250060240272433,1.3200898729264736,0.04565247846767306,0.7325609624385834,0.12652232544496655,0.03809098480269313,0.1382764638401568,0.15653577633202076,0.14068975672125816,0.3828550941830198,1.2898371621118496
7,0.0,4.280137938422126,0.6327313434433293,0.7360884233100994,0.7315877128291775,0.9952336396719959,0.9881788323054442,0.13668983288713404,0.15483711096080574,3.926360094869459,0.12850070664206067,0.03859132608851871,25.0,4.339588433504105,0.6378146596252918,0.7417728453874588,0.7370761558413506,1.0030554383993149,0.9953702576458454,0.026108102407306433,4.489981919527054,0.17022665310651064,0.2743427995592356,0.02719046699348837,1.3118361122906208,0.044938200851902366,0.7290649488568306,0.1282157665118575,0.03809098480269313,0.13821275206282735,0.15646448079496622,0.140384366735816,0.3815005430564938,1.2865357977869982
8,0.0,4.261832607759012,0.6297902203089482,0.7327547854668385,0.7278390333459184,0.9909070979904484,0.9832806587219238,0.13606723277149974,0.15421922827089155,3.945215917922355,0.12720724316062154,0.03843882987024011,25.0,4.332870364189148,0.6368057765066624,0.7404840476810932,0.7357118912041187,1.00136062130332,0.9934939369559288,0.02610785816796124,4.500280097126961,0.1702710771933198,0.2749701701104641,0.02752425882499665,1.3060635067522526,0.04546463140286505,0.7311068028211594,0.1289915875531733,0.03809098480269313,0.13805710384622216,0.1563128437846899,0.14038162073120475,0.3820865567253152,1.2898527934951625
9,0.0,4.278252878704587,0.6322236922947136,0.7352726717252989,0.7317665638150396,0.9942181472842758,0.9885573081068091,0.13684278827261281,0.1550641510937665,3.924290234978135,0.12884941999171232,0.03948088750444554,25.0,4.334847450256348,0.6371725909411907,0.7408530078828335,0.7362090982496738,1.0017364919185638,0.9941099993884563,0.026112033985555172,4.495324745774269,0.172136340290308,0.2742225117981434,0.027608326519839466,1.3100207298994064,0.045536444522440434,0.7296631895005703,0.12922841124236584,0.03809098480269313,0.13814114080742002,0.15639247186481953,0.14049398945644498,0.3824733158175874,1.2911478854137421
10,0.0,4.277077945503029,0.6322681799128249,0.7351874201684385,0.7312181422839293,0.9942964943679603,0.9879167539042395,0.13700937922741915,0.1553246324529519,3.9238197481310046,0.13025853531183423,0.03950630349887384,25.0,4.338849574327469,0.6378969810903072,0.7417844571173191,0.7368180528283119,1.003110770136118,0.9950137697160244,0.02610653336159885,4.484511777758598,0.17023903131484985,0.27518792171031237,0.027917010942474008,1.3040579222142696,0.04505452513694763,0.7280197814106941,0.13045629858970642,0.03809098480269313,0.1382164559327066,0.1564997946843505,0.14044664055109024,0.3817727054768212,1.2886248564176421
