slot,num_features_compared,mean_ks,mean_wasserstein
same_front,6,0.09310924644116496,0.4664541739431684
same_rear,6,0.16666666666666666,0.9819732569363254
left_front,6,0.24514008004574042,2.1788524957795388
left_rear,6,0.32222222222222224,1.9694227520169483
right_front,6,0.1256707894943349,0.7101231363218212
right_rear,6,0.16045536005213423,1.1257006492310757
